i,j,score
17.0,43.0,0.12
17.0,44.0,0.119
17.0,45.0,0.117
17.0,46.0,0.115
17.0,47.0,0.124
17.0,48.0,0.131
17.0,49.0,0.127
17.0,50.0,0.131
17.0,51.0,0.147
17.0,52.0,0.162
17.0,53.0,0.169
17.0,54.0,0.168
17.0,55.0,0.145
17.0,56.0,0.124
17.0,57.0,0.139
17.0,58.0,0.176
17.0,59.0,0.192
17.0,60.0,0.17
17.0,61.0,0.153
17.0,62.0,0.145
17.0,63.0,0.144
17.0,64.0,0.152
17.0,65.0,0.153
18.0,0.0,0.186
18.0,1.0,0.189
18.0,2.0,0.195
18.0,3.0,0.213
18.0,4.0,0.242
18.0,5.0,0.287
18.0,6.0,0.313
18.0,7.0,0.318
18.0,8.0,0.315
18.0,9.0,0.306
18.0,10.0,0.29
18.0,11.0,0.272
18.0,12.0,0.252
18.0,13.0,0.229
18.0,14.0,0.2
18.0,15.0,0.17
18.0,16.0,0.148
18.0,17.0,0.133
18.0,18.0,0.11
18.0,19.0,0.128
18.0,20.0,0.124
18.0,21.0,0.12
18.0,22.0,0.115
18.0,23.0,0.113
18.0,24.0,0.111
18.0,25.0,0.11
18.0,26.0,0.11
18.0,27.0,0.11
18.0,28.0,0.11
18.0,29.0,0.11
18.0,30.0,0.11
18.0,31.0,0.111
18.0,32.0,0.114
18.0,33.0,0.117
18.0,34.0,0.116
18.0,35.0,0.115
18.0,36.0,0.115
18.0,37.0,0.114
18.0,38.0,0.114
18.0,39.0,0.115
18.0,40.0,0.117
18.0,41.0,0.121
18.0,42.0,0.119
18.0,43.0,0.118
18.0,44.0,0.116
18.0,45.0,0.115
18.0,46.0,0.113
18.0,47.0,0.122
18.0,48.0,0.131
18.0,49.0,0.126
18.0,50.0,0.13
18.0,51.0,0.149
18.0,52.0,0.165
18.0,53.0,0.173
18.0,54.0,0.172
18.0,55.0,0.146
18.0,56.0,0.123
18.0,57.0,0.14
18.0,58.0,0.181
18.0,59.0,0.198
18.0,60.0,0.173
18.0,61.0,0.154
18.0,62.0,0.145
18.0,63.0,0.144
18.0,64.0,0.152
18.0,65.0,0.153
19.0,0.0,0.186
19.0,1.0,0.189
19.0,2.0,0.195
19.0,3.0,0.212
19.0,4.0,0.24
19.0,5.0,0.283
19.0,6.0,0.307
19.0,7.0,0.31
19.0,8.0,0.306
19.0,9.0,0.296
19.0,10.0,0.279
19.0,11.0,0.261
19.0,12.0,0.24
19.0,13.0,0.217
19.0,14.0,0.188
19.0,15.0,0.161
19.0,16.0,0.142
19.0,17.0,0.131
19.0,18.0,0.128
19.0,19.0,0.107
19.0,20.0,0.12
19.0,21.0,0.115
19.0,22.0,0.11
19.0,23.0,0.108
19.0,24.0,0.107
19.0,25.0,0.107
19.0,26.0,0.107
19.0,27.0,0.107
19.0,28.0,0.107
19.0,29.0,0.106
19.0,30.0,0.106
19.0,31.0,0.108
19.0,32.0,0.112
19.0,33.0,0.117
19.0,34.0,0.115
19.0,35.0,0.114
19.0,36.0,0.113
19.0,37.0,0.112
19.0,38.0,0.112
19.0,39.0,0.113
19.0,40.0,0.116
19.0,41.0,0.12
19.0,42.0,0.118
19.0,43.0,0.116
19.0,44.0,0.115
19.0,45.0,0.113
19.0,46.0,0.11
19.0,47.0,0.121
19.0,48.0,0.13
19.0,49.0,0.126
19.0,50.0,0.13
19.0,51.0,0.152
19.0,52.0,0.17
19.0,53.0,0.178
19.0,54.0,0.177
19.0,55.0,0.148
19.0,56.0,0.122
19.0,57.0,0.141
19.0,58.0,0.186
19.0,59.0,0.203
19.0,60.0,0.176
19.0,61.0,0.155
19.0,62.0,0.146
19.0,63.0,0.144
19.0,64.0,0.152
19.0,65.0,0.153
20.0,0.0,0.186
20.0,1.0,0.189
20.0,2.0,0.195
20.0,3.0,0.212
20.0,4.0,0.238
20.0,5.0,0.279
20.0,6.0,0.302
20.0,7.0,0.304
20.0,8.0,0.299
20.0,9.0,0.287
20.0,10.0,0.27
20.0,11.0,0.251
20.0,12.0,0.231
20.0,13.0,0.207
20.0,14.0,0.179
20.0,15.0,0.155
20.0,16.0,0.138
20.0,17.0,0.128
20.0,18.0,0.124
20.0,19.0,0.12
20.0,20.0,0.105
20.0,21.0,0.11
20.0,22.0,0.106
20.0,23.0,0.105
20.0,24.0,0.104
20.0,25.0,0.104
20.0,26.0,0.104
20.0,27.0,0.104
20.0,28.0,0.104
20.0,29.0,0.104
20.0,30.0,0.104
20.0,31.0,0.105
20.0,32.0,0.112
20.0,33.0,0.117
20.0,34.0,0.116
20.0,35.0,0.114
20.0,36.0,0.113
20.0,37.0,0.111
20.0,38.0,0.11
20.0,39.0,0.112
20.0,40.0,0.116
20.0,41.0,0.12
20.0,42.0,0.118
20.0,43.0,0.115
20.0,44.0,0.114
20.0,45.0,0.112
20.0,46.0,0.109
20.0,47.0,0.12
20.0,48.0,0.13
20.0,49.0,0.126
20.0,50.0,0.131
20.0,51.0,0.155
20.0,52.0,0.175
20.0,53.0,0.184
20.0,54.0,0.182
20.0,55.0,0.15
20.0,56.0,0.121
20.0,57.0,0.142
20.0,58.0,0.191
20.0,59.0,0.21
20.0,60.0,0.179
20.0,61.0,0.157
20.0,62.0,0.146
20.0,63.0,0.144
20.0,64.0,0.152
20.0,65.0,0.153
21.0,0.0,0.185
21.0,1.0,0.189
21.0,2.0,0.195
21.0,3.0,0.211
21.0,4.0,0.236
21.0,5.0,0.276
21.0,6.0,0.297
21.0,7.0,0.298
21.0,8.0,0.292
21.0,9.0,0.279
21.0,10.0,0.262
21.0,11.0,0.243
21.0,12.0,0.222
21.0,13.0,0.198
21.0,14.0,0.172
21.0,15.0,0.149
21.0,16.0,0.134
21.0,17.0,0.124
21.0,18.0,0.12
21.0,19.0,0.115
21.0,20.0,0.11
21.0,21.0,0.103
21.0,22.0,0.103
21.0,23.0,0.102
21.0,24.0,0.103
21.0,25.0,0.103
21.0,26.0,0.103
21.0,27.0,0.102
21.0,28.0,0.102
21.0,29.0,0.102
21.0,30.0,0.102
21.0,31.0,0.103
21.0,32.0,0.113
21.0,33.0,0.119
21.0,34.0,0.117
21.0,35.0,0.114
21.0,36.0,0.113
21.0,37.0,0.111
21.0,38.0,0.11
21.0,39.0,0.112
21.0,40.0,0.116
21.0,41.0,0.121
21.0,42.0,0.118
21.0,43.0,0.115
21.0,44.0,0.113
21.0,45.0,0.111
21.0,46.0,0.108
21.0,47.0,0.12
21.0,48.0,0.13
21.0,49.0,0.126
21.0,50.0,0.133
21.0,51.0,0.159
21.0,52.0,0.18
21.0,53.0,0.191
21.0,54.0,0.188
21.0,55.0,0.152
21.0,56.0,0.121
21.0,57.0,0.144
21.0,58.0,0.196
21.0,59.0,0.215
21.0,60.0,0.182
21.0,61.0,0.158
21.0,62.0,0.147
21.0,63.0,0.144
21.0,64.0,0.152
21.0,65.0,0.153
22.0,0.0,0.184
22.0,1.0,0.189
22.0,2.0,0.194
22.0,3.0,0.21
22.0,4.0,0.234
22.0,5.0,0.272
22.0,6.0,0.291
22.0,7.0,0.291
22.0,8.0,0.284
22.0,9.0,0.271
22.0,10.0,0.253
22.0,11.0,0.234
22.0,12.0,0.213
22.0,13.0,0.189
22.0,14.0,0.164
22.0,15.0,0.142
22.0,16.0,0.128
22.0,17.0,0.12
22.0,18.0,0.115
22.0,19.0,0.11
22.0,20.0,0.106
22.0,21.0,0.103
22.0,22.0,0.103
22.0,23.0,0.102
22.0,24.0,0.103
22.0,25.0,0.103
22.0,26.0,0.102
22.0,27.0,0.102
22.0,28.0,0.102
22.0,29.0,0.102
22.0,30.0,0.102
22.0,31.0,0.103
22.0,32.0,0.114
22.0,33.0,0.121
22.0,34.0,0.118
22.0,35.0,0.115
22.0,36.0,0.113
22.0,37.0,0.111
22.0,38.0,0.11
22.0,39.0,0.112
22.0,40.0,0.116
22.0,41.0,0.122
22.0,42.0,0.119
22.0,43.0,0.116
22.0,44.0,0.113
22.0,45.0,0.111
22.0,46.0,0.107
22.0,47.0,0.119
22.0,48.0,0.13
22.0,49.0,0.126
22.0,50.0,0.134
22.0,51.0,0.162
22.0,52.0,0.185
22.0,53.0,0.196
22.0,54.0,0.193
22.0,55.0,0.154
22.0,56.0,0.121
22.0,57.0,0.145
22.0,58.0,0.2
22.0,59.0,0.219
22.0,60.0,0.184
22.0,61.0,0.159
22.0,62.0,0.147
22.0,63.0,0.144
22.0,64.0,0.152
22.0,65.0,0.153
23.0,0.0,0.184
23.0,1.0,0.188
23.0,2.0,0.194
23.0,3.0,0.209
23.0,4.0,0.233
23.0,5.0,0.268
23.0,6.0,0.287
23.0,7.0,0.286
23.0,8.0,0.278
23.0,9.0,0.264
23.0,10.0,0.246
23.0,11.0,0.227
23.0,12.0,0.206
23.0,13.0,0.182
23.0,14.0,0.158
23.0,15.0,0.138
23.0,16.0,0.125
23.0,17.0,0.117
23.0,18.0,0.113
23.0,19.0,0.108
23.0,20.0,0.105
23.0,21.0,0.102
23.0,22.0,0.102
23.0,23.0,0.103
23.0,24.0,0.105
23.0,25.0,0.103
23.0,26.0,0.102
23.0,27.0,0.102
23.0,28.0,0.102
23.0,29.0,0.102
23.0,30.0,0.102
23.0,31.0,0.104
23.0,32.0,0.115
23.0,33.0,0.123
23.0,34.0,0.12
23.0,35.0,0.116
23.0,36.0,0.114
23.0,37.0,0.111
23.0,38.0,0.11
23.0,39.0,0.112
23.0,40.0,0.117
23.0,41.0,0.123
23.0,42.0,0.12
23.0,43.0,0.116
23.0,44.0,0.113
23.0,45.0,0.111
23.0,46.0,0.107
23.0,47.0,0.119
23.0,48.0,0.131
23.0,49.0,0.127
23.0,50.0,0.135
23.0,51.0,0.166
23.0,52.0,0.19
23.0,53.0,0.202
23.0,54.0,0.198
23.0,55.0,0.155
23.0,56.0,0.121
23.0,57.0,0.147
23.0,58.0,0.204
23.0,59.0,0.223
23.0,60.0,0.185
23.0,61.0,0.159
23.0,62.0,0.147
23.0,63.0,0.144
23.0,64.0,0.152
23.0,65.0,0.153
24.0,0.0,0.183
24.0,1.0,0.188
24.0,2.0,0.194
24.0,3.0,0.209
24.0,4.0,0.231
24.0,5.0,0.265
24.0,6.0,0.282
24.0,7.0,0.28
24.0,8.0,0.272
24.0,9.0,0.257
24.0,10.0,0.239
24.0,11.0,0.22
24.0,12.0,0.199
24.0,13.0,0.176
24.0,14.0,0.153
24.0,15.0,0.134
24.0,16.0,0.122
24.0,17.0,0.115
24.0,18.0,0.111
24.0,19.0,0.107
24.0,20.0,0.104
24.0,21.0,0.103
24.0,22.0,0.103
24.0,23.0,0.105
24.0,24.0,0.104
24.0,25.0,0.103
24.0,26.0,0.103
24.0,27.0,0.104
24.0,28.0,0.104
24.0,29.0,0.103
24.0,30.0,0.103
24.0,31.0,0.106
24.0,32.0,0.115
24.0,33.0,0.125
24.0,34.0,0.121
24.0,35.0,0.117
24.0,36.0,0.114
24.0,37.0,0.112
24.0,38.0,0.11
24.0,39.0,0.113
24.0,40.0,0.117
24.0,41.0,0.124
24.0,42.0,0.12
24.0,43.0,0.116
24.0,44.0,0.114
24.0,45.0,0.111
24.0,46.0,0.108
24.0,47.0,0.12
24.0,48.0,0.131
24.0,49.0,0.127
24.0,50.0,0.135
24.0,51.0,0.168
24.0,52.0,0.194
24.0,53.0,0.206
24.0,54.0,0.201
24.0,55.0,0.156
24.0,56.0,0.121
24.0,57.0,0.147
24.0,58.0,0.206
24.0,59.0,0.224
24.0,60.0,0.185
24.0,61.0,0.159
24.0,62.0,0.147
24.0,63.0,0.144
24.0,64.0,0.152
24.0,65.0,0.153
25.0,0.0,0.183
25.0,1.0,0.188
25.0,2.0,0.194
25.0,3.0,0.208
25.0,4.0,0.23
25.0,5.0,0.263
25.0,6.0,0.279
25.0,7.0,0.276
25.0,8.0,0.267
25.0,9.0,0.252
25.0,10.0,0.234
25.0,11.0,0.215
25.0,12.0,0.194
25.0,13.0,0.172
25.0,14.0,0.15
25.0,15.0,0.132
25.0,16.0,0.121
25.0,17.0,0.114
25.0,18.0,0.11
25.0,19.0,0.107
25.0,20.0,0.104
25.0,21.0,0.103
25.0,22.0,0.103
25.0,23.0,0.103
25.0,24.0,0.103
25.0,25.0,0.104
25.0,26.0,0.107
25.0,27.0,0.106
25.0,28.0,0.105
25.0,29.0,0.103
25.0,30.0,0.104
25.0,31.0,0.108
25.0,32.0,0.117
25.0,33.0,0.128
25.0,34.0,0.124
25.0,35.0,0.118
25.0,36.0,0.116
25.0,37.0,0.112
25.0,38.0,0.11
25.0,39.0,0.113
25.0,40.0,0.119
25.0,41.0,0.126
25.0,42.0,0.121
25.0,43.0,0.117
25.0,44.0,0.114
25.0,45.0,0.111
25.0,46.0,0.108
25.0,47.0,0.12
25.0,48.0,0.131
25.0,49.0,0.127
25.0,50.0,0.136
25.0,51.0,0.171
25.0,52.0,0.199
25.0,53.0,0.212
25.0,54.0,0.206
25.0,55.0,0.157
25.0,56.0,0.121
25.0,57.0,0.148
25.0,58.0,0.209
25.0,59.0,0.227
25.0,60.0,0.186
25.0,61.0,0.16
25.0,62.0,0.147
25.0,63.0,0.144
25.0,64.0,0.152
25.0,65.0,0.153
26.0,0.0,0.183
26.0,1.0,0.188
26.0,2.0,0.194
26.0,3.0,0.208
26.0,4.0,0.23
26.0,5.0,0.262
26.0,6.0,0.277
26.0,7.0,0.274
26.0,8.0,0.264
26.0,9.0,0.249
26.0,10.0,0.231
26.0,11.0,0.212
26.0,12.0,0.192
26.0,13.0,0.17
26.0,14.0,0.148
26.0,15.0,0.131
26.0,16.0,0.121
26.0,17.0,0.114
26.0,18.0,0.11
26.0,19.0,0.107
26.0,20.0,0.104
26.0,21.0,0.103
26.0,22.0,0.102
26.0,23.0,0.102
26.0,24.0,0.103
26.0,25.0,0.107
26.0,26.0,0.103
26.0,27.0,0.104
26.0,28.0,0.104
26.0,29.0,0.102
26.0,30.0,0.103
26.0,31.0,0.107
26.0,32.0,0.12
26.0,33.0,0.134
26.0,34.0,0.13
26.0,35.0,0.122
26.0,36.0,0.119
26.0,37.0,0.114
26.0,38.0,0.112
26.0,39.0,0.115
26.0,40.0,0.121
26.0,41.0,0.13
26.0,42.0,0.124
26.0,43.0,0.119
26.0,44.0,0.115
26.0,45.0,0.111
26.0,46.0,0.107
26.0,47.0,0.119
26.0,48.0,0.131
26.0,49.0,0.127
26.0,50.0,0.138
26.0,51.0,0.176
26.0,52.0,0.207
26.0,53.0,0.22
26.0,54.0,0.213
26.0,55.0,0.16
26.0,56.0,0.121
26.0,57.0,0.15
26.0,58.0,0.214
26.0,59.0,0.231
26.0,60.0,0.188
26.0,61.0,0.16
26.0,62.0,0.148
26.0,63.0,0.144
26.0,64.0,0.152
26.0,65.0,0.153
27.0,0.0,0.182
27.0,1.0,0.188
27.0,2.0,0.194
27.0,3.0,0.208
27.0,4.0,0.229
27.0,5.0,0.26
27.0,6.0,0.274
27.0,7.0,0.271
27.0,8.0,0.261
27.0,9.0,0.246
27.0,10.0,0.228
27.0,11.0,0.209
27.0,12.0,0.189
27.0,13.0,0.168
27.0,14.0,0.147
27.0,15.0,0.131
27.0,16.0,0.12
27.0,17.0,0.114
27.0,18.0,0.11
27.0,19.0,0.107
27.0,20.0,0.104
27.0,21.0,0.102
27.0,22.0,0.102
27.0,23.0,0.102
27.0,24.0,0.104
27.0,25.0,0.106
27.0,26.0,0.104
27.0,27.0,0.102
27.0,28.0,0.104
27.0,29.0,0.101
27.0,30.0,0.102
27.0,31.0,0.106
27.0,32.0,0.123
27.0,33.0,0.141
27.0,34.0,0.137
27.0,35.0,0.128
27.0,36.0,0.123
27.0,37.0,0.117
27.0,38.0,0.113
27.0,39.0,0.117
27.0,40.0,0.125
27.0,41.0,0.134
27.0,42.0,0.127
27.0,43.0,0.121
27.0,44.0,0.116
27.0,45.0,0.112
27.0,46.0,0.107
27.0,47.0,0.119
27.0,48.0,0.131
27.0,49.0,0.128
27.0,50.0,0.14
27.0,51.0,0.181
27.0,52.0,0.215
27.0,53.0,0.228
27.0,54.0,0.22
27.0,55.0,0.162
27.0,56.0,0.121
27.0,57.0,0.152
27.0,58.0,0.218
27.0,59.0,0.235
27.0,60.0,0.19
27.0,61.0,0.161
27.0,62.0,0.148
27.0,63.0,0.144
27.0,64.0,0.152
27.0,65.0,0.153
28.0,0.0,0.182
28.0,1.0,0.189
28.0,2.0,0.194
28.0,3.0,0.208
28.0,4.0,0.229
28.0,5.0,0.259
28.0,6.0,0.273
28.0,7.0,0.269
28.0,8.0,0.259
28.0,9.0,0.244
28.0,10.0,0.225
28.0,11.0,0.207
28.0,12.0,0.187
28.0,13.0,0.166
28.0,14.0,0.146
28.0,15.0,0.13
28.0,16.0,0.12
28.0,17.0,0.114
28.0,18.0,0.11
28.0,19.0,0.107
28.0,20.0,0.104
28.0,21.0,0.102
28.0,22.0,0.102
28.0,23.0,0.102
28.0,24.0,0.104
28.0,25.0,0.105
28.0,26.0,0.104
28.0,27.0,0.104
28.0,28.0,0.102
28.0,29.0,0.101
28.0,30.0,0.102
28.0,31.0,0.105
28.0,32.0,0.127
28.0,33.0,0.151
28.0,34.0,0.149
28.0,35.0,0.137
28.0,36.0,0.13
28.0,37.0,0.122
28.0,38.0,0.116
28.0,39.0,0.121
28.0,40.0,0.13
28.0,41.0,0.141
28.0,42.0,0.132
28.0,43.0,0.124
28.0,44.0,0.118
28.0,45.0,0.113
28.0,46.0,0.107
28.0,47.0,0.119
28.0,48.0,0.131
28.0,49.0,0.128
28.0,50.0,0.142
28.0,51.0,0.188
28.0,52.0,0.224
28.0,53.0,0.239
28.0,54.0,0.229
28.0,55.0,0.165
28.0,56.0,0.121
28.0,57.0,0.154
28.0,58.0,0.223
28.0,59.0,0.239
28.0,60.0,0.192
28.0,61.0,0.162
28.0,62.0,0.148
28.0,63.0,0.144
28.0,64.0,0.152
28.0,65.0,0.153
29.0,0.0,0.182
29.0,1.0,0.189
29.0,2.0,0.194
29.0,3.0,0.208
29.0,4.0,0.229
29.0,5.0,0.258
29.0,6.0,0.271
29.0,7.0,0.267
29.0,8.0,0.257
29.0,9.0,0.241
29.0,10.0,0.223
29.0,11.0,0.204
29.0,12.0,0.185
29.0,13.0,0.164
29.0,14.0,0.144
29.0,15.0,0.129
29.0,16.0,0.119
29.0,17.0,0.113
29.0,18.0,0.11
29.0,19.0,0.106
29.0,20.0,0.104
29.0,21.0,0.102
29.0,22.0,0.102
29.0,23.0,0.102
29.0,24.0,0.103
29.0,25.0,0.103
29.0,26.0,0.102
29.0,27.0,0.101
29.0,28.0,0.101
29.0,29.0,0.102
29.0,30.0,0.105
29.0,31.0,0.107
29.0,32.0,0.13
29.0,33.0,0.161
29.0,34.0,0.161
29.0,35.0,0.146
29.0,36.0,0.137
29.0,37.0,0.126
29.0,38.0,0.119
29.0,39.0,0.123
29.0,40.0,0.134
29.0,41.0,0.147
29.0,42.0,0.136
29.0,43.0,0.127
29.0,44.0,0.12
29.0,45.0,0.114
29.0,46.0,0.107
29.0,47.0,0.119
29.0,48.0,0.131
29.0,49.0,0.129
29.0,50.0,0.144
29.0,51.0,0.193
29.0,52.0,0.233
29.0,53.0,0.249
29.0,54.0,0.237
29.0,55.0,0.168
29.0,56.0,0.122
29.0,57.0,0.156
29.0,58.0,0.228
29.0,59.0,0.244
29.0,60.0,0.193
29.0,61.0,0.163
29.0,62.0,0.149
29.0,63.0,0.145
29.0,64.0,0.152
29.0,65.0,0.153
30.0,0.0,0.183
30.0,1.0,0.189
30.0,2.0,0.194
30.0,3.0,0.208
30.0,4.0,0.229
30.0,5.0,0.258
30.0,6.0,0.27
30.0,7.0,0.266
30.0,8.0,0.256
30.0,9.0,0.241
30.0,10.0,0.222
30.0,11.0,0.204
30.0,12.0,0.185
30.0,13.0,0.164
30.0,14.0,0.145
30.0,15.0,0.129
30.0,16.0,0.119
30.0,17.0,0.113
30.0,18.0,0.11
30.0,19.0,0.106
30.0,20.0,0.104
30.0,21.0,0.102
30.0,22.0,0.102
30.0,23.0,0.102
30.0,24.0,0.103
30.0,25.0,0.104
30.0,26.0,0.103
30.0,27.0,0.102
30.0,28.0,0.102
30.0,29.0,0.105
30.0,30.0,0.101
30.0,31.0,0.106
30.0,32.0,0.146
30.0,33.0,0.191
30.0,34.0,0.188
30.0,35.0,0.164
30.0,36.0,0.15
30.0,37.0,0.134
30.0,38.0,0.124
30.0,39.0,0.129
30.0,40.0,0.141
30.0,41.0,0.156
30.0,42.0,0.143
30.0,43.0,0.133
30.0,44.0,0.125
30.0,45.0,0.118
30.0,46.0,0.106
30.0,47.0,0.119
30.0,48.0,0.132
30.0,49.0,0.131
30.0,50.0,0.15
30.0,51.0,0.21
30.0,52.0,0.255
30.0,53.0,0.272
30.0,54.0,0.259
30.0,55.0,0.178
30.0,56.0,0.123
30.0,57.0,0.163
30.0,58.0,0.245
30.0,59.0,0.261
30.0,60.0,0.202
30.0,61.0,0.168
30.0,62.0,0.151
30.0,63.0,0.146
30.0,64.0,0.153
30.0,65.0,0.153
31.0,0.0,0.184
31.0,1.0,0.189
31.0,2.0,0.195
31.0,3.0,0.209
31.0,4.0,0.231
31.0,5.0,0.261
31.0,6.0,0.273
31.0,7.0,0.269
31.0,8.0,0.26
31.0,9.0,0.244
31.0,10.0,0.226
31.0,11.0,0.208
31.0,12.0,0.189
31.0,13.0,0.168
31.0,14.0,0.148
31.0,15.0,0.132
31.0,16.0,0.122
31.0,17.0,0.115
31.0,18.0,0.111
31.0,19.0,0.108
31.0,20.0,0.105
31.0,21.0,0.103
31.0,22.0,0.103
31.0,23.0,0.104
31.0,24.0,0.106
31.0,25.0,0.108
31.0,26.0,0.107
31.0,27.0,0.106
31.0,28.0,0.105
31.0,29.0,0.107
31.0,30.0,0.106
31.0,31.0,0.095
31.0,32.0,0.237
31.0,33.0,0.226
31.0,34.0,0.184
31.0,35.0,0.156
31.0,36.0,0.144
31.0,37.0,0.133
31.0,38.0,0.126
31.0,39.0,0.13
31.0,40.0,0.14
31.0,41.0,0.154
31.0,42.0,0.146
31.0,43.0,0.137
31.0,44.0,0.13
31.0,45.0,0.124
31.0,46.0,0.112
31.0,47.0,0.121
31.0,48.0,0.143
31.0,49.0,0.147
31.0,50.0,0.189
31.0,51.0,0.269
31.0,52.0,0.314
31.0,53.0,0.329
31.0,54.0,0.318
31.0,55.0,0.22
31.0,56.0,0.134
31.0,57.0,0.204
31.0,58.0,0.313
31.0,59.0,0.332
31.0,60.0,0.249
31.0,61.0,0.196
31.0,62.0,0.168
31.0,63.0,0.155
31.0,64.0,0.161
31.0,65.0,0.158
32.0,0.0,0.182
32.0,1.0,0.19
32.0,2.0,0.195
32.0,3.0,0.207
32.0,4.0,0.226
32.0,5.0,0.252
32.0,6.0,0.262
32.0,7.0,0.257
32.0,8.0,0.246
32.0,9.0,0.231
32.0,10.0,0.212
32.0,11.0,0.194
32.0,12.0,0.175
32.0,13.0,0.156
32.0,14.0,0.139
32.0,15.0,0.127
32.0,16.0,0.12
32.0,17.0,0.116
32.0,18.0,0.114
32.0,19.0,0.112
32.0,20.0,0.112
32.0,21.0,0.113
32.0,22.0,0.114
32.0,23.0,0.115
32.0,24.0,0.115
32.0,25.0,0.117
32.0,26.0,0.12
32.0,27.0,0.123
32.0,28.0,0.127
32.0,29.0,0.13
32.0,30.0,0.146
32.0,31.0,0.237
32.0,32.0,0.113
32.0,33.0,0.147
32.0,34.0,0.12
32.0,35.0,0.115
32.0,36.0,0.114
32.0,37.0,0.113
32.0,38.0,0.113
32.0,39.0,0.114
32.0,40.0,0.117
32.0,41.0,0.123
32.0,42.0,0.12
32.0,43.0,0.116
32.0,44.0,0.114
32.0,45.0,0.113
32.0,46.0,0.115
32.0,47.0,0.12
32.0,48.0,0.131
32.0,49.0,0.128
32.0,50.0,0.145
32.0,51.0,0.212
32.0,52.0,0.261
32.0,53.0,0.278
32.0,54.0,0.261
32.0,55.0,0.169
32.0,56.0,0.121
32.0,57.0,0.157
32.0,58.0,0.251
32.0,59.0,0.268
32.0,60.0,0.201
32.0,61.0,0.165
32.0,62.0,0.149
32.0,63.0,0.145
32.0,64.0,0.153
32.0,65.0,0.153
33.0,0.0,0.182
33.0,1.0,0.19
33.0,2.0,0.196
33.0,3.0,0.208
33.0,4.0,0.225
33.0,5.0,0.249
33.0,6.0,0.259
33.0,7.0,0.254
33.0,8.0,0.243
33.0,9.0,0.227
33.0,10.0,0.209
33.0,11.0,0.191
33.0,12.0,0.173
33.0,13.0,0.155
33.0,14.0,0.139
33.0,15.0,0.128
33.0,16.0,0.122
33.0,17.0,0.118
33.0,18.0,0.117
33.0,19.0,0.117
33.0,20.0,0.117
33.0,21.0,0.119
33.0,22.0,0.121
33.0,23.0,0.123
33.0,24.0,0.125
33.0,25.0,0.128
33.0,26.0,0.134
33.0,27.0,0.141
33.0,28.0,0.151
33.0,29.0,0.161
33.0,30.0,0.191
33.0,31.0,0.226
33.0,32.0,0.147
33.0,33.0,0.118
33.0,34.0,0.119
33.0,35.0,0.122
33.0,36.0,0.121
33.0,37.0,0.122
33.0,38.0,0.123
33.0,39.0,0.119
33.0,40.0,0.118
33.0,41.0,0.121
33.0,42.0,0.119
33.0,43.0,0.118
33.0,44.0,0.118
33.0,45.0,0.12
33.0,46.0,0.122
33.0,47.0,0.122
33.0,48.0,0.13
33.0,49.0,0.126
33.0,50.0,0.137
33.0,51.0,0.197
33.0,52.0,0.25
33.0,53.0,0.268
33.0,54.0,0.249
33.0,55.0,0.161
33.0,56.0,0.122
33.0,57.0,0.149
33.0,58.0,0.232
33.0,59.0,0.248
33.0,60.0,0.19
33.0,61.0,0.159
33.0,62.0,0.147
33.0,63.0,0.144
33.0,64.0,0.152
33.0,65.0,0.153
34.0,0.0,0.182
34.0,1.0,0.19
34.0,2.0,0.196
34.0,3.0,0.208
34.0,4.0,0.225
34.0,5.0,0.249
34.0,6.0,0.258
34.0,7.0,0.253
34.0,8.0,0.242
34.0,9.0,0.226
34.0,10.0,0.208
34.0,11.0,0.19
34.0,12.0,0.173
34.0,13.0,0.155
34.0,14.0,0.139
34.0,15.0,0.128
34.0,16.0,0.121
34.0,17.0,0.118
34.0,18.0,0.116
34.0,19.0,0.115
34.0,20.0,0.116
34.0,21.0,0.117
34.0,22.0,0.118
34.0,23.0,0.12
34.0,24.0,0.121
34.0,25.0,0.124
34.0,26.0,0.13
34.0,27.0,0.137
34.0,28.0,0.149
34.0,29.0,0.161
34.0,30.0,0.188
34.0,31.0,0.184
34.0,32.0,0.12
34.0,33.0,0.119
34.0,34.0,0.117
34.0,35.0,0.128
34.0,36.0,0.123
34.0,37.0,0.125
34.0,38.0,0.126
34.0,39.0,0.119
34.0,40.0,0.117
34.0,41.0,0.124
34.0,42.0,0.119
34.0,43.0,0.117
34.0,44.0,0.117
34.0,45.0,0.119
34.0,46.0,0.119
34.0,47.0,0.122
34.0,48.0,0.13
34.0,49.0,0.126
34.0,50.0,0.136
34.0,51.0,0.196
34.0,52.0,0.252
34.0,53.0,0.273
34.0,54.0,0.251
34.0,55.0,0.161
34.0,56.0,0.122
34.0,57.0,0.149
34.0,58.0,0.228
34.0,59.0,0.242
34.0,60.0,0.188
34.0,61.0,0.158
34.0,62.0,0.146
34.0,63.0,0.144
34.0,64.0,0.152
34.0,65.0,0.153
35.0,0.0,0.182
35.0,1.0,0.19
35.0,2.0,0.196
35.0,3.0,0.208
35.0,4.0,0.225
35.0,5.0,0.249
35.0,6.0,0.258
35.0,7.0,0.252
35.0,8.0,0.241
35.0,9.0,0.225
35.0,10.0,0.208
35.0,11.0,0.19
35.0,12.0,0.172
35.0,13.0,0.155
35.0,14.0,0.139
35.0,15.0,0.128
35.0,16.0,0.121
35.0,17.0,0.117
35.0,18.0,0.115
35.0,19.0,0.114
35.0,20.0,0.114
