i,j,score
49.0,42.0,0.155
49.0,43.0,0.154
49.0,44.0,0.154
49.0,45.0,0.154
49.0,46.0,0.157
49.0,47.0,0.155
49.0,48.0,0.157
49.0,49.0,0.154
49.0,50.0,0.156
49.0,51.0,0.163
49.0,52.0,0.172
49.0,53.0,0.178
49.0,54.0,0.178
49.0,55.0,0.163
49.0,56.0,0.155
49.0,57.0,0.16
49.0,58.0,0.186
49.0,59.0,0.203
49.0,60.0,0.184
49.0,61.0,0.172
49.0,62.0,0.167
49.0,63.0,0.168
49.0,64.0,0.178
49.0,65.0,0.184
50.0,0.0,0.477
50.0,1.0,0.567
50.0,2.0,0.58
50.0,3.0,0.578
50.0,4.0,0.58
50.0,5.0,0.563
50.0,6.0,0.534
50.0,7.0,0.485
50.0,8.0,0.426
50.0,9.0,0.368
50.0,10.0,0.316
50.0,11.0,0.275
50.0,12.0,0.232
50.0,13.0,0.211
50.0,14.0,0.19
50.0,15.0,0.176
50.0,16.0,0.168
50.0,17.0,0.165
50.0,18.0,0.162
50.0,19.0,0.161
50.0,20.0,0.16
50.0,21.0,0.16
50.0,22.0,0.159
50.0,23.0,0.16
50.0,24.0,0.16
50.0,25.0,0.16
50.0,26.0,0.16
50.0,27.0,0.16
50.0,28.0,0.161
50.0,29.0,0.161
50.0,30.0,0.162
50.0,31.0,0.168
50.0,32.0,0.16
50.0,33.0,0.159
50.0,34.0,0.159
50.0,35.0,0.159
50.0,36.0,0.159
50.0,37.0,0.159
50.0,38.0,0.159
50.0,39.0,0.159
50.0,40.0,0.159
50.0,41.0,0.159
50.0,42.0,0.159
50.0,43.0,0.159
50.0,44.0,0.159
50.0,45.0,0.16
50.0,46.0,0.164
50.0,47.0,0.16
50.0,48.0,0.161
50.0,49.0,0.159
50.0,50.0,0.159
50.0,51.0,0.165
50.0,52.0,0.173
50.0,53.0,0.179
50.0,54.0,0.178
50.0,55.0,0.165
50.0,56.0,0.159
50.0,57.0,0.163
50.0,58.0,0.186
50.0,59.0,0.202
50.0,60.0,0.186
50.0,61.0,0.175
50.0,62.0,0.171
50.0,63.0,0.172
50.0,64.0,0.183
50.0,65.0,0.189
51.0,0.0,0.449
51.0,1.0,0.561
51.0,2.0,0.575
51.0,3.0,0.561
51.0,4.0,0.56
51.0,5.0,0.557
51.0,6.0,0.53
51.0,7.0,0.478
51.0,8.0,0.421
51.0,9.0,0.37
51.0,10.0,0.319
51.0,11.0,0.269
51.0,12.0,0.239
51.0,13.0,0.22
51.0,14.0,0.202
51.0,15.0,0.191
51.0,16.0,0.184
51.0,17.0,0.181
51.0,18.0,0.18
51.0,19.0,0.18
51.0,20.0,0.181
51.0,21.0,0.181
51.0,22.0,0.182
51.0,23.0,0.183
51.0,24.0,0.184
51.0,25.0,0.185
51.0,26.0,0.186
51.0,27.0,0.188
51.0,28.0,0.189
51.0,29.0,0.191
51.0,30.0,0.194
51.0,31.0,0.205
51.0,32.0,0.186
51.0,33.0,0.184
51.0,34.0,0.184
51.0,35.0,0.185
51.0,36.0,0.186
51.0,37.0,0.187
51.0,38.0,0.188
51.0,39.0,0.186
51.0,40.0,0.184
51.0,41.0,0.182
51.0,42.0,0.184
51.0,43.0,0.185
51.0,44.0,0.187
51.0,45.0,0.19
51.0,46.0,0.196
51.0,47.0,0.181
51.0,48.0,0.18
51.0,49.0,0.18
51.0,50.0,0.18
51.0,51.0,0.181
51.0,52.0,0.185
51.0,53.0,0.189
51.0,54.0,0.189
51.0,55.0,0.181
51.0,56.0,0.182
51.0,57.0,0.181
51.0,58.0,0.195
51.0,59.0,0.208
51.0,60.0,0.195
51.0,61.0,0.188
51.0,62.0,0.185
51.0,63.0,0.187
51.0,64.0,0.195
51.0,65.0,0.2
52.0,0.0,0.45
52.0,1.0,0.558
52.0,2.0,0.574
52.0,3.0,0.575
52.0,4.0,0.559
52.0,5.0,0.555
52.0,6.0,0.525
52.0,7.0,0.479
52.0,8.0,0.425
52.0,9.0,0.372
52.0,10.0,0.323
52.0,11.0,0.275
52.0,12.0,0.246
52.0,13.0,0.23
52.0,14.0,0.213
52.0,15.0,0.203
52.0,16.0,0.198
52.0,17.0,0.195
52.0,18.0,0.195
52.0,19.0,0.195
52.0,20.0,0.197
52.0,21.0,0.199
52.0,22.0,0.201
52.0,23.0,0.203
52.0,24.0,0.204
52.0,25.0,0.206
52.0,26.0,0.209
52.0,27.0,0.212
52.0,28.0,0.216
52.0,29.0,0.219
52.0,30.0,0.226
52.0,31.0,0.244
52.0,32.0,0.21
52.0,33.0,0.206
52.0,34.0,0.208
52.0,35.0,0.21
52.0,36.0,0.211
52.0,37.0,0.214
52.0,38.0,0.216
52.0,39.0,0.213
52.0,40.0,0.209
52.0,41.0,0.205
52.0,42.0,0.208
52.0,43.0,0.212
52.0,44.0,0.215
52.0,45.0,0.221
52.0,46.0,0.23
52.0,47.0,0.197
52.0,48.0,0.195
52.0,49.0,0.199
52.0,50.0,0.198
52.0,51.0,0.195
52.0,52.0,0.198
52.0,53.0,0.2
52.0,54.0,0.2
52.0,55.0,0.196
52.0,56.0,0.203
52.0,57.0,0.197
52.0,58.0,0.205
52.0,59.0,0.215
52.0,60.0,0.205
52.0,61.0,0.201
52.0,62.0,0.199
52.0,63.0,0.2
52.0,64.0,0.206
52.0,65.0,0.21
53.0,0.0,0.451
53.0,1.0,0.544
53.0,2.0,0.56
53.0,3.0,0.562
53.0,4.0,0.559
53.0,5.0,0.555
53.0,6.0,0.526
53.0,7.0,0.48
53.0,8.0,0.427
53.0,9.0,0.374
53.0,10.0,0.327
53.0,11.0,0.279
53.0,12.0,0.251
53.0,13.0,0.235
53.0,14.0,0.219
53.0,15.0,0.21
53.0,16.0,0.205
53.0,17.0,0.203
53.0,18.0,0.203
53.0,19.0,0.205
53.0,20.0,0.207
53.0,21.0,0.209
53.0,22.0,0.212
53.0,23.0,0.214
53.0,24.0,0.216
53.0,25.0,0.218
53.0,26.0,0.223
53.0,27.0,0.226
53.0,28.0,0.231
53.0,29.0,0.234
53.0,30.0,0.243
53.0,31.0,0.265
53.0,32.0,0.224
53.0,33.0,0.219
53.0,34.0,0.221
53.0,35.0,0.225
53.0,36.0,0.226
53.0,37.0,0.23
53.0,38.0,0.232
53.0,39.0,0.229
53.0,40.0,0.223
53.0,41.0,0.219
53.0,42.0,0.223
53.0,43.0,0.227
53.0,44.0,0.231
53.0,45.0,0.24
53.0,46.0,0.248
53.0,47.0,0.207
53.0,48.0,0.204
53.0,49.0,0.21
53.0,50.0,0.21
53.0,51.0,0.204
53.0,52.0,0.205
53.0,53.0,0.207
53.0,54.0,0.207
53.0,55.0,0.205
53.0,56.0,0.216
53.0,57.0,0.207
53.0,58.0,0.211
53.0,59.0,0.219
53.0,60.0,0.211
53.0,61.0,0.208
53.0,62.0,0.207
53.0,63.0,0.207
53.0,64.0,0.212
53.0,65.0,0.216
54.0,0.0,0.451
54.0,1.0,0.543
54.0,2.0,0.56
54.0,3.0,0.562
54.0,4.0,0.559
54.0,5.0,0.555
54.0,6.0,0.526
54.0,7.0,0.48
54.0,8.0,0.427
54.0,9.0,0.375
54.0,10.0,0.327
54.0,11.0,0.279
54.0,12.0,0.251
54.0,13.0,0.235
54.0,14.0,0.219
54.0,15.0,0.209
54.0,16.0,0.205
54.0,17.0,0.203
54.0,18.0,0.203
54.0,19.0,0.203
54.0,20.0,0.205
54.0,21.0,0.208
54.0,22.0,0.21
54.0,23.0,0.212
54.0,24.0,0.214
54.0,25.0,0.216
54.0,26.0,0.22
54.0,27.0,0.223
54.0,28.0,0.227
54.0,29.0,0.231
54.0,30.0,0.239
54.0,31.0,0.261
54.0,32.0,0.222
54.0,33.0,0.217
54.0,34.0,0.219
54.0,35.0,0.222
54.0,36.0,0.223
54.0,37.0,0.226
54.0,38.0,0.229
54.0,39.0,0.226
54.0,40.0,0.221
54.0,41.0,0.216
54.0,42.0,0.22
54.0,43.0,0.224
54.0,44.0,0.228
54.0,45.0,0.236
54.0,46.0,0.245
54.0,47.0,0.206
54.0,48.0,0.204
54.0,49.0,0.209
54.0,50.0,0.209
54.0,51.0,0.203
54.0,52.0,0.204
54.0,53.0,0.207
54.0,54.0,0.207
54.0,55.0,0.204
54.0,56.0,0.216
54.0,57.0,0.206
54.0,58.0,0.211
54.0,59.0,0.218
54.0,60.0,0.211
54.0,61.0,0.207
54.0,62.0,0.206
54.0,63.0,0.206
54.0,64.0,0.211
54.0,65.0,0.215
55.0,0.0,0.449
55.0,1.0,0.559
55.0,2.0,0.574
55.0,3.0,0.575
55.0,4.0,0.56
55.0,5.0,0.557
55.0,6.0,0.527
55.0,7.0,0.479
55.0,8.0,0.425
55.0,9.0,0.372
55.0,10.0,0.323
55.0,11.0,0.272
55.0,12.0,0.242
55.0,13.0,0.223
55.0,14.0,0.205
55.0,15.0,0.192
55.0,16.0,0.185
55.0,17.0,0.181
55.0,18.0,0.179
55.0,19.0,0.178
55.0,20.0,0.178
55.0,21.0,0.18
55.0,22.0,0.18
55.0,23.0,0.18
55.0,24.0,0.181
55.0,25.0,0.181
55.0,26.0,0.182
55.0,27.0,0.183
55.0,28.0,0.184
55.0,29.0,0.185
55.0,30.0,0.188
55.0,31.0,0.198
55.0,32.0,0.182
55.0,33.0,0.18
55.0,34.0,0.181
55.0,35.0,0.181
55.0,36.0,0.182
55.0,37.0,0.182
55.0,38.0,0.183
55.0,39.0,0.182
55.0,40.0,0.181
55.0,41.0,0.18
55.0,42.0,0.18
55.0,43.0,0.181
55.0,44.0,0.182
55.0,45.0,0.185
55.0,46.0,0.19
55.0,47.0,0.179
55.0,48.0,0.178
55.0,49.0,0.178
55.0,50.0,0.178
55.0,51.0,0.18
55.0,52.0,0.186
55.0,53.0,0.19
55.0,54.0,0.19
55.0,55.0,0.18
55.0,56.0,0.182
55.0,57.0,0.181
55.0,58.0,0.195
55.0,59.0,0.207
55.0,60.0,0.195
55.0,61.0,0.188
55.0,62.0,0.184
55.0,63.0,0.185
55.0,64.0,0.193
55.0,65.0,0.198
56.0,0.0,0.476
56.0,1.0,0.565
56.0,2.0,0.579
56.0,3.0,0.564
56.0,4.0,0.567
56.0,5.0,0.562
56.0,6.0,0.534
56.0,7.0,0.482
56.0,8.0,0.428
56.0,9.0,0.371
56.0,10.0,0.319
56.0,11.0,0.277
56.0,12.0,0.236
56.0,13.0,0.208
56.0,14.0,0.191
56.0,15.0,0.176
56.0,16.0,0.166
56.0,17.0,0.161
56.0,18.0,0.157
56.0,19.0,0.155
56.0,20.0,0.154
56.0,21.0,0.153
56.0,22.0,0.152
56.0,23.0,0.152
56.0,24.0,0.151
56.0,25.0,0.151
56.0,26.0,0.151
56.0,27.0,0.15
56.0,28.0,0.15
56.0,29.0,0.15
56.0,30.0,0.15
56.0,31.0,0.151
56.0,32.0,0.15
56.0,33.0,0.151
56.0,34.0,0.151
56.0,35.0,0.15
56.0,36.0,0.15
56.0,37.0,0.15
56.0,38.0,0.149
56.0,39.0,0.15
56.0,40.0,0.151
56.0,41.0,0.152
56.0,42.0,0.151
56.0,43.0,0.15
56.0,44.0,0.149
56.0,45.0,0.149
56.0,46.0,0.149
56.0,47.0,0.151
56.0,48.0,0.155
56.0,49.0,0.151
56.0,50.0,0.152
56.0,51.0,0.162
56.0,52.0,0.172
56.0,53.0,0.179
56.0,54.0,0.178
56.0,55.0,0.161
56.0,56.0,0.15
56.0,57.0,0.157
56.0,58.0,0.187
56.0,59.0,0.205
56.0,60.0,0.185
56.0,61.0,0.171
56.0,62.0,0.165
56.0,63.0,0.166
56.0,64.0,0.178
56.0,65.0,0.185
57.0,0.0,0.458
57.0,1.0,0.56
57.0,2.0,0.575
57.0,3.0,0.562
57.0,4.0,0.562
57.0,5.0,0.559
57.0,6.0,0.532
57.0,7.0,0.481
57.0,8.0,0.428
57.0,9.0,0.373
57.0,10.0,0.322
57.0,11.0,0.282
57.0,12.0,0.241
57.0,13.0,0.221
57.0,14.0,0.201
57.0,15.0,0.188
57.0,16.0,0.18
57.0,17.0,0.176
57.0,18.0,0.174
57.0,19.0,0.173
57.0,20.0,0.173
57.0,21.0,0.172
57.0,22.0,0.173
57.0,23.0,0.173
57.0,24.0,0.173
57.0,25.0,0.173
57.0,26.0,0.174
57.0,27.0,0.174
57.0,28.0,0.175
57.0,29.0,0.176
57.0,30.0,0.178
57.0,31.0,0.186
57.0,32.0,0.174
57.0,33.0,0.173
57.0,34.0,0.173
57.0,35.0,0.173
57.0,36.0,0.173
57.0,37.0,0.173
57.0,38.0,0.174
57.0,39.0,0.173
57.0,40.0,0.172
57.0,41.0,0.172
57.0,42.0,0.172
57.0,43.0,0.173
57.0,44.0,0.173
57.0,45.0,0.175
57.0,46.0,0.18
57.0,47.0,0.172
57.0,48.0,0.172
57.0,49.0,0.171
57.0,50.0,0.171
57.0,51.0,0.176
57.0,52.0,0.182
57.0,53.0,0.187
57.0,54.0,0.186
57.0,55.0,0.176
57.0,56.0,0.173
57.0,57.0,0.174
57.0,58.0,0.192
57.0,59.0,0.205
57.0,60.0,0.191
57.0,61.0,0.183
57.0,62.0,0.179
57.0,63.0,0.18
57.0,64.0,0.189
57.0,65.0,0.194
58.0,0.0,0.455
58.0,1.0,0.546
58.0,2.0,0.563
58.0,3.0,0.564
58.0,4.0,0.563
58.0,5.0,0.554
58.0,6.0,0.53
58.0,7.0,0.485
58.0,8.0,0.433
58.0,9.0,0.381
58.0,10.0,0.334
58.0,11.0,0.288
58.0,12.0,0.259
58.0,13.0,0.244
58.0,14.0,0.228
58.0,15.0,0.22
58.0,16.0,0.216
58.0,17.0,0.214
58.0,18.0,0.215
58.0,19.0,0.217
58.0,20.0,0.219
58.0,21.0,0.221
58.0,22.0,0.224
58.0,23.0,0.226
58.0,24.0,0.228
58.0,25.0,0.23
58.0,26.0,0.233
58.0,27.0,0.236
58.0,28.0,0.24
58.0,29.0,0.243
58.0,30.0,0.252
58.0,31.0,0.281
58.0,32.0,0.237
58.0,33.0,0.231
58.0,34.0,0.232
58.0,35.0,0.235
58.0,36.0,0.236
58.0,37.0,0.238
58.0,38.0,0.24
58.0,39.0,0.237
58.0,40.0,0.233
58.0,41.0,0.229
58.0,42.0,0.232
58.0,43.0,0.237
58.0,44.0,0.24
58.0,45.0,0.248
58.0,46.0,0.271
58.0,47.0,0.223
58.0,48.0,0.219
58.0,49.0,0.227
58.0,50.0,0.225
58.0,51.0,0.216
58.0,52.0,0.215
58.0,53.0,0.217
58.0,54.0,0.217
58.0,55.0,0.218
58.0,56.0,0.237
58.0,57.0,0.221
58.0,58.0,0.219
58.0,59.0,0.225
58.0,60.0,0.219
58.0,61.0,0.217
58.0,62.0,0.217
58.0,63.0,0.216
58.0,64.0,0.218
58.0,65.0,0.22
59.0,0.0,0.451
59.0,1.0,0.549
59.0,2.0,0.566
59.0,3.0,0.567
59.0,4.0,0.565
59.0,5.0,0.558
59.0,6.0,0.534
59.0,7.0,0.484
59.0,8.0,0.439
59.0,9.0,0.389
59.0,10.0,0.342
59.0,11.0,0.298
59.0,12.0,0.277
59.0,13.0,0.256
59.0,14.0,0.243
59.0,15.0,0.235
59.0,16.0,0.233
59.0,17.0,0.234
59.0,18.0,0.235
59.0,19.0,0.238
59.0,20.0,0.242
59.0,21.0,0.246
59.0,22.0,0.249
59.0,23.0,0.252
59.0,24.0,0.254
59.0,25.0,0.257
59.0,26.0,0.261
59.0,27.0,0.265
59.0,28.0,0.269
59.0,29.0,0.272
59.0,30.0,0.284
59.0,31.0,0.322
59.0,32.0,0.268
59.0,33.0,0.26
59.0,34.0,0.261
59.0,35.0,0.263
59.0,36.0,0.264
59.0,37.0,0.267
59.0,38.0,0.269
59.0,39.0,0.265
59.0,40.0,0.26
59.0,41.0,0.255
59.0,42.0,0.26
59.0,43.0,0.265
59.0,44.0,0.27
59.0,45.0,0.279
59.0,46.0,0.561
59.0,47.0,0.252
59.0,48.0,0.244
59.0,49.0,0.258
59.0,50.0,0.254
59.0,51.0,0.238
59.0,52.0,0.234
59.0,53.0,0.234
59.0,54.0,0.234
59.0,55.0,0.241
59.0,56.0,0.273
59.0,57.0,0.247
59.0,58.0,0.235
59.0,59.0,0.238
59.0,60.0,0.235
59.0,61.0,0.237
59.0,62.0,0.238
59.0,63.0,0.236
59.0,64.0,0.235
59.0,65.0,0.235
60.0,0.0,0.457
60.0,1.0,0.547
60.0,2.0,0.564
60.0,3.0,0.567
60.0,4.0,0.564
60.0,5.0,0.556
60.0,6.0,0.533
60.0,7.0,0.487
60.0,8.0,0.435
60.0,9.0,0.384
60.0,10.0,0.336
60.0,11.0,0.29
60.0,12.0,0.26
60.0,13.0,0.244
60.0,14.0,0.228
60.0,15.0,0.219
60.0,16.0,0.214
60.0,17.0,0.212
60.0,18.0,0.212
60.0,19.0,0.213
60.0,20.0,0.214
60.0,21.0,0.216
60.0,22.0,0.217
60.0,23.0,0.218
60.0,24.0,0.219
60.0,25.0,0.22
60.0,26.0,0.222
60.0,27.0,0.224
60.0,28.0,0.226
60.0,29.0,0.227
60.0,30.0,0.233
60.0,31.0,0.256
60.0,32.0,0.225
60.0,33.0,0.221
60.0,34.0,0.221
60.0,35.0,0.222
60.0,36.0,0.222
60.0,37.0,0.223
60.0,38.0,0.224
60.0,39.0,0.223
60.0,40.0,0.22
60.0,41.0,0.218
60.0,42.0,0.22
60.0,43.0,0.222
60.0,44.0,0.224
60.0,45.0,0.229
60.0,46.0,0.252
60.0,47.0,0.221
60.0,48.0,0.215
60.0,49.0,0.221
60.0,50.0,0.218
60.0,51.0,0.212
60.0,52.0,0.213
60.0,53.0,0.215
60.0,54.0,0.214
60.0,55.0,0.214
60.0,56.0,0.231
60.0,57.0,0.216
60.0,58.0,0.217
60.0,59.0,0.223
60.0,60.0,0.216
60.0,61.0,0.214
60.0,62.0,0.214
60.0,63.0,0.213
60.0,64.0,0.214
60.0,65.0,0.216
61.0,0.0,0.455
61.0,1.0,0.559
61.0,2.0,0.574
61.0,3.0,0.564
61.0,4.0,0.564
61.0,5.0,0.561
61.0,6.0,0.532
61.0,7.0,0.486
61.0,8.0,0.433
61.0,9.0,0.381
61.0,10.0,0.332
61.0,11.0,0.283
61.0,12.0,0.254
61.0,13.0,0.236
61.0,14.0,0.218
61.0,15.0,0.207
61.0,16.0,0.201
61.0,17.0,0.198
61.0,18.0,0.196
61.0,19.0,0.196
61.0,20.0,0.196
61.0,21.0,0.196
61.0,22.0,0.196
61.0,23.0,0.197
61.0,24.0,0.197
61.0,25.0,0.197
61.0,26.0,0.198
61.0,27.0,0.198
61.0,28.0,0.199
61.0,29.0,0.2
61.0,30.0,0.203
61.0,31.0,0.217
61.0,32.0,0.199
61.0,33.0,0.197
61.0,34.0,0.197
61.0,35.0,0.197
61.0,36.0,0.197
61.0,37.0,0.197
61.0,38.0,0.198
61.0,39.0,0.197
61.0,40.0,0.196
61.0,41.0,0.196
61.0,42.0,0.196
61.0,43.0,0.197
61.0,44.0,0.198
61.0,45.0,0.2
61.0,46.0,0.214
61.0,47.0,0.198
61.0,48.0,0.195
61.0,49.0,0.196
61.0,50.0,0.195
61.0,51.0,0.196
61.0,52.0,0.2
61.0,53.0,0.204
61.0,54.0,0.203
61.0,55.0,0.196
61.0,56.0,0.203
61.0,57.0,0.196
61.0,58.0,0.207
61.0,59.0,0.216
61.0,60.0,0.205
61.0,61.0,0.199
61.0,62.0,0.197
61.0,63.0,0.197
61.0,64.0,0.201
61.0,65.0,0.203
62.0,0.0,0.454
62.0,1.0,0.558
62.0,2.0,0.574
62.0,3.0,0.575
62.0,4.0,0.563
62.0,5.0,0.561
62.0,6.0,0.532
62.0,7.0,0.485
62.0,8.0,0.432
62.0,9.0,0.38
62.0,10.0,0.33
62.0,11.0,0.29
62.0,12.0,0.251
62.0,13.0,0.225
62.0,14.0,0.213
62.0,15.0,0.201
62.0,16.0,0.194
62.0,17.0,0.19
62.0,18.0,0.188
62.0,19.0,0.187
62.0,20.0,0.186
62.0,21.0,0.186
62.0,22.0,0.186
62.0,23.0,0.186
62.0,24.0,0.186
62.0,25.0,0.186
62.0,26.0,0.186
62.0,27.0,0.186
62.0,28.0,0.186
62.0,29.0,0.187
62.0,30.0,0.188
62.0,31.0,0.197
62.0,32.0,0.186
62.0,33.0,0.185
62.0,34.0,0.185
62.0,35.0,0.185
62.0,36.0,0.185
62.0,37.0,0.185
62.0,38.0,0.185
62.0,39.0,0.185
62.0,40.0,0.185
62.0,41.0,0.185
62.0,42.0,0.185
62.0,43.0,0.185
62.0,44.0,0.185
62.0,45.0,0.186
62.0,46.0,0.194
62.0,47.0,0.186
62.0,48.0,0.184
62.0,49.0,0.185
62.0,50.0,0.184
62.0,51.0,0.188
62.0,52.0,0.195
62.0,53.0,0.199
62.0,54.0,0.199
62.0,55.0,0.188
62.0,56.0,0.188
62.0,57.0,0.187
62.0,58.0,0.203
62.0,59.0,0.213
62.0,60.0,0.199
62.0,61.0,0.192
62.0,62.0,0.189
62.0,63.0,0.188
62.0,64.0,0.193
62.0,65.0,0.196
63.0,0.0,0.454
63.0,1.0,0.558
63.0,2.0,0.574
63.0,3.0,0.576
63.0,4.0,0.564
63.0,5.0,0.561
63.0,6.0,0.532
63.0,7.0,0.486
63.0,8.0,0.433
63.0,9.0,0.381
63.0,10.0,0.332
63.0,11.0,0.292
63.0,12.0,0.252
63.0,13.0,0.227
63.0,14.0,0.215
63.0,15.0,0.202
63.0,16.0,0.195
63.0,17.0,0.191
63.0,18.0,0.189
63.0,19.0,0.187
63.0,20.0,0.186
63.0,21.0,0.186
63.0,22.0,0.186
63.0,23.0,0.186
63.0,24.0,0.186
63.0,25.0,0.185
63.0,26.0,0.185
63.0,27.0,0.185
63.0,28.0,0.185
63.0,29.0,0.185
63.0,30.0,0.186
63.0,31.0,0.192
63.0,32.0,0.185
63.0,33.0,0.185
63.0,34.0,0.185
63.0,35.0,0.185
63.0,36.0,0.185
63.0,37.0,0.185
63.0,38.0,0.184
63.0,39.0,0.184
63.0,40.0,0.185
63.0,41.0,0.185
63.0,42.0,0.185
63.0,43.0,0.184
63.0,44.0,0.184
63.0,45.0,0.185
63.0,46.0,0.191
63.0,47.0,0.184
63.0,48.0,0.183
63.0,49.0,0.184
63.0,50.0,0.184
63.0,51.0,0.189
63.0,52.0,0.196
63.0,53.0,0.201
63.0,54.0,0.2
63.0,55.0,0.188
63.0,56.0,0.186
63.0,57.0,0.187
63.0,58.0,0.203
63.0,59.0,0.214
63.0,60.0,0.2
63.0,61.0,0.192
63.0,62.0,0.188
63.0,63.0,0.187
63.0,64.0,0.191
63.0,65.0,0.193
64.0,0.0,0.457
64.0,1.0,0.547
64.0,2.0,0.564
64.0,3.0,0.563
64.0,4.0,0.567
64.0,5.0,0.563
64.0,6.0,0.535
64.0,7.0,0.49
64.0,8.0,0.438
64.0,9.0,0.387
64.0,10.0,0.338
64.0,11.0,0.299
64.0,12.0,0.26
64.0,13.0,0.236
64.0,14.0,0.225
64.0,15.0,0.214
64.0,16.0,0.207
64.0,17.0,0.203
64.0,18.0,0.202
64.0,19.0,0.201
64.0,20.0,0.2
64.0,21.0,0.2
64.0,22.0,0.2
64.0,23.0,0.2
64.0,24.0,0.2
64.0,25.0,0.2
64.0,26.0,0.2
64.0,27.0,0.2
64.0,28.0,0.2
64.0,29.0,0.2
64.0,30.0,0.201
64.0,31.0,0.207
64.0,32.0,0.2
64.0,33.0,0.199
64.0,34.0,0.199
64.0,35.0,0.199
64.0,36.0,0.199
64.0,37.0,0.199
64.0,38.0,0.199
64.0,39.0,0.199
64.0,40.0,0.199
64.0,41.0,0.199
64.0,42.0,0.199
64.0,43.0,0.199
64.0,44.0,0.199
64.0,45.0,0.199
64.0,46.0,0.207
64.0,47.0,0.202
64.0,48.0,0.197
64.0,49.0,0.198
64.0,50.0,0.198
64.0,51.0,0.201
64.0,52.0,0.207
64.0,53.0,0.211
64.0,54.0,0.21
64.0,55.0,0.201
64.0,56.0,0.202
64.0,57.0,0.2
64.0,58.0,0.212
64.0,59.0,0.221
64.0,60.0,0.209
64.0,61.0,0.203
64.0,62.0,0.2
64.0,63.0,0.199
64.0,64.0,0.201
64.0,65.0,0.202
65.0,0.0,0.459
65.0,1.0,0.549
65.0,2.0,0.565
65.0,3.0,0.566
65.0,4.0,0.569
65.0,5.0,0.561
65.0,6.0,0.538
65.0,7.0,0.493
65.0,8.0,0.441
65.0,9.0,0.39
65.0,10.0,0.342
65.0,11.0,0.293
65.0,12.0,0.264
65.0,13.0,0.247
65.0,14.0,0.229
65.0,15.0,0.217
65.0,16.0,0.211
65.0,17.0,0.207
65.0,18.0,0.206
65.0,19.0,0.205
65.0,20.0,0.204
65.0,21.0,0.204
65.0,22.0,0.204
65.0,23.0,0.204
65.0,24.0,0.204
65.0,25.0,0.204
65.0,26.0,0.204
65.0,27.0,0.203
65.0,28.0,0.203
65.0,29.0,0.203
65.0,30.0,0.204
65.0,31.0,0.209
65.0,32.0,0.203
65.0,33.0,0.203
65.0,34.0,0.203
65.0,35.0,0.203
65.0,36.0,0.203
65.0,37.0,0.203
65.0,38.0,0.203
65.0,39.0,0.203
65.0,40.0,0.203
65.0,41.0,0.204
65.0,42.0,0.203
65.0,43.0,0.203
65.0,44.0,0.203
65.0,45.0,0.203
65.0,46.0,0.209
65.0,47.0,0.207
65.0,48.0,0.201
65.0,49.0,0.201
65.0,50.0,0.201
65.0,51.0,0.206
65.0,52.0,0.211
65.0,53.0,0.215
65.0,54.0,0.214
65.0,55.0,0.204
65.0,56.0,0.204
65.0,57.0,0.203
65.0,58.0,0.216
65.0,59.0,0.224
65.0,60.0,0.212
65.0,61.0,0.205
65.0,62.0,0.203
65.0,63.0,0.202
65.0,64.0,0.204
65.0,65.0,0.204
