i,j,score
0.0,0.0,0.479
0.0,1.0,0.531
0.0,2.0,0.541
0.0,3.0,0.542
0.0,4.0,0.545
0.0,5.0,0.544
0.0,6.0,0.524
0.0,7.0,0.495
0.0,8.0,0.468
0.0,9.0,0.442
0.0,10.0,0.423
0.0,11.0,0.414
0.0,12.0,0.414
0.0,13.0,0.422
0.0,14.0,0.514
0.0,15.0,0.545
0.0,16.0,0.565
0.0,17.0,0.572
0.0,18.0,0.572
0.0,19.0,0.57
0.0,20.0,0.567
0.0,21.0,0.562
0.0,22.0,0.556
0.0,23.0,0.549
0.0,24.0,0.541
0.0,25.0,0.535
0.0,26.0,0.532
0.0,27.0,0.53
0.0,28.0,0.527
0.0,29.0,0.523
0.0,30.0,0.521
0.0,31.0,0.525
0.0,32.0,0.498
0.0,33.0,0.492
0.0,34.0,0.492
0.0,35.0,0.492
0.0,36.0,0.491
0.0,37.0,0.491
0.0,38.0,0.491
0.0,39.0,0.457
0.0,40.0,0.445
0.0,41.0,0.444
0.0,42.0,0.444
0.0,43.0,0.445
0.0,44.0,0.455
0.0,45.0,0.456
0.0,46.0,0.461
0.0,47.0,0.447
0.0,48.0,0.443
0.0,49.0,0.443
0.0,50.0,0.443
0.0,51.0,0.442
0.0,52.0,0.443
0.0,53.0,0.445
0.0,54.0,0.445
0.0,55.0,0.443
0.0,56.0,0.446
0.0,57.0,0.444
0.0,58.0,0.448
0.0,59.0,0.451
0.0,60.0,0.449
0.0,61.0,0.449
0.0,62.0,0.449
0.0,63.0,0.449
0.0,64.0,0.451
0.0,65.0,0.452
1.0,0.0,0.545
1.0,1.0,0.57
1.0,2.0,0.577
1.0,3.0,0.577
1.0,4.0,0.577
1.0,5.0,0.58
1.0,6.0,0.57
1.0,7.0,0.544
1.0,8.0,0.523
1.0,9.0,0.505
1.0,10.0,0.494
1.0,11.0,0.495
1.0,12.0,0.5
1.0,13.0,0.578
1.0,14.0,0.603
1.0,15.0,0.62
1.0,16.0,0.629
1.0,17.0,0.632
1.0,18.0,0.631
1.0,19.0,0.629
1.0,20.0,0.627
1.0,21.0,0.624
1.0,22.0,0.619
1.0,23.0,0.615
1.0,24.0,0.611
1.0,25.0,0.607
1.0,26.0,0.606
1.0,27.0,0.604
1.0,28.0,0.603
1.0,29.0,0.6
1.0,30.0,0.6
1.0,31.0,0.601
1.0,32.0,0.581
1.0,33.0,0.578
1.0,34.0,0.578
1.0,35.0,0.579
1.0,36.0,0.578
1.0,37.0,0.579
1.0,38.0,0.579
1.0,39.0,0.576
1.0,40.0,0.572
1.0,41.0,0.569
1.0,42.0,0.57
1.0,43.0,0.571
1.0,44.0,0.571
1.0,45.0,0.573
1.0,46.0,0.574
1.0,47.0,0.563
1.0,48.0,0.56
1.0,49.0,0.564
1.0,50.0,0.561
1.0,51.0,0.532
1.0,52.0,0.532
1.0,53.0,0.533
1.0,54.0,0.533
1.0,55.0,0.532
1.0,56.0,0.541
1.0,57.0,0.533
1.0,58.0,0.535
1.0,59.0,0.528
1.0,60.0,0.535
1.0,61.0,0.536
1.0,62.0,0.536
1.0,63.0,0.537
1.0,64.0,0.539
1.0,65.0,0.539
2.0,0.0,0.558
2.0,1.0,0.58
2.0,2.0,0.585
2.0,3.0,0.583
2.0,4.0,0.584
2.0,5.0,0.586
2.0,6.0,0.577
2.0,7.0,0.553
2.0,8.0,0.535
2.0,9.0,0.52
2.0,10.0,0.511
2.0,11.0,0.517
2.0,12.0,0.522
2.0,13.0,0.591
2.0,14.0,0.614
2.0,15.0,0.629
2.0,16.0,0.636
2.0,17.0,0.638
2.0,18.0,0.636
2.0,19.0,0.634
2.0,20.0,0.631
2.0,21.0,0.628
2.0,22.0,0.624
2.0,23.0,0.62
2.0,24.0,0.616
2.0,25.0,0.614
2.0,26.0,0.612
2.0,27.0,0.611
2.0,28.0,0.61
2.0,29.0,0.608
2.0,30.0,0.607
2.0,31.0,0.608
2.0,32.0,0.591
2.0,33.0,0.588
2.0,34.0,0.588
2.0,35.0,0.589
2.0,36.0,0.588
2.0,37.0,0.589
2.0,38.0,0.589
2.0,39.0,0.586
2.0,40.0,0.583
2.0,41.0,0.58
2.0,42.0,0.581
2.0,43.0,0.582
2.0,44.0,0.582
2.0,45.0,0.583
2.0,46.0,0.584
2.0,47.0,0.576
2.0,48.0,0.574
2.0,49.0,0.576
2.0,50.0,0.574
2.0,51.0,0.546
2.0,52.0,0.548
2.0,53.0,0.549
2.0,54.0,0.548
2.0,55.0,0.547
2.0,56.0,0.556
2.0,57.0,0.547
2.0,58.0,0.55
2.0,59.0,0.553
2.0,60.0,0.551
2.0,61.0,0.552
2.0,62.0,0.552
2.0,63.0,0.552
2.0,64.0,0.553
2.0,65.0,0.554
3.0,0.0,0.563
3.0,1.0,0.584
3.0,2.0,0.587
3.0,3.0,0.585
3.0,4.0,0.583
3.0,5.0,0.584
3.0,6.0,0.575
3.0,7.0,0.551
3.0,8.0,0.534
3.0,9.0,0.522
3.0,10.0,0.515
3.0,11.0,0.525
3.0,12.0,0.533
3.0,13.0,0.597
3.0,14.0,0.62
3.0,15.0,0.635
3.0,16.0,0.642
3.0,17.0,0.649
3.0,18.0,0.646
3.0,19.0,0.643
3.0,20.0,0.639
3.0,21.0,0.636
3.0,22.0,0.631
3.0,23.0,0.627
3.0,24.0,0.623
3.0,25.0,0.62
3.0,26.0,0.619
3.0,27.0,0.617
3.0,28.0,0.615
3.0,29.0,0.613
3.0,30.0,0.612
3.0,31.0,0.613
3.0,32.0,0.593
3.0,33.0,0.591
3.0,34.0,0.591
3.0,35.0,0.591
3.0,36.0,0.59
3.0,37.0,0.59
3.0,38.0,0.591
3.0,39.0,0.588
3.0,40.0,0.585
3.0,41.0,0.581
3.0,42.0,0.582
3.0,43.0,0.583
3.0,44.0,0.583
3.0,45.0,0.584
3.0,46.0,0.585
3.0,47.0,0.562
3.0,48.0,0.553
3.0,49.0,0.577
3.0,50.0,0.558
3.0,51.0,0.549
3.0,52.0,0.55
3.0,53.0,0.551
3.0,54.0,0.551
3.0,55.0,0.55
3.0,56.0,0.553
3.0,57.0,0.551
3.0,58.0,0.553
3.0,59.0,0.548
3.0,60.0,0.554
3.0,61.0,0.555
3.0,62.0,0.555
3.0,63.0,0.556
3.0,64.0,0.557
3.0,65.0,0.558
4.0,0.0,0.569
4.0,1.0,0.589
4.0,2.0,0.592
4.0,3.0,0.588
4.0,4.0,0.584
4.0,5.0,0.576
4.0,6.0,0.566
4.0,7.0,0.548
4.0,8.0,0.533
4.0,9.0,0.524
4.0,10.0,0.524
4.0,11.0,0.54
4.0,12.0,0.6
4.0,13.0,0.631
4.0,14.0,0.653
4.0,15.0,0.665
4.0,16.0,0.67
4.0,17.0,0.669
4.0,18.0,0.664
4.0,19.0,0.66
4.0,20.0,0.655
4.0,21.0,0.651
4.0,22.0,0.646
4.0,23.0,0.641
4.0,24.0,0.64
4.0,25.0,0.636
4.0,26.0,0.633
4.0,27.0,0.631
4.0,28.0,0.628
4.0,29.0,0.625
4.0,30.0,0.623
4.0,31.0,0.622
4.0,32.0,0.601
4.0,33.0,0.598
4.0,34.0,0.597
4.0,35.0,0.597
4.0,36.0,0.596
4.0,37.0,0.596
4.0,38.0,0.596
4.0,39.0,0.593
4.0,40.0,0.589
4.0,41.0,0.585
4.0,42.0,0.586
4.0,43.0,0.587
4.0,44.0,0.587
4.0,45.0,0.588
4.0,46.0,0.588
4.0,47.0,0.562
4.0,48.0,0.558
4.0,49.0,0.559
4.0,50.0,0.557
4.0,51.0,0.555
4.0,52.0,0.554
4.0,53.0,0.548
4.0,54.0,0.548
4.0,55.0,0.555
4.0,56.0,0.558
4.0,57.0,0.556
4.0,58.0,0.551
4.0,59.0,0.553
4.0,60.0,0.552
4.0,61.0,0.559
4.0,62.0,0.56
4.0,63.0,0.56
4.0,64.0,0.563
4.0,65.0,0.561
5.0,0.0,0.57
5.0,1.0,0.59
5.0,2.0,0.594
5.0,3.0,0.586
5.0,4.0,0.58
5.0,5.0,0.573
5.0,6.0,0.56
5.0,7.0,0.544
5.0,8.0,0.535
5.0,9.0,0.531
5.0,10.0,0.539
5.0,11.0,0.567
5.0,12.0,0.643
5.0,13.0,0.671
5.0,14.0,0.688
5.0,15.0,0.696
5.0,16.0,0.675
5.0,17.0,0.672
5.0,18.0,0.666
5.0,19.0,0.659
5.0,20.0,0.653
5.0,21.0,0.622
5.0,22.0,0.617
5.0,23.0,0.611
5.0,24.0,0.643
5.0,25.0,0.638
5.0,26.0,0.634
5.0,27.0,0.63
5.0,28.0,0.627
5.0,29.0,0.622
5.0,30.0,0.597
5.0,31.0,0.597
5.0,32.0,0.579
5.0,33.0,0.57
5.0,34.0,0.57
5.0,35.0,0.569
5.0,36.0,0.568
5.0,37.0,0.568
5.0,38.0,0.568
5.0,39.0,0.565
5.0,40.0,0.562
5.0,41.0,0.559
5.0,42.0,0.559
5.0,43.0,0.56
5.0,44.0,0.56
5.0,45.0,0.561
5.0,46.0,0.565
5.0,47.0,0.558
5.0,48.0,0.555
5.0,49.0,0.557
5.0,50.0,0.555
5.0,51.0,0.547
5.0,52.0,0.545
5.0,53.0,0.545
5.0,54.0,0.546
5.0,55.0,0.547
5.0,56.0,0.558
5.0,57.0,0.548
5.0,58.0,0.549
5.0,59.0,0.552
5.0,60.0,0.551
5.0,61.0,0.552
5.0,62.0,0.552
5.0,63.0,0.553
5.0,64.0,0.555
5.0,65.0,0.556
6.0,0.0,0.545
6.0,1.0,0.572
6.0,2.0,0.576
6.0,3.0,0.573
6.0,4.0,0.566
6.0,5.0,0.557
6.0,6.0,0.546
6.0,7.0,0.528
6.0,8.0,0.516
6.0,9.0,0.513
6.0,10.0,0.524
6.0,11.0,0.607
6.0,12.0,0.636
6.0,13.0,0.661
6.0,14.0,0.677
6.0,15.0,0.683
6.0,16.0,0.682
6.0,17.0,0.657
6.0,18.0,0.648
6.0,19.0,0.617
6.0,20.0,0.609
6.0,21.0,0.603
6.0,22.0,0.608
6.0,23.0,0.6
6.0,24.0,0.593
6.0,25.0,0.587
6.0,26.0,0.583
6.0,27.0,0.58
6.0,28.0,0.576
6.0,29.0,0.568
6.0,30.0,0.566
6.0,31.0,0.568
6.0,32.0,0.548
6.0,33.0,0.543
6.0,34.0,0.542
6.0,35.0,0.542
6.0,36.0,0.541
6.0,37.0,0.54
6.0,38.0,0.54
6.0,39.0,0.538
6.0,40.0,0.535
6.0,41.0,0.533
6.0,42.0,0.533
6.0,43.0,0.534
6.0,44.0,0.534
6.0,45.0,0.535
6.0,46.0,0.538
6.0,47.0,0.534
6.0,48.0,0.524
6.0,49.0,0.525
6.0,50.0,0.524
6.0,51.0,0.522
6.0,52.0,0.522
6.0,53.0,0.523
6.0,54.0,0.523
6.0,55.0,0.523
6.0,56.0,0.526
6.0,57.0,0.524
6.0,58.0,0.526
6.0,59.0,0.532
6.0,60.0,0.528
6.0,61.0,0.528
6.0,62.0,0.529
6.0,63.0,0.529
6.0,64.0,0.532
6.0,65.0,0.533
7.0,0.0,0.509
7.0,1.0,0.544
7.0,2.0,0.551
7.0,3.0,0.546
7.0,4.0,0.54
7.0,5.0,0.534
7.0,6.0,0.518
7.0,7.0,0.495
7.0,8.0,0.475
7.0,9.0,0.466
7.0,10.0,0.474
7.0,11.0,0.493
7.0,12.0,0.593
7.0,13.0,0.617
7.0,14.0,0.633
7.0,15.0,0.641
7.0,16.0,0.639
7.0,17.0,0.632
7.0,18.0,0.592
7.0,19.0,0.582
7.0,20.0,0.574
7.0,21.0,0.566
7.0,22.0,0.558
7.0,23.0,0.55
7.0,24.0,0.538
7.0,25.0,0.532
7.0,26.0,0.528
7.0,27.0,0.522
7.0,28.0,0.519
7.0,29.0,0.515
7.0,30.0,0.514
7.0,31.0,0.516
7.0,32.0,0.5
7.0,33.0,0.489
7.0,34.0,0.488
7.0,35.0,0.487
7.0,36.0,0.486
7.0,37.0,0.486
7.0,38.0,0.486
7.0,39.0,0.484
7.0,40.0,0.483
7.0,41.0,0.483
7.0,42.0,0.483
7.0,43.0,0.484
7.0,44.0,0.484
7.0,45.0,0.483
7.0,46.0,0.486
7.0,47.0,0.481
7.0,48.0,0.481
7.0,49.0,0.482
7.0,50.0,0.482
7.0,51.0,0.48
7.0,52.0,0.481
7.0,53.0,0.483
7.0,54.0,0.483
7.0,55.0,0.482
7.0,56.0,0.483
7.0,57.0,0.483
7.0,58.0,0.485
7.0,59.0,0.49
7.0,60.0,0.487
7.0,61.0,0.489
7.0,62.0,0.488
7.0,63.0,0.488
7.0,64.0,0.491
7.0,65.0,0.492
8.0,0.0,0.471
8.0,1.0,0.519
8.0,2.0,0.528
8.0,3.0,0.524
8.0,4.0,0.518
8.0,5.0,0.51
8.0,6.0,0.492
8.0,7.0,0.462
8.0,8.0,0.438
8.0,9.0,0.421
8.0,10.0,0.416
8.0,11.0,0.426
8.0,12.0,0.448
8.0,13.0,0.564
8.0,14.0,0.583
8.0,15.0,0.589
8.0,16.0,0.586
8.0,17.0,0.551
8.0,18.0,0.539
8.0,19.0,0.529
8.0,20.0,0.52
8.0,21.0,0.511
8.0,22.0,0.499
8.0,23.0,0.488
8.0,24.0,0.48
8.0,25.0,0.474
8.0,26.0,0.47
8.0,27.0,0.466
8.0,28.0,0.463
8.0,29.0,0.453
8.0,30.0,0.452
8.0,31.0,0.461
8.0,32.0,0.442
8.0,33.0,0.437
8.0,34.0,0.436
8.0,35.0,0.435
8.0,36.0,0.435
8.0,37.0,0.435
8.0,38.0,0.434
8.0,39.0,0.433
8.0,40.0,0.431
8.0,41.0,0.428
8.0,42.0,0.429
8.0,43.0,0.43
8.0,44.0,0.43
8.0,45.0,0.431
8.0,46.0,0.435
8.0,47.0,0.43
8.0,48.0,0.428
8.0,49.0,0.428
8.0,50.0,0.428
8.0,51.0,0.428
8.0,52.0,0.431
8.0,53.0,0.433
8.0,54.0,0.433
8.0,55.0,0.431
8.0,56.0,0.43
8.0,57.0,0.431
8.0,58.0,0.438
8.0,59.0,0.443
8.0,60.0,0.44
8.0,61.0,0.439
8.0,62.0,0.438
8.0,63.0,0.438
8.0,64.0,0.442
8.0,65.0,0.443
9.0,0.0,0.434
9.0,1.0,0.495
9.0,2.0,0.507
9.0,3.0,0.503
9.0,4.0,0.499
9.0,5.0,0.493
9.0,6.0,0.472
9.0,7.0,0.436
9.0,8.0,0.405
9.0,9.0,0.379
9.0,10.0,0.364
9.0,11.0,0.363
9.0,12.0,0.375
9.0,13.0,0.402
9.0,14.0,0.513
9.0,15.0,0.524
9.0,16.0,0.522
9.0,17.0,0.485
9.0,18.0,0.475
9.0,19.0,0.459
9.0,20.0,0.45
9.0,21.0,0.442
9.0,22.0,0.433
9.0,23.0,0.426
9.0,24.0,0.414
9.0,25.0,0.409
9.0,26.0,0.405
9.0,27.0,0.402
9.0,28.0,0.399
9.0,29.0,0.396
9.0,30.0,0.396
9.0,31.0,0.4
9.0,32.0,0.383
9.0,33.0,0.38
9.0,34.0,0.379
9.0,35.0,0.378
9.0,36.0,0.377
9.0,37.0,0.377
9.0,38.0,0.377
9.0,39.0,0.376
9.0,40.0,0.374
9.0,41.0,0.374
9.0,42.0,0.374
9.0,43.0,0.374
9.0,44.0,0.374
9.0,45.0,0.375
9.0,46.0,0.378
9.0,47.0,0.376
9.0,48.0,0.373
9.0,49.0,0.374
9.0,50.0,0.374
9.0,51.0,0.374
9.0,52.0,0.377
9.0,53.0,0.379
9.0,54.0,0.38
9.0,55.0,0.377
9.0,56.0,0.377
9.0,57.0,0.377
9.0,58.0,0.386
9.0,59.0,0.392
9.0,60.0,0.388
9.0,61.0,0.385
9.0,62.0,0.384
9.0,63.0,0.384
9.0,64.0,0.391
9.0,65.0,0.393
10.0,0.0,0.406
10.0,1.0,0.479
10.0,2.0,0.493
10.0,3.0,0.493
10.0,4.0,0.489
10.0,5.0,0.484
10.0,6.0,0.464
10.0,7.0,0.42
10.0,8.0,0.38
10.0,9.0,0.347
10.0,10.0,0.318
10.0,11.0,0.307
10.0,12.0,0.308
10.0,13.0,0.318
10.0,14.0,0.348
10.0,15.0,0.369
10.0,16.0,0.451
10.0,17.0,0.442
10.0,18.0,0.385
10.0,19.0,0.38
10.0,20.0,0.376
10.0,21.0,0.371
10.0,22.0,0.365
10.0,23.0,0.359
10.0,24.0,0.353
10.0,25.0,0.349
10.0,26.0,0.347
10.0,27.0,0.344
10.0,28.0,0.342
10.0,29.0,0.339
10.0,30.0,0.339
10.0,31.0,0.343
10.0,32.0,0.33
10.0,33.0,0.326
10.0,34.0,0.325
10.0,35.0,0.325
10.0,36.0,0.324
10.0,37.0,0.324
10.0,38.0,0.324
10.0,39.0,0.323
10.0,40.0,0.322
10.0,41.0,0.322
10.0,42.0,0.322
10.0,43.0,0.322
10.0,44.0,0.322
10.0,45.0,0.322
10.0,46.0,0.326
10.0,47.0,0.324
10.0,48.0,0.323
10.0,49.0,0.322
10.0,50.0,0.323
10.0,51.0,0.32
10.0,52.0,0.324
10.0,53.0,0.332
10.0,54.0,0.333
10.0,55.0,0.328
10.0,56.0,0.325
10.0,57.0,0.328
10.0,58.0,0.339
10.0,59.0,0.347
10.0,60.0,0.341
10.0,61.0,0.337
10.0,62.0,0.335
10.0,63.0,0.336
10.0,64.0,0.341
10.0,65.0,0.344
11.0,0.0,0.389
11.0,1.0,0.472
11.0,2.0,0.49
11.0,3.0,0.55
11.0,4.0,0.501
11.0,5.0,0.504
11.0,6.0,0.471
11.0,7.0,0.423
11.0,8.0,0.373
11.0,9.0,0.33
11.0,10.0,0.291
11.0,11.0,0.273
11.0,12.0,0.265
11.0,13.0,0.267
11.0,14.0,0.278
11.0,15.0,0.291
11.0,16.0,0.304
11.0,17.0,0.311
11.0,18.0,0.313
11.0,19.0,0.313
11.0,20.0,0.311
11.0,21.0,0.309
11.0,22.0,0.305
11.0,23.0,0.301
11.0,24.0,0.296
11.0,25.0,0.293
11.0,26.0,0.291
11.0,27.0,0.289
11.0,28.0,0.288
11.0,29.0,0.286
11.0,30.0,0.287
11.0,31.0,0.292
11.0,32.0,0.28
11.0,33.0,0.277
11.0,34.0,0.277
11.0,35.0,0.276
11.0,36.0,0.276
11.0,37.0,0.276
11.0,38.0,0.276
11.0,39.0,0.275
11.0,40.0,0.275
11.0,41.0,0.275
11.0,42.0,0.275
11.0,43.0,0.275
11.0,44.0,0.275
11.0,45.0,0.275
11.0,46.0,0.278
11.0,47.0,0.277
11.0,48.0,0.276
11.0,49.0,0.275
11.0,50.0,0.276
11.0,51.0,0.28
11.0,52.0,0.284
11.0,53.0,0.288
11.0,54.0,0.288
11.0,55.0,0.283
11.0,56.0,0.279
11.0,57.0,0.282
11.0,58.0,0.295
11.0,59.0,0.303
11.0,60.0,0.296
11.0,61.0,0.292
11.0,62.0,0.289
11.0,63.0,0.29
11.0,64.0,0.296
11.0,65.0,0.297
12.0,0.0,0.381
12.0,1.0,0.543
12.0,2.0,0.563
12.0,3.0,0.572
12.0,4.0,0.569
12.0,5.0,0.592
12.0,6.0,0.565
12.0,7.0,0.433
12.0,8.0,0.375
12.0,9.0,0.324
12.0,10.0,0.276
12.0,11.0,0.251
12.0,12.0,0.236
12.0,13.0,0.23
12.0,14.0,0.233
12.0,15.0,0.242
12.0,16.0,0.251
12.0,17.0,0.256
12.0,18.0,0.259
12.0,19.0,0.261
12.0,20.0,0.262
12.0,21.0,0.261
12.0,22.0,0.259
12.0,23.0,0.256
12.0,24.0,0.255
12.0,25.0,0.253
12.0,26.0,0.252
12.0,27.0,0.251
12.0,28.0,0.25
12.0,29.0,0.249
12.0,30.0,0.25
12.0,31.0,0.254
12.0,32.0,0.243
12.0,33.0,0.24
12.0,34.0,0.24
12.0,35.0,0.24
12.0,36.0,0.24
12.0,37.0,0.24
12.0,38.0,0.24
12.0,39.0,0.239
12.0,40.0,0.239
12.0,41.0,0.239
12.0,42.0,0.239
12.0,43.0,0.239
12.0,44.0,0.239
12.0,45.0,0.24
12.0,46.0,0.242
12.0,47.0,0.241
12.0,48.0,0.242
12.0,49.0,0.24
12.0,50.0,0.241
12.0,51.0,0.246
12.0,52.0,0.251
12.0,53.0,0.255
12.0,54.0,0.256
12.0,55.0,0.249
12.0,56.0,0.244
12.0,57.0,0.248
12.0,58.0,0.263
12.0,59.0,0.272
12.0,60.0,0.264
12.0,61.0,0.259
12.0,62.0,0.256
12.0,63.0,0.256
12.0,64.0,0.263
12.0,65.0,0.267
13.0,0.0,0.38
13.0,1.0,0.567
13.0,2.0,0.585
13.0,3.0,0.572
13.0,4.0,0.597
13.0,5.0,0.665
13.0,6.0,0.607
13.0,7.0,0.541
13.0,8.0,0.392
13.0,9.0,0.326
13.0,10.0,0.271
13.0,11.0,0.238
13.0,12.0,0.218
13.0,13.0,0.211
13.0,14.0,0.207
13.0,15.0,0.209
13.0,16.0,0.213
13.0,17.0,0.217
13.0,18.0,0.22
13.0,19.0,0.222
13.0,20.0,0.223
13.0,21.0,0.224
13.0,22.0,0.223
13.0,23.0,0.223
13.0,24.0,0.221
13.0,25.0,0.221
13.0,26.0,0.22
13.0,27.0,0.22
13.0,28.0,0.22
13.0,29.0,0.22
13.0,30.0,0.22
13.0,31.0,0.224
13.0,32.0,0.215
13.0,33.0,0.214
13.0,34.0,0.214
13.0,35.0,0.214
13.0,36.0,0.214
13.0,37.0,0.214
13.0,38.0,0.214
13.0,39.0,0.214
13.0,40.0,0.215
13.0,41.0,0.215
13.0,42.0,0.215
13.0,43.0,0.215
13.0,44.0,0.215
13.0,45.0,0.215
13.0,46.0,0.215
13.0,47.0,0.217
13.0,48.0,0.218
13.0,49.0,0.216
13.0,50.0,0.218
13.0,51.0,0.224
13.0,52.0,0.225
13.0,53.0,0.229
13.0,54.0,0.23
13.0,55.0,0.221
13.0,56.0,0.22
13.0,57.0,0.22
13.0,58.0,0.237
13.0,59.0,0.247
13.0,60.0,0.238
13.0,61.0,0.232
13.0,62.0,0.228
13.0,63.0,0.229
13.0,64.0,0.237
13.0,65.0,0.241
14.0,0.0,0.485
14.0,1.0,0.619
14.0,2.0,0.63
14.0,3.0,0.594
14.0,4.0,0.623
14.0,5.0,0.688
14.0,6.0,0.681
14.0,7.0,0.62
14.0,8.0,0.498
14.0,9.0,0.34
14.0,10.0,0.283
14.0,11.0,0.235
14.0,12.0,0.208
14.0,13.0,0.195
14.0,14.0,0.186
14.0,15.0,0.183
14.0,16.0,0.184
14.0,17.0,0.185
14.0,18.0,0.187
14.0,19.0,0.189
14.0,20.0,0.19
14.0,21.0,0.191
14.0,22.0,0.192
14.0,23.0,0.191
14.0,24.0,0.191
14.0,25.0,0.191
14.0,26.0,0.191
14.0,27.0,0.191
14.0,28.0,0.191
14.0,29.0,0.191
14.0,30.0,0.192
14.0,31.0,0.195
14.0,32.0,0.189
14.0,33.0,0.189
14.0,34.0,0.189
14.0,35.0,0.189
14.0,36.0,0.189
14.0,37.0,0.189
14.0,38.0,0.189
14.0,39.0,0.19
14.0,40.0,0.19
14.0,41.0,0.192
14.0,42.0,0.191
14.0,43.0,0.191
14.0,44.0,0.191
14.0,45.0,0.19
14.0,46.0,0.19
14.0,47.0,0.193
14.0,48.0,0.196
14.0,49.0,0.193
14.0,50.0,0.194
14.0,51.0,0.203
14.0,52.0,0.211
14.0,53.0,0.21
14.0,54.0,0.21
14.0,55.0,0.205
14.0,56.0,0.196
14.0,57.0,0.203
14.0,58.0,0.218
14.0,59.0,0.23
14.0,60.0,0.219
14.0,61.0,0.211
14.0,62.0,0.207
14.0,63.0,0.208
14.0,64.0,0.217
14.0,65.0,0.222
15.0,0.0,0.517
15.0,1.0,0.639
15.0,2.0,0.645
15.0,3.0,0.612
15.0,4.0,0.665
15.0,5.0,0.699
15.0,6.0,0.687
15.0,7.0,0.649
15.0,8.0,0.529
15.0,9.0,0.434
15.0,10.0,0.291
15.0,11.0,0.236
15.0,12.0,0.205
15.0,13.0,0.187
15.0,14.0,0.174
15.0,15.0,0.167
15.0,16.0,0.165
15.0,17.0,0.165
15.0,18.0,0.166
15.0,19.0,0.167
15.0,20.0,0.168
15.0,21.0,0.169
15.0,22.0,0.169
15.0,23.0,0.17
15.0,24.0,0.17
15.0,25.0,0.17
15.0,26.0,0.17
15.0,27.0,0.17
15.0,28.0,0.171
15.0,29.0,0.171
15.0,30.0,0.172
15.0,31.0,0.173
15.0,32.0,0.171
15.0,33.0,0.171
15.0,34.0,0.171
15.0,35.0,0.171
15.0,36.0,0.171
15.0,37.0,0.171
15.0,38.0,0.171
15.0,39.0,0.172
15.0,40.0,0.173
15.0,41.0,0.175
15.0,42.0,0.174
15.0,43.0,0.173
15.0,44.0,0.173
15.0,45.0,0.172
15.0,46.0,0.171
15.0,47.0,0.176
15.0,48.0,0.179
15.0,49.0,0.176
15.0,50.0,0.178
15.0,51.0,0.188
15.0,52.0,0.197
15.0,53.0,0.202
15.0,54.0,0.202
15.0,55.0,0.19
15.0,56.0,0.178
15.0,57.0,0.187
15.0,58.0,0.211
15.0,59.0,0.22
15.0,60.0,0.21
15.0,61.0,0.202
15.0,62.0,0.197
15.0,63.0,0.198
15.0,64.0,0.203
15.0,65.0,0.206
16.0,0.0,0.689
16.0,1.0,0.649
16.0,2.0,0.607
16.0,3.0,0.62
16.0,4.0,0.67
16.0,5.0,0.7
16.0,6.0,0.686
16.0,7.0,0.644
16.0,8.0,0.543
16.0,9.0,0.454
16.0,10.0,0.302
16.0,11.0,0.24
16.0,12.0,0.206
16.0,13.0,0.184
16.0,14.0,0.167
16.0,15.0,0.159
16.0,16.0,0.155
16.0,17.0,0.154
16.0,18.0,0.154
16.0,19.0,0.154
16.0,20.0,0.155
16.0,21.0,0.155
16.0,22.0,0.156
16.0,23.0,0.156
16.0,24.0,0.157
16.0,25.0,0.157
16.0,26.0,0.157
16.0,27.0,0.158
16.0,28.0,0.158
16.0,29.0,0.158
16.0,30.0,0.158
16.0,31.0,0.16
16.0,32.0,0.159
16.0,33.0,0.16
16.0,34.0,0.16
16.0,35.0,0.16
16.0,36.0,0.16
16.0,37.0,0.16
16.0,38.0,0.16
16.0,39.0,0.16
16.0,40.0,0.162
16.0,41.0,0.164
16.0,42.0,0.163
16.0,43.0,0.162
16.0,44.0,0.161
16.0,45.0,0.161
16.0,46.0,0.159
16.0,47.0,0.165
16.0,48.0,0.169
16.0,49.0,0.165
16.0,50.0,0.167
16.0,51.0,0.178
16.0,52.0,0.188
16.0,53.0,0.194
16.0,54.0,0.194
16.0,55.0,0.18
16.0,56.0,0.167
16.0,57.0,0.176
16.0,58.0,0.203
16.0,59.0,0.217
16.0,60.0,0.202
16.0,61.0,0.193
16.0,62.0,0.187
16.0,63.0,0.188
16.0,64.0,0.199
16.0,65.0,0.204
17.0,0.0,0.69
17.0,1.0,0.652
17.0,2.0,0.611
17.0,3.0,0.623
17.0,4.0,0.648
17.0,5.0,0.695
17.0,6.0,0.681
17.0,7.0,0.638
17.0,8.0,0.546
17.0,9.0,0.461
17.0,10.0,0.373
17.0,11.0,0.244
17.0,12.0,0.207
17.0,13.0,0.183
17.0,14.0,0.164
17.0,15.0,0.154
17.0,16.0,0.149
17.0,17.0,0.147
17.0,18.0,0.147
17.0,19.0,0.147
17.0,20.0,0.147
17.0,21.0,0.148
17.0,22.0,0.148
17.0,23.0,0.149
17.0,24.0,0.149
17.0,25.0,0.149
17.0,26.0,0.149
17.0,27.0,0.15
17.0,28.0,0.15
17.0,29.0,0.15
17.0,30.0,0.15
17.0,31.0,0.151
17.0,32.0,0.152
17.0,33.0,0.153
17.0,34.0,0.153
17.0,35.0,0.152
17.0,36.0,0.152
17.0,37.0,0.152
17.0,38.0,0.152
17.0,39.0,0.153
17.0,40.0,0.154
17.0,41.0,0.156
17.0,42.0,0.155
17.0,43.0,0.154
