i,j,score
17.0,43.0,0.131
17.0,44.0,0.13
17.0,45.0,0.129
17.0,46.0,0.128
17.0,47.0,0.135
17.0,48.0,0.141
17.0,49.0,0.137
17.0,50.0,0.139
17.0,51.0,0.153
17.0,52.0,0.166
17.0,53.0,0.174
17.0,54.0,0.173
17.0,55.0,0.152
17.0,56.0,0.134
17.0,57.0,0.147
17.0,58.0,0.179
17.0,59.0,0.192
17.0,60.0,0.173
17.0,61.0,0.159
17.0,62.0,0.152
17.0,63.0,0.152
17.0,64.0,0.159
17.0,65.0,0.161
18.0,0.0,0.181
18.0,1.0,0.184
18.0,2.0,0.19
18.0,3.0,0.206
18.0,4.0,0.233
18.0,5.0,0.276
18.0,6.0,0.302
18.0,7.0,0.308
18.0,8.0,0.308
18.0,9.0,0.302
18.0,10.0,0.289
18.0,11.0,0.275
18.0,12.0,0.259
18.0,13.0,0.239
18.0,14.0,0.211
18.0,15.0,0.184
18.0,16.0,0.163
18.0,17.0,0.149
18.0,18.0,0.124
18.0,19.0,0.144
18.0,20.0,0.141
18.0,21.0,0.137
18.0,22.0,0.131
18.0,23.0,0.129
18.0,24.0,0.126
18.0,25.0,0.125
18.0,26.0,0.125
18.0,27.0,0.125
18.0,28.0,0.125
18.0,29.0,0.124
18.0,30.0,0.125
18.0,31.0,0.128
18.0,32.0,0.125
18.0,33.0,0.127
18.0,34.0,0.127
18.0,35.0,0.126
18.0,36.0,0.126
18.0,37.0,0.125
18.0,38.0,0.125
18.0,39.0,0.126
18.0,40.0,0.128
18.0,41.0,0.13
18.0,42.0,0.129
18.0,43.0,0.128
18.0,44.0,0.127
18.0,45.0,0.126
18.0,46.0,0.125
18.0,47.0,0.132
18.0,48.0,0.14
18.0,49.0,0.135
18.0,50.0,0.138
18.0,51.0,0.154
18.0,52.0,0.169
18.0,53.0,0.177
18.0,54.0,0.176
18.0,55.0,0.152
18.0,56.0,0.132
18.0,57.0,0.146
18.0,58.0,0.183
18.0,59.0,0.197
18.0,60.0,0.175
18.0,61.0,0.159
18.0,62.0,0.152
18.0,63.0,0.151
18.0,64.0,0.159
18.0,65.0,0.16
19.0,0.0,0.182
19.0,1.0,0.184
19.0,2.0,0.19
19.0,3.0,0.206
19.0,4.0,0.232
19.0,5.0,0.273
19.0,6.0,0.297
19.0,7.0,0.302
19.0,8.0,0.301
19.0,9.0,0.293
19.0,10.0,0.28
19.0,11.0,0.265
19.0,12.0,0.248
19.0,13.0,0.227
19.0,14.0,0.201
19.0,15.0,0.176
19.0,16.0,0.158
19.0,17.0,0.147
19.0,18.0,0.144
19.0,19.0,0.12
19.0,20.0,0.137
19.0,21.0,0.132
19.0,22.0,0.126
19.0,23.0,0.124
19.0,24.0,0.122
19.0,25.0,0.121
19.0,26.0,0.121
19.0,27.0,0.121
19.0,28.0,0.121
19.0,29.0,0.121
19.0,30.0,0.121
19.0,31.0,0.124
19.0,32.0,0.122
19.0,33.0,0.125
19.0,34.0,0.125
19.0,35.0,0.124
19.0,36.0,0.123
19.0,37.0,0.123
19.0,38.0,0.122
19.0,39.0,0.123
19.0,40.0,0.125
19.0,41.0,0.128
19.0,42.0,0.127
19.0,43.0,0.125
19.0,44.0,0.124
19.0,45.0,0.123
19.0,46.0,0.122
19.0,47.0,0.131
19.0,48.0,0.139
19.0,49.0,0.134
19.0,50.0,0.137
19.0,51.0,0.156
19.0,52.0,0.172
19.0,53.0,0.181
19.0,54.0,0.18
19.0,55.0,0.153
19.0,56.0,0.13
19.0,57.0,0.146
19.0,58.0,0.187
19.0,59.0,0.202
19.0,60.0,0.177
19.0,61.0,0.16
19.0,62.0,0.152
19.0,63.0,0.151
19.0,64.0,0.158
19.0,65.0,0.16
20.0,0.0,0.181
20.0,1.0,0.184
20.0,2.0,0.19
20.0,3.0,0.206
20.0,4.0,0.231
20.0,5.0,0.27
20.0,6.0,0.293
20.0,7.0,0.297
20.0,8.0,0.295
20.0,9.0,0.286
20.0,10.0,0.273
20.0,11.0,0.257
20.0,12.0,0.24
20.0,13.0,0.219
20.0,14.0,0.193
20.0,15.0,0.17
20.0,16.0,0.154
20.0,17.0,0.144
20.0,18.0,0.141
20.0,19.0,0.137
20.0,20.0,0.117
20.0,21.0,0.127
20.0,22.0,0.121
20.0,23.0,0.119
20.0,24.0,0.118
20.0,25.0,0.117
20.0,26.0,0.118
20.0,27.0,0.118
20.0,28.0,0.118
20.0,29.0,0.117
20.0,30.0,0.118
20.0,31.0,0.121
20.0,32.0,0.121
20.0,33.0,0.125
20.0,34.0,0.123
20.0,35.0,0.122
20.0,36.0,0.121
20.0,37.0,0.121
20.0,38.0,0.12
20.0,39.0,0.121
20.0,40.0,0.124
20.0,41.0,0.127
20.0,42.0,0.126
20.0,43.0,0.124
20.0,44.0,0.122
20.0,45.0,0.121
20.0,46.0,0.119
20.0,47.0,0.13
20.0,48.0,0.139
20.0,49.0,0.134
20.0,50.0,0.138
20.0,51.0,0.158
20.0,52.0,0.177
20.0,53.0,0.186
20.0,54.0,0.185
20.0,55.0,0.155
20.0,56.0,0.129
20.0,57.0,0.147
20.0,58.0,0.192
20.0,59.0,0.207
20.0,60.0,0.18
20.0,61.0,0.161
20.0,62.0,0.152
20.0,63.0,0.151
20.0,64.0,0.158
20.0,65.0,0.16
21.0,0.0,0.181
21.0,1.0,0.184
21.0,2.0,0.19
21.0,3.0,0.206
21.0,4.0,0.23
21.0,5.0,0.268
21.0,6.0,0.289
21.0,7.0,0.292
21.0,8.0,0.289
21.0,9.0,0.28
21.0,10.0,0.266
21.0,11.0,0.25
21.0,12.0,0.232
21.0,13.0,0.211
21.0,14.0,0.186
21.0,15.0,0.165
21.0,16.0,0.15
21.0,17.0,0.141
21.0,18.0,0.137
21.0,19.0,0.132
21.0,20.0,0.127
21.0,21.0,0.115
21.0,22.0,0.116
21.0,23.0,0.116
21.0,24.0,0.115
21.0,25.0,0.115
21.0,26.0,0.115
21.0,27.0,0.115
21.0,28.0,0.115
21.0,29.0,0.115
21.0,30.0,0.116
21.0,31.0,0.118
21.0,32.0,0.12
21.0,33.0,0.125
21.0,34.0,0.123
21.0,35.0,0.121
21.0,36.0,0.12
21.0,37.0,0.119
21.0,38.0,0.119
21.0,39.0,0.12
21.0,40.0,0.123
21.0,41.0,0.127
21.0,42.0,0.125
21.0,43.0,0.123
21.0,44.0,0.121
21.0,45.0,0.119
21.0,46.0,0.117
21.0,47.0,0.129
21.0,48.0,0.139
21.0,49.0,0.133
21.0,50.0,0.138
21.0,51.0,0.162
21.0,52.0,0.182
21.0,53.0,0.192
21.0,54.0,0.19
21.0,55.0,0.157
21.0,56.0,0.128
21.0,57.0,0.149
21.0,58.0,0.197
21.0,59.0,0.213
21.0,60.0,0.183
21.0,61.0,0.162
21.0,62.0,0.153
21.0,63.0,0.151
21.0,64.0,0.158
21.0,65.0,0.16
22.0,0.0,0.181
22.0,1.0,0.184
22.0,2.0,0.19
22.0,3.0,0.205
22.0,4.0,0.229
22.0,5.0,0.265
22.0,6.0,0.285
22.0,7.0,0.287
22.0,8.0,0.282
22.0,9.0,0.272
22.0,10.0,0.258
22.0,11.0,0.242
22.0,12.0,0.224
22.0,13.0,0.203
22.0,14.0,0.179
22.0,15.0,0.158
22.0,16.0,0.145
22.0,17.0,0.136
22.0,18.0,0.131
22.0,19.0,0.126
22.0,20.0,0.121
22.0,21.0,0.116
22.0,22.0,0.114
22.0,23.0,0.115
22.0,24.0,0.114
22.0,25.0,0.114
22.0,26.0,0.114
22.0,27.0,0.114
22.0,28.0,0.114
22.0,29.0,0.114
22.0,30.0,0.115
22.0,31.0,0.118
22.0,32.0,0.12
22.0,33.0,0.126
22.0,34.0,0.124
22.0,35.0,0.121
22.0,36.0,0.12
22.0,37.0,0.119
22.0,38.0,0.118
22.0,39.0,0.119
22.0,40.0,0.123
22.0,41.0,0.127
22.0,42.0,0.125
22.0,43.0,0.122
22.0,44.0,0.12
22.0,45.0,0.119
22.0,46.0,0.117
22.0,47.0,0.128
22.0,48.0,0.139
22.0,49.0,0.134
22.0,50.0,0.139
22.0,51.0,0.165
22.0,52.0,0.186
22.0,53.0,0.198
22.0,54.0,0.195
22.0,55.0,0.158
22.0,56.0,0.128
22.0,57.0,0.15
22.0,58.0,0.201
22.0,59.0,0.217
22.0,60.0,0.184
22.0,61.0,0.162
22.0,62.0,0.153
22.0,63.0,0.151
22.0,64.0,0.158
22.0,65.0,0.16
23.0,0.0,0.181
23.0,1.0,0.184
23.0,2.0,0.19
23.0,3.0,0.205
23.0,4.0,0.228
23.0,5.0,0.262
23.0,6.0,0.281
23.0,7.0,0.282
23.0,8.0,0.277
23.0,9.0,0.267
23.0,10.0,0.252
23.0,11.0,0.236
23.0,12.0,0.218
23.0,13.0,0.197
23.0,14.0,0.173
23.0,15.0,0.154
23.0,16.0,0.141
23.0,17.0,0.133
23.0,18.0,0.129
23.0,19.0,0.124
23.0,20.0,0.119
23.0,21.0,0.116
23.0,22.0,0.115
23.0,23.0,0.113
23.0,24.0,0.114
23.0,25.0,0.113
23.0,26.0,0.114
23.0,27.0,0.114
23.0,28.0,0.114
23.0,29.0,0.114
23.0,30.0,0.115
23.0,31.0,0.119
23.0,32.0,0.121
23.0,33.0,0.127
23.0,34.0,0.125
23.0,35.0,0.121
23.0,36.0,0.12
23.0,37.0,0.118
23.0,38.0,0.117
23.0,39.0,0.119
23.0,40.0,0.123
23.0,41.0,0.128
23.0,42.0,0.125
23.0,43.0,0.122
23.0,44.0,0.12
23.0,45.0,0.118
23.0,46.0,0.116
23.0,47.0,0.128
23.0,48.0,0.139
23.0,49.0,0.134
23.0,50.0,0.14
23.0,51.0,0.168
23.0,52.0,0.191
23.0,53.0,0.203
23.0,54.0,0.201
23.0,55.0,0.16
23.0,56.0,0.128
23.0,57.0,0.151
23.0,58.0,0.205
23.0,59.0,0.22
23.0,60.0,0.186
23.0,61.0,0.163
23.0,62.0,0.153
23.0,63.0,0.151
23.0,64.0,0.158
23.0,65.0,0.16
24.0,0.0,0.18
24.0,1.0,0.185
24.0,2.0,0.19
24.0,3.0,0.204
24.0,4.0,0.227
24.0,5.0,0.26
24.0,6.0,0.277
24.0,7.0,0.278
24.0,8.0,0.272
24.0,9.0,0.261
24.0,10.0,0.246
24.0,11.0,0.23
24.0,12.0,0.212
24.0,13.0,0.191
24.0,14.0,0.168
24.0,15.0,0.15
24.0,16.0,0.138
24.0,17.0,0.131
24.0,18.0,0.126
24.0,19.0,0.122
24.0,20.0,0.118
24.0,21.0,0.115
24.0,22.0,0.114
24.0,23.0,0.114
24.0,24.0,0.114
24.0,25.0,0.114
24.0,26.0,0.116
24.0,27.0,0.117
24.0,28.0,0.117
24.0,29.0,0.116
24.0,30.0,0.117
24.0,31.0,0.121
24.0,32.0,0.121
24.0,33.0,0.128
24.0,34.0,0.125
24.0,35.0,0.122
24.0,36.0,0.12
24.0,37.0,0.118
24.0,38.0,0.117
24.0,39.0,0.119
24.0,40.0,0.123
24.0,41.0,0.128
24.0,42.0,0.125
24.0,43.0,0.122
24.0,44.0,0.12
24.0,45.0,0.118
24.0,46.0,0.116
24.0,47.0,0.128
24.0,48.0,0.139
24.0,49.0,0.134
24.0,50.0,0.14
24.0,51.0,0.17
24.0,52.0,0.196
24.0,53.0,0.208
24.0,54.0,0.205
24.0,55.0,0.161
24.0,56.0,0.128
24.0,57.0,0.152
24.0,58.0,0.208
24.0,59.0,0.223
24.0,60.0,0.187
24.0,61.0,0.163
24.0,62.0,0.153
24.0,63.0,0.151
24.0,64.0,0.158
24.0,65.0,0.16
25.0,0.0,0.18
25.0,1.0,0.185
25.0,2.0,0.19
25.0,3.0,0.204
25.0,4.0,0.226
25.0,5.0,0.258
25.0,6.0,0.275
25.0,7.0,0.274
25.0,8.0,0.268
25.0,9.0,0.257
25.0,10.0,0.241
25.0,11.0,0.225
25.0,12.0,0.207
25.0,13.0,0.187
25.0,14.0,0.165
25.0,15.0,0.148
25.0,16.0,0.137
25.0,17.0,0.13
25.0,18.0,0.125
25.0,19.0,0.121
25.0,20.0,0.117
25.0,21.0,0.115
25.0,22.0,0.114
25.0,23.0,0.113
25.0,24.0,0.114
25.0,25.0,0.113
25.0,26.0,0.121
25.0,27.0,0.119
25.0,28.0,0.119
25.0,29.0,0.116
25.0,30.0,0.118
25.0,31.0,0.121
25.0,32.0,0.122
25.0,33.0,0.131
25.0,34.0,0.127
25.0,35.0,0.123
25.0,36.0,0.121
25.0,37.0,0.118
25.0,38.0,0.117
25.0,39.0,0.119
25.0,40.0,0.123
25.0,41.0,0.129
25.0,42.0,0.126
25.0,43.0,0.122
25.0,44.0,0.12
25.0,45.0,0.118
25.0,46.0,0.116
25.0,47.0,0.128
25.0,48.0,0.139
25.0,49.0,0.134
25.0,50.0,0.141
25.0,51.0,0.173
25.0,52.0,0.201
25.0,53.0,0.215
25.0,54.0,0.211
25.0,55.0,0.163
25.0,56.0,0.127
25.0,57.0,0.153
25.0,58.0,0.211
25.0,59.0,0.226
25.0,60.0,0.188
25.0,61.0,0.164
25.0,62.0,0.153
25.0,63.0,0.151
25.0,64.0,0.158
25.0,65.0,0.16
26.0,0.0,0.18
26.0,1.0,0.185
26.0,2.0,0.19
26.0,3.0,0.204
26.0,4.0,0.226
26.0,5.0,0.257
26.0,6.0,0.273
26.0,7.0,0.272
26.0,8.0,0.266
26.0,9.0,0.254
26.0,10.0,0.239
26.0,11.0,0.223
26.0,12.0,0.205
26.0,13.0,0.185
26.0,14.0,0.164
26.0,15.0,0.147
26.0,16.0,0.136
26.0,17.0,0.129
26.0,18.0,0.125
26.0,19.0,0.121
26.0,20.0,0.118
26.0,21.0,0.115
26.0,22.0,0.114
26.0,23.0,0.114
26.0,24.0,0.116
26.0,25.0,0.121
26.0,26.0,0.112
26.0,27.0,0.116
26.0,28.0,0.117
26.0,29.0,0.114
26.0,30.0,0.116
26.0,31.0,0.119
26.0,32.0,0.125
26.0,33.0,0.137
26.0,34.0,0.132
26.0,35.0,0.126
26.0,36.0,0.123
26.0,37.0,0.119
26.0,38.0,0.117
26.0,39.0,0.12
26.0,40.0,0.125
26.0,41.0,0.132
26.0,42.0,0.128
26.0,43.0,0.123
26.0,44.0,0.12
26.0,45.0,0.117
26.0,46.0,0.115
26.0,47.0,0.128
26.0,48.0,0.14
26.0,49.0,0.135
26.0,50.0,0.143
26.0,51.0,0.179
26.0,52.0,0.209
26.0,53.0,0.224
26.0,54.0,0.219
26.0,55.0,0.165
26.0,56.0,0.127
26.0,57.0,0.155
26.0,58.0,0.216
26.0,59.0,0.23
26.0,60.0,0.19
26.0,61.0,0.165
26.0,62.0,0.154
26.0,63.0,0.151
26.0,64.0,0.158
26.0,65.0,0.16
27.0,0.0,0.18
27.0,1.0,0.185
27.0,2.0,0.19
27.0,3.0,0.204
27.0,4.0,0.225
27.0,5.0,0.256
27.0,6.0,0.271
27.0,7.0,0.27
27.0,8.0,0.263
27.0,9.0,0.251
27.0,10.0,0.236
27.0,11.0,0.22
27.0,12.0,0.203
27.0,13.0,0.183
27.0,14.0,0.163
27.0,15.0,0.147
27.0,16.0,0.136
27.0,17.0,0.129
27.0,18.0,0.125
27.0,19.0,0.121
27.0,20.0,0.118
27.0,21.0,0.115
27.0,22.0,0.114
27.0,23.0,0.114
27.0,24.0,0.117
27.0,25.0,0.119
27.0,26.0,0.116
27.0,27.0,0.111
27.0,28.0,0.117
27.0,29.0,0.112
27.0,30.0,0.115
27.0,31.0,0.117
27.0,32.0,0.128
27.0,33.0,0.145
27.0,34.0,0.14
27.0,35.0,0.13
27.0,36.0,0.126
27.0,37.0,0.121
27.0,38.0,0.118
27.0,39.0,0.121
27.0,40.0,0.128
27.0,41.0,0.136
27.0,42.0,0.13
27.0,43.0,0.125
27.0,44.0,0.121
27.0,45.0,0.117
27.0,46.0,0.114
27.0,47.0,0.128
27.0,48.0,0.14
27.0,49.0,0.135
27.0,50.0,0.145
27.0,51.0,0.184
27.0,52.0,0.218
27.0,53.0,0.234
27.0,54.0,0.227
27.0,55.0,0.168
27.0,56.0,0.127
27.0,57.0,0.157
27.0,58.0,0.221
27.0,59.0,0.234
27.0,60.0,0.191
27.0,61.0,0.165
27.0,62.0,0.154
27.0,63.0,0.151
27.0,64.0,0.158
27.0,65.0,0.16
28.0,0.0,0.18
28.0,1.0,0.185
28.0,2.0,0.19
28.0,3.0,0.204
28.0,4.0,0.225
28.0,5.0,0.255
28.0,6.0,0.27
28.0,7.0,0.269
28.0,8.0,0.262
28.0,9.0,0.249
28.0,10.0,0.234
28.0,11.0,0.218
28.0,12.0,0.201
28.0,13.0,0.182
28.0,14.0,0.162
28.0,15.0,0.146
28.0,16.0,0.136
28.0,17.0,0.129
28.0,18.0,0.125
28.0,19.0,0.121
28.0,20.0,0.118
28.0,21.0,0.115
28.0,22.0,0.114
28.0,23.0,0.114
28.0,24.0,0.117
28.0,25.0,0.119
28.0,26.0,0.117
28.0,27.0,0.117
28.0,28.0,0.11
28.0,29.0,0.11
28.0,30.0,0.113
28.0,31.0,0.115
28.0,32.0,0.133
28.0,33.0,0.156
28.0,34.0,0.152
28.0,35.0,0.139
28.0,36.0,0.132
28.0,37.0,0.124
28.0,38.0,0.12
28.0,39.0,0.124
28.0,40.0,0.132
28.0,41.0,0.142
28.0,42.0,0.134
28.0,43.0,0.127
28.0,44.0,0.122
28.0,45.0,0.118
28.0,46.0,0.113
28.0,47.0,0.127
28.0,48.0,0.14
28.0,49.0,0.136
28.0,50.0,0.147
28.0,51.0,0.191
28.0,52.0,0.228
28.0,53.0,0.245
28.0,54.0,0.237
28.0,55.0,0.172
28.0,56.0,0.128
28.0,57.0,0.159
28.0,58.0,0.227
28.0,59.0,0.239
28.0,60.0,0.194
28.0,61.0,0.167
28.0,62.0,0.154
28.0,63.0,0.151
28.0,64.0,0.159
28.0,65.0,0.16
29.0,0.0,0.18
29.0,1.0,0.185
29.0,2.0,0.191
29.0,3.0,0.204
29.0,4.0,0.225
29.0,5.0,0.254
29.0,6.0,0.269
29.0,7.0,0.267
29.0,8.0,0.26
29.0,9.0,0.247
29.0,10.0,0.232
29.0,11.0,0.216
29.0,12.0,0.199
29.0,13.0,0.18
29.0,14.0,0.161
29.0,15.0,0.145
29.0,16.0,0.135
29.0,17.0,0.129
29.0,18.0,0.124
29.0,19.0,0.121
29.0,20.0,0.117
29.0,21.0,0.115
29.0,22.0,0.114
29.0,23.0,0.114
29.0,24.0,0.116
29.0,25.0,0.116
29.0,26.0,0.114
29.0,27.0,0.112
29.0,28.0,0.11
29.0,29.0,0.109
29.0,30.0,0.116
29.0,31.0,0.116
29.0,32.0,0.137
29.0,33.0,0.169
29.0,34.0,0.167
29.0,35.0,0.149
29.0,36.0,0.139
29.0,37.0,0.128
29.0,38.0,0.122
29.0,39.0,0.127
29.0,40.0,0.136
29.0,41.0,0.148
29.0,42.0,0.138
29.0,43.0,0.13
29.0,44.0,0.124
29.0,45.0,0.119
29.0,46.0,0.113
29.0,47.0,0.127
29.0,48.0,0.141
29.0,49.0,0.137
29.0,50.0,0.149
29.0,51.0,0.198
29.0,52.0,0.238
29.0,53.0,0.257
29.0,54.0,0.247
29.0,55.0,0.175
29.0,56.0,0.128
29.0,57.0,0.161
29.0,58.0,0.233
29.0,59.0,0.244
29.0,60.0,0.196
29.0,61.0,0.168
29.0,62.0,0.155
29.0,63.0,0.151
29.0,64.0,0.159
29.0,65.0,0.16
30.0,0.0,0.18
30.0,1.0,0.185
30.0,2.0,0.19
30.0,3.0,0.204
30.0,4.0,0.225
30.0,5.0,0.255
30.0,6.0,0.269
30.0,7.0,0.267
30.0,8.0,0.26
30.0,9.0,0.247
30.0,10.0,0.232
30.0,11.0,0.216
30.0,12.0,0.199
30.0,13.0,0.181
30.0,14.0,0.161
30.0,15.0,0.146
30.0,16.0,0.136
30.0,17.0,0.129
30.0,18.0,0.125
30.0,19.0,0.121
30.0,20.0,0.118
30.0,21.0,0.116
30.0,22.0,0.115
30.0,23.0,0.115
30.0,24.0,0.117
30.0,25.0,0.118
30.0,26.0,0.116
30.0,27.0,0.115
30.0,28.0,0.113
30.0,29.0,0.116
30.0,30.0,0.107
30.0,31.0,0.114
30.0,32.0,0.159
30.0,33.0,0.209
30.0,34.0,0.2
30.0,35.0,0.169
30.0,36.0,0.152
30.0,37.0,0.136
30.0,38.0,0.128
30.0,39.0,0.133
30.0,40.0,0.144
30.0,41.0,0.158
30.0,42.0,0.146
30.0,43.0,0.136
30.0,44.0,0.128
30.0,45.0,0.121
30.0,46.0,0.113
30.0,47.0,0.127
30.0,48.0,0.143
30.0,49.0,0.139
30.0,50.0,0.157
30.0,51.0,0.215
30.0,52.0,0.262
30.0,53.0,0.282
30.0,54.0,0.272
30.0,55.0,0.187
30.0,56.0,0.129
30.0,57.0,0.17
30.0,58.0,0.252
30.0,59.0,0.262
30.0,60.0,0.205
30.0,61.0,0.172
30.0,62.0,0.158
30.0,63.0,0.153
30.0,64.0,0.16
30.0,65.0,0.16
31.0,0.0,0.181
31.0,1.0,0.184
31.0,2.0,0.19
31.0,3.0,0.205
31.0,4.0,0.228
31.0,5.0,0.258
31.0,6.0,0.272
31.0,7.0,0.27
31.0,8.0,0.264
31.0,9.0,0.252
31.0,10.0,0.236
31.0,11.0,0.221
31.0,12.0,0.204
31.0,13.0,0.186
31.0,14.0,0.166
31.0,15.0,0.15
31.0,16.0,0.139
31.0,17.0,0.132
31.0,18.0,0.128
31.0,19.0,0.124
31.0,20.0,0.121
31.0,21.0,0.118
31.0,22.0,0.118
31.0,23.0,0.119
31.0,24.0,0.121
31.0,25.0,0.121
31.0,26.0,0.119
31.0,27.0,0.117
31.0,28.0,0.115
31.0,29.0,0.116
31.0,30.0,0.114
31.0,31.0,0.101
31.0,32.0,0.269
31.0,33.0,0.241
31.0,34.0,0.19
31.0,35.0,0.16
31.0,36.0,0.148
31.0,37.0,0.137
31.0,38.0,0.13
31.0,39.0,0.134
31.0,40.0,0.144
31.0,41.0,0.157
31.0,42.0,0.149
31.0,43.0,0.141
31.0,44.0,0.133
31.0,45.0,0.128
31.0,46.0,0.117
31.0,47.0,0.131
31.0,48.0,0.159
31.0,49.0,0.161
31.0,50.0,0.197
31.0,51.0,0.276
31.0,52.0,0.323
31.0,53.0,0.342
31.0,54.0,0.334
31.0,55.0,0.233
31.0,56.0,0.141
31.0,57.0,0.213
31.0,58.0,0.325
31.0,59.0,0.334
31.0,60.0,0.251
31.0,61.0,0.202
31.0,62.0,0.175
31.0,63.0,0.163
31.0,64.0,0.169
31.0,65.0,0.166
32.0,0.0,0.18
32.0,1.0,0.186
32.0,2.0,0.192
32.0,3.0,0.204
32.0,4.0,0.223
32.0,5.0,0.25
32.0,6.0,0.261
32.0,7.0,0.259
32.0,8.0,0.251
32.0,9.0,0.238
32.0,10.0,0.222
32.0,11.0,0.206
32.0,12.0,0.19
32.0,13.0,0.172
32.0,14.0,0.154
32.0,15.0,0.141
32.0,16.0,0.133
32.0,17.0,0.128
32.0,18.0,0.125
32.0,19.0,0.122
32.0,20.0,0.121
32.0,21.0,0.12
32.0,22.0,0.12
32.0,23.0,0.121
32.0,24.0,0.121
32.0,25.0,0.122
32.0,26.0,0.125
32.0,27.0,0.128
32.0,28.0,0.133
32.0,29.0,0.137
32.0,30.0,0.159
32.0,31.0,0.269
32.0,32.0,0.12
32.0,33.0,0.151
32.0,34.0,0.126
32.0,35.0,0.121
32.0,36.0,0.121
32.0,37.0,0.12
32.0,38.0,0.121
32.0,39.0,0.12
32.0,40.0,0.123
32.0,41.0,0.128
32.0,42.0,0.125
32.0,43.0,0.122
32.0,44.0,0.121
32.0,45.0,0.12
32.0,46.0,0.122
32.0,47.0,0.128
32.0,48.0,0.141
32.0,49.0,0.136
32.0,50.0,0.151
32.0,51.0,0.216
32.0,52.0,0.267
32.0,53.0,0.287
32.0,54.0,0.27
32.0,55.0,0.177
32.0,56.0,0.127
32.0,57.0,0.163
32.0,58.0,0.256
32.0,59.0,0.267
32.0,60.0,0.203
32.0,61.0,0.169
32.0,62.0,0.155
32.0,63.0,0.151
32.0,64.0,0.159
32.0,65.0,0.16
33.0,0.0,0.181
33.0,1.0,0.187
33.0,2.0,0.193
33.0,3.0,0.205
33.0,4.0,0.223
33.0,5.0,0.248
33.0,6.0,0.259
33.0,7.0,0.256
33.0,8.0,0.247
33.0,9.0,0.234
33.0,10.0,0.219
33.0,11.0,0.203
33.0,12.0,0.187
33.0,13.0,0.17
33.0,14.0,0.153
33.0,15.0,0.141
33.0,16.0,0.134
33.0,17.0,0.13
33.0,18.0,0.127
33.0,19.0,0.125
33.0,20.0,0.125
33.0,21.0,0.125
33.0,22.0,0.126
33.0,23.0,0.127
33.0,24.0,0.128
33.0,25.0,0.131
33.0,26.0,0.137
33.0,27.0,0.145
33.0,28.0,0.156
33.0,29.0,0.169
33.0,30.0,0.209
33.0,31.0,0.241
33.0,32.0,0.151
33.0,33.0,0.125
33.0,34.0,0.127
33.0,35.0,0.131
33.0,36.0,0.13
33.0,37.0,0.132
33.0,38.0,0.133
33.0,39.0,0.127
33.0,40.0,0.125
33.0,41.0,0.127
33.0,42.0,0.125
33.0,43.0,0.125
33.0,44.0,0.125
33.0,45.0,0.128
33.0,46.0,0.129
33.0,47.0,0.13
33.0,48.0,0.139
33.0,49.0,0.134
33.0,50.0,0.143
33.0,51.0,0.201
33.0,52.0,0.256
33.0,53.0,0.277
33.0,54.0,0.259
33.0,55.0,0.168
33.0,56.0,0.129
33.0,57.0,0.155
33.0,58.0,0.237
33.0,59.0,0.247
33.0,60.0,0.192
33.0,61.0,0.164
33.0,62.0,0.153
33.0,63.0,0.151
33.0,64.0,0.158
33.0,65.0,0.16
34.0,0.0,0.181
34.0,1.0,0.188
34.0,2.0,0.193
34.0,3.0,0.205
34.0,4.0,0.223
34.0,5.0,0.247
34.0,6.0,0.258
34.0,7.0,0.255
34.0,8.0,0.246
34.0,9.0,0.233
34.0,10.0,0.218
34.0,11.0,0.203
34.0,12.0,0.186
34.0,13.0,0.169
34.0,14.0,0.153
34.0,15.0,0.141
34.0,16.0,0.134
34.0,17.0,0.129
34.0,18.0,0.127
34.0,19.0,0.125
34.0,20.0,0.123
34.0,21.0,0.123
34.0,22.0,0.124
34.0,23.0,0.125
34.0,24.0,0.125
34.0,25.0,0.127
34.0,26.0,0.132
34.0,27.0,0.14
34.0,28.0,0.152
34.0,29.0,0.167
34.0,30.0,0.2
34.0,31.0,0.19
34.0,32.0,0.126
34.0,33.0,0.127
34.0,34.0,0.123
34.0,35.0,0.138
34.0,36.0,0.133
34.0,37.0,0.135
34.0,38.0,0.136
34.0,39.0,0.127
34.0,40.0,0.123
34.0,41.0,0.129
34.0,42.0,0.125
34.0,43.0,0.123
34.0,44.0,0.124
34.0,45.0,0.127
34.0,46.0,0.125
34.0,47.0,0.13
34.0,48.0,0.139
34.0,49.0,0.134
34.0,50.0,0.143
34.0,51.0,0.201
34.0,52.0,0.258
34.0,53.0,0.282
34.0,54.0,0.262
34.0,55.0,0.168
34.0,56.0,0.128
34.0,57.0,0.155
34.0,58.0,0.233
34.0,59.0,0.242
34.0,60.0,0.19
34.0,61.0,0.163
34.0,62.0,0.153
34.0,63.0,0.151
34.0,64.0,0.158
34.0,65.0,0.16
35.0,0.0,0.181
35.0,1.0,0.188
35.0,2.0,0.193
35.0,3.0,0.205
35.0,4.0,0.223
35.0,5.0,0.247
35.0,6.0,0.258
35.0,7.0,0.254
35.0,8.0,0.246
35.0,9.0,0.233
35.0,10.0,0.218
35.0,11.0,0.202
35.0,12.0,0.186
35.0,13.0,0.169
35.0,14.0,0.153
35.0,15.0,0.141
35.0,16.0,0.134
35.0,17.0,0.129
35.0,18.0,0.126
35.0,19.0,0.124
35.0,20.0,0.122
