i,j,score
7.0,10.0,0.292
7.0,11.0,0.302
7.0,12.0,0.312
7.0,13.0,0.319
7.0,14.0,0.323
7.0,15.0,0.323
7.0,16.0,0.32
7.0,17.0,0.315
7.0,18.0,0.308
7.0,19.0,0.302
7.0,20.0,0.297
7.0,21.0,0.292
7.0,22.0,0.287
7.0,23.0,0.282
7.0,24.0,0.278
7.0,25.0,0.274
7.0,26.0,0.272
7.0,27.0,0.27
7.0,28.0,0.269
7.0,29.0,0.267
7.0,30.0,0.267
7.0,31.0,0.27
7.0,32.0,0.259
7.0,33.0,0.256
7.0,34.0,0.255
7.0,35.0,0.254
7.0,36.0,0.254
7.0,37.0,0.253
7.0,38.0,0.253
7.0,39.0,0.252
7.0,40.0,0.25
7.0,41.0,0.249
7.0,42.0,0.249
7.0,43.0,0.25
7.0,44.0,0.25
7.0,45.0,0.25
7.0,46.0,0.252
7.0,47.0,0.248
7.0,48.0,0.247
7.0,49.0,0.248
7.0,50.0,0.247
7.0,51.0,0.245
7.0,52.0,0.245
7.0,53.0,0.246
7.0,54.0,0.246
7.0,55.0,0.245
7.0,56.0,0.247
7.0,57.0,0.245
7.0,58.0,0.247
7.0,59.0,0.249
7.0,60.0,0.247
7.0,61.0,0.246
7.0,62.0,0.245
7.0,63.0,0.245
7.0,64.0,0.246
7.0,65.0,0.247
8.0,0.0,0.24
8.0,1.0,0.237
8.0,2.0,0.237
8.0,3.0,0.237
8.0,4.0,0.237
8.0,5.0,0.243
8.0,6.0,0.261
8.0,7.0,0.271
8.0,8.0,0.237
8.0,9.0,0.295
8.0,10.0,0.306
8.0,11.0,0.317
8.0,12.0,0.325
8.0,13.0,0.33
8.0,14.0,0.332
8.0,15.0,0.33
8.0,16.0,0.324
8.0,17.0,0.317
8.0,18.0,0.308
8.0,19.0,0.301
8.0,20.0,0.295
8.0,21.0,0.289
8.0,22.0,0.282
8.0,23.0,0.277
8.0,24.0,0.272
8.0,25.0,0.268
8.0,26.0,0.266
8.0,27.0,0.263
8.0,28.0,0.262
8.0,29.0,0.26
8.0,30.0,0.26
8.0,31.0,0.264
8.0,32.0,0.251
8.0,33.0,0.247
8.0,34.0,0.246
8.0,35.0,0.246
8.0,36.0,0.245
8.0,37.0,0.245
8.0,38.0,0.245
8.0,39.0,0.243
8.0,40.0,0.242
8.0,41.0,0.24
8.0,42.0,0.24
8.0,43.0,0.241
8.0,44.0,0.241
8.0,45.0,0.242
8.0,46.0,0.244
8.0,47.0,0.24
8.0,48.0,0.238
8.0,49.0,0.239
8.0,50.0,0.239
8.0,51.0,0.237
8.0,52.0,0.237
8.0,53.0,0.238
8.0,54.0,0.238
8.0,55.0,0.237
8.0,56.0,0.238
8.0,57.0,0.237
8.0,58.0,0.238
8.0,59.0,0.24
8.0,60.0,0.238
8.0,61.0,0.237
8.0,62.0,0.237
8.0,63.0,0.237
8.0,64.0,0.237
8.0,65.0,0.238
9.0,0.0,0.225
9.0,1.0,0.225
9.0,2.0,0.225
9.0,3.0,0.227
9.0,4.0,0.23
9.0,5.0,0.244
9.0,6.0,0.269
9.0,7.0,0.281
9.0,8.0,0.295
9.0,9.0,0.225
9.0,10.0,0.318
9.0,11.0,0.327
9.0,12.0,0.333
9.0,13.0,0.334
9.0,14.0,0.333
9.0,15.0,0.329
9.0,16.0,0.321
9.0,17.0,0.312
9.0,18.0,0.302
9.0,19.0,0.293
9.0,20.0,0.286
9.0,21.0,0.28
9.0,22.0,0.272
9.0,23.0,0.267
9.0,24.0,0.261
9.0,25.0,0.257
9.0,26.0,0.254
9.0,27.0,0.251
9.0,28.0,0.249
9.0,29.0,0.247
9.0,30.0,0.247
9.0,31.0,0.252
9.0,32.0,0.238
9.0,33.0,0.234
9.0,34.0,0.233
9.0,35.0,0.233
9.0,36.0,0.232
9.0,37.0,0.232
9.0,38.0,0.232
9.0,39.0,0.23
9.0,40.0,0.229
9.0,41.0,0.228
9.0,42.0,0.228
9.0,43.0,0.228
9.0,44.0,0.228
9.0,45.0,0.229
9.0,46.0,0.232
9.0,47.0,0.227
9.0,48.0,0.226
9.0,49.0,0.227
9.0,50.0,0.226
9.0,51.0,0.225
9.0,52.0,0.225
9.0,53.0,0.226
9.0,54.0,0.226
9.0,55.0,0.225
9.0,56.0,0.226
9.0,57.0,0.225
9.0,58.0,0.227
9.0,59.0,0.23
9.0,60.0,0.227
9.0,61.0,0.225
9.0,62.0,0.225
9.0,63.0,0.225
9.0,64.0,0.226
9.0,65.0,0.227
10.0,0.0,0.211
10.0,1.0,0.214
10.0,2.0,0.215
10.0,3.0,0.218
10.0,4.0,0.225
10.0,5.0,0.248
10.0,6.0,0.278
10.0,7.0,0.292
10.0,8.0,0.306
10.0,9.0,0.318
10.0,10.0,0.211
10.0,11.0,0.331
10.0,12.0,0.33
10.0,13.0,0.328
10.0,14.0,0.325
10.0,15.0,0.319
10.0,16.0,0.311
10.0,17.0,0.301
10.0,18.0,0.289
10.0,19.0,0.28
10.0,20.0,0.273
10.0,21.0,0.266
10.0,22.0,0.258
10.0,23.0,0.252
10.0,24.0,0.246
10.0,25.0,0.241
10.0,26.0,0.239
10.0,27.0,0.236
10.0,28.0,0.234
10.0,29.0,0.232
10.0,30.0,0.232
10.0,31.0,0.236
10.0,32.0,0.222
10.0,33.0,0.219
10.0,34.0,0.218
10.0,35.0,0.218
10.0,36.0,0.217
10.0,37.0,0.217
10.0,38.0,0.217
10.0,39.0,0.215
10.0,40.0,0.214
10.0,41.0,0.213
10.0,42.0,0.213
10.0,43.0,0.213
10.0,44.0,0.214
10.0,45.0,0.214
10.0,46.0,0.217
10.0,47.0,0.212
10.0,48.0,0.211
10.0,49.0,0.212
10.0,50.0,0.211
10.0,51.0,0.211
10.0,52.0,0.212
10.0,53.0,0.214
10.0,54.0,0.214
10.0,55.0,0.211
10.0,56.0,0.211
10.0,57.0,0.211
10.0,58.0,0.215
10.0,59.0,0.219
10.0,60.0,0.215
10.0,61.0,0.212
10.0,62.0,0.212
10.0,63.0,0.212
10.0,64.0,0.213
10.0,65.0,0.214
11.0,0.0,0.2
11.0,1.0,0.204
11.0,2.0,0.207
11.0,3.0,0.212
11.0,4.0,0.223
11.0,5.0,0.254
11.0,6.0,0.287
11.0,7.0,0.302
11.0,8.0,0.317
11.0,9.0,0.327
11.0,10.0,0.331
11.0,11.0,0.197
11.0,12.0,0.321
11.0,13.0,0.316
11.0,14.0,0.313
11.0,15.0,0.307
11.0,16.0,0.298
11.0,17.0,0.287
11.0,18.0,0.275
11.0,19.0,0.265
11.0,20.0,0.257
11.0,21.0,0.25
11.0,22.0,0.242
11.0,23.0,0.236
11.0,24.0,0.23
11.0,25.0,0.225
11.0,26.0,0.223
11.0,27.0,0.22
11.0,28.0,0.218
11.0,29.0,0.216
11.0,30.0,0.216
11.0,31.0,0.221
11.0,32.0,0.206
11.0,33.0,0.203
11.0,34.0,0.203
11.0,35.0,0.202
11.0,36.0,0.202
11.0,37.0,0.202
11.0,38.0,0.201
11.0,39.0,0.2
11.0,40.0,0.199
11.0,41.0,0.198
11.0,42.0,0.198
11.0,43.0,0.199
11.0,44.0,0.199
11.0,45.0,0.199
11.0,46.0,0.202
11.0,47.0,0.198
11.0,48.0,0.197
11.0,49.0,0.197
11.0,50.0,0.197
11.0,51.0,0.198
11.0,52.0,0.2
11.0,53.0,0.202
11.0,54.0,0.202
11.0,55.0,0.198
11.0,56.0,0.197
11.0,57.0,0.197
11.0,58.0,0.204
11.0,59.0,0.208
11.0,60.0,0.203
11.0,61.0,0.2
11.0,62.0,0.199
11.0,63.0,0.199
11.0,64.0,0.201
11.0,65.0,0.203
12.0,0.0,0.191
12.0,1.0,0.196
12.0,2.0,0.2
12.0,3.0,0.207
12.0,4.0,0.223
12.0,5.0,0.262
12.0,6.0,0.297
12.0,7.0,0.312
12.0,8.0,0.325
12.0,9.0,0.333
12.0,10.0,0.33
12.0,11.0,0.321
12.0,12.0,0.183
12.0,13.0,0.306
12.0,14.0,0.302
12.0,15.0,0.297
12.0,16.0,0.286
12.0,17.0,0.273
12.0,18.0,0.259
12.0,19.0,0.248
12.0,20.0,0.24
12.0,21.0,0.232
12.0,22.0,0.224
12.0,23.0,0.218
12.0,24.0,0.212
12.0,25.0,0.207
12.0,26.0,0.205
12.0,27.0,0.203
12.0,28.0,0.201
12.0,29.0,0.199
12.0,30.0,0.199
12.0,31.0,0.204
12.0,32.0,0.19
12.0,33.0,0.187
12.0,34.0,0.186
12.0,35.0,0.186
12.0,36.0,0.186
12.0,37.0,0.186
12.0,38.0,0.186
12.0,39.0,0.185
12.0,40.0,0.184
12.0,41.0,0.183
12.0,42.0,0.183
12.0,43.0,0.183
12.0,44.0,0.184
12.0,45.0,0.184
12.0,46.0,0.186
12.0,47.0,0.183
12.0,48.0,0.183
12.0,49.0,0.183
12.0,50.0,0.183
12.0,51.0,0.185
12.0,52.0,0.188
12.0,53.0,0.191
12.0,54.0,0.191
12.0,55.0,0.185
12.0,56.0,0.183
12.0,57.0,0.184
12.0,58.0,0.193
12.0,59.0,0.199
12.0,60.0,0.193
12.0,61.0,0.188
12.0,62.0,0.186
12.0,63.0,0.186
12.0,64.0,0.189
12.0,65.0,0.191
13.0,0.0,0.184
13.0,1.0,0.19
13.0,2.0,0.194
13.0,3.0,0.205
13.0,4.0,0.226
13.0,5.0,0.271
13.0,6.0,0.305
13.0,7.0,0.319
13.0,8.0,0.33
13.0,9.0,0.334
13.0,10.0,0.328
13.0,11.0,0.316
13.0,12.0,0.306
13.0,13.0,0.168
13.0,14.0,0.294
13.0,15.0,0.288
13.0,16.0,0.273
13.0,17.0,0.256
13.0,18.0,0.239
13.0,19.0,0.227
13.0,20.0,0.219
13.0,21.0,0.211
13.0,22.0,0.203
13.0,23.0,0.197
13.0,24.0,0.191
13.0,25.0,0.187
13.0,26.0,0.185
13.0,27.0,0.183
13.0,28.0,0.182
13.0,29.0,0.18
13.0,30.0,0.181
13.0,31.0,0.186
13.0,32.0,0.172
13.0,33.0,0.17
13.0,34.0,0.169
13.0,35.0,0.169
13.0,36.0,0.169
13.0,37.0,0.169
13.0,38.0,0.169
13.0,39.0,0.169
13.0,40.0,0.168
13.0,41.0,0.168
13.0,42.0,0.168
13.0,43.0,0.168
13.0,44.0,0.168
13.0,45.0,0.168
13.0,46.0,0.169
13.0,47.0,0.168
13.0,48.0,0.169
13.0,49.0,0.168
13.0,50.0,0.168
13.0,51.0,0.172
13.0,52.0,0.178
13.0,53.0,0.181
13.0,54.0,0.181
13.0,55.0,0.173
13.0,56.0,0.168
13.0,57.0,0.171
13.0,58.0,0.184
13.0,59.0,0.191
13.0,60.0,0.183
13.0,61.0,0.176
13.0,62.0,0.174
13.0,63.0,0.174
13.0,64.0,0.178
13.0,65.0,0.18
14.0,0.0,0.181
14.0,1.0,0.186
14.0,2.0,0.191
14.0,3.0,0.204
14.0,4.0,0.23
14.0,5.0,0.278
14.0,6.0,0.311
14.0,7.0,0.323
14.0,8.0,0.332
14.0,9.0,0.333
14.0,10.0,0.325
14.0,11.0,0.313
14.0,12.0,0.302
14.0,13.0,0.294
14.0,14.0,0.153
14.0,15.0,0.271
14.0,16.0,0.25
14.0,17.0,0.229
14.0,18.0,0.211
14.0,19.0,0.201
14.0,20.0,0.193
14.0,21.0,0.186
14.0,22.0,0.179
14.0,23.0,0.173
14.0,24.0,0.168
14.0,25.0,0.165
14.0,26.0,0.164
14.0,27.0,0.163
14.0,28.0,0.162
14.0,29.0,0.161
14.0,30.0,0.161
14.0,31.0,0.166
14.0,32.0,0.154
14.0,33.0,0.153
14.0,34.0,0.153
14.0,35.0,0.153
14.0,36.0,0.153
14.0,37.0,0.153
14.0,38.0,0.153
14.0,39.0,0.153
14.0,40.0,0.153
14.0,41.0,0.154
14.0,42.0,0.153
14.0,43.0,0.153
14.0,44.0,0.153
14.0,45.0,0.153
14.0,46.0,0.153
14.0,47.0,0.154
14.0,48.0,0.157
14.0,49.0,0.155
14.0,50.0,0.156
14.0,51.0,0.162
14.0,52.0,0.17
14.0,53.0,0.174
14.0,54.0,0.174
14.0,55.0,0.163
14.0,56.0,0.154
14.0,57.0,0.16
14.0,58.0,0.178
14.0,59.0,0.187
14.0,60.0,0.176
14.0,61.0,0.167
14.0,62.0,0.164
14.0,63.0,0.164
14.0,64.0,0.169
14.0,65.0,0.171
15.0,0.0,0.18
15.0,1.0,0.185
15.0,2.0,0.19
15.0,3.0,0.205
15.0,4.0,0.233
15.0,5.0,0.282
15.0,6.0,0.312
15.0,7.0,0.323
15.0,8.0,0.33
15.0,9.0,0.329
15.0,10.0,0.319
15.0,11.0,0.307
15.0,12.0,0.297
15.0,13.0,0.288
15.0,14.0,0.271
15.0,15.0,0.141
15.0,16.0,0.222
15.0,17.0,0.2
15.0,18.0,0.184
15.0,19.0,0.176
15.0,20.0,0.17
15.0,21.0,0.165
15.0,22.0,0.158
15.0,23.0,0.154
15.0,24.0,0.15
15.0,25.0,0.148
15.0,26.0,0.147
15.0,27.0,0.147
15.0,28.0,0.146
15.0,29.0,0.145
15.0,30.0,0.146
15.0,31.0,0.15
15.0,32.0,0.141
15.0,33.0,0.141
15.0,34.0,0.141
15.0,35.0,0.141
15.0,36.0,0.141
15.0,37.0,0.141
15.0,38.0,0.141
15.0,39.0,0.141
15.0,40.0,0.142
15.0,41.0,0.143
15.0,42.0,0.143
15.0,43.0,0.142
15.0,44.0,0.142
15.0,45.0,0.142
15.0,46.0,0.141
15.0,47.0,0.144
15.0,48.0,0.148
15.0,49.0,0.145
15.0,50.0,0.147
15.0,51.0,0.156
15.0,52.0,0.166
15.0,53.0,0.171
15.0,54.0,0.171
15.0,55.0,0.156
15.0,56.0,0.144
15.0,57.0,0.152
15.0,58.0,0.176
15.0,59.0,0.186
15.0,60.0,0.173
15.0,61.0,0.162
15.0,62.0,0.157
15.0,63.0,0.157
15.0,64.0,0.163
15.0,65.0,0.166
16.0,0.0,0.181
16.0,1.0,0.184
16.0,2.0,0.19
16.0,3.0,0.206
16.0,4.0,0.234
16.0,5.0,0.282
16.0,6.0,0.311
16.0,7.0,0.32
16.0,8.0,0.324
16.0,9.0,0.321
16.0,10.0,0.311
16.0,11.0,0.298
16.0,12.0,0.286
16.0,13.0,0.273
16.0,14.0,0.25
16.0,15.0,0.222
16.0,16.0,0.133
16.0,17.0,0.177
16.0,18.0,0.163
16.0,19.0,0.158
16.0,20.0,0.154
16.0,21.0,0.15
16.0,22.0,0.145
16.0,23.0,0.141
16.0,24.0,0.138
16.0,25.0,0.137
16.0,26.0,0.136
16.0,27.0,0.136
16.0,28.0,0.136
16.0,29.0,0.135
16.0,30.0,0.136
16.0,31.0,0.139
16.0,32.0,0.133
16.0,33.0,0.134
16.0,34.0,0.134
16.0,35.0,0.134
16.0,36.0,0.134
16.0,37.0,0.133
16.0,38.0,0.133
16.0,39.0,0.134
16.0,40.0,0.135
16.0,41.0,0.137
16.0,42.0,0.136
16.0,43.0,0.135
16.0,44.0,0.135
16.0,45.0,0.134
16.0,46.0,0.133
16.0,47.0,0.138
16.0,48.0,0.144
16.0,49.0,0.14
16.0,50.0,0.142
16.0,51.0,0.154
16.0,52.0,0.165
16.0,53.0,0.172
16.0,54.0,0.171
16.0,55.0,0.153
16.0,56.0,0.138
16.0,57.0,0.149
16.0,58.0,0.177
16.0,59.0,0.189
16.0,60.0,0.172
16.0,61.0,0.159
16.0,62.0,0.154
16.0,63.0,0.154
16.0,64.0,0.16
16.0,65.0,0.163
17.0,0.0,0.181
17.0,1.0,0.184
17.0,2.0,0.19
17.0,3.0,0.207
17.0,4.0,0.234
17.0,5.0,0.28
17.0,6.0,0.307
17.0,7.0,0.315
17.0,8.0,0.317
17.0,9.0,0.312
17.0,10.0,0.301
17.0,11.0,0.287
17.0,12.0,0.273
17.0,13.0,0.256
17.0,14.0,0.229
17.0,15.0,0.2
17.0,16.0,0.177
17.0,17.0,0.127
17.0,18.0,0.149
17.0,19.0,0.147
17.0,20.0,0.144
17.0,21.0,0.141
17.0,22.0,0.136
17.0,23.0,0.133
17.0,24.0,0.131
17.0,25.0,0.13
17.0,26.0,0.129
17.0,27.0,0.129
17.0,28.0,0.129
17.0,29.0,0.129
17.0,30.0,0.129
17.0,31.0,0.132
17.0,32.0,0.128
17.0,33.0,0.13
17.0,34.0,0.129
17.0,35.0,0.129
17.0,36.0,0.129
17.0,37.0,0.129
17.0,38.0,0.128
17.0,39.0,0.129
17.0,40.0,0.131
17.0,41.0,0.133
17.0,42.0,0.132
