i,j,score
2400.0,3800.0,0.245
2400.0,3900.0,0.179
2400.0,4000.0,0.153
2400.0,4100.0,0.153
2500.0,0.0,0.185
2500.0,100.0,0.189
2500.0,200.0,0.199
2500.0,300.0,0.226
2500.0,400.0,0.256
2500.0,500.0,0.25
2500.0,600.0,0.233
2500.0,700.0,0.209
2500.0,800.0,0.185
2500.0,900.0,0.159
2500.0,1000.0,0.14
2500.0,1100.0,0.13
2500.0,1200.0,0.125
2500.0,1300.0,0.121
2500.0,1400.0,0.119
2500.0,1500.0,0.118
2500.0,1600.0,0.118
2500.0,1700.0,0.118
2500.0,1800.0,0.12
2500.0,1900.0,0.123
2500.0,2000.0,0.137
2500.0,2100.0,0.126
2500.0,2200.0,0.132
2500.0,2300.0,0.129
2500.0,2400.0,0.121
2500.0,2500.0,0.118
2500.0,2600.0,0.315
2500.0,2700.0,0.197
2500.0,2800.0,0.137
2500.0,2900.0,0.118
2500.0,3000.0,0.118
2500.0,3100.0,0.139
2500.0,3200.0,0.135
2500.0,3300.0,0.215
2500.0,3400.0,0.292
2500.0,3500.0,0.26
2500.0,3600.0,0.127
2500.0,3700.0,0.179
2500.0,3800.0,0.245
2500.0,3900.0,0.179
2500.0,4000.0,0.153
2500.0,4100.0,0.153
2600.0,0.0,0.185
2600.0,100.0,0.19
2600.0,200.0,0.2
2600.0,300.0,0.226
2600.0,400.0,0.254
2600.0,500.0,0.248
2600.0,600.0,0.23
2600.0,700.0,0.207
2600.0,800.0,0.184
2600.0,900.0,0.159
2600.0,1000.0,0.141
2600.0,1100.0,0.132
2600.0,1200.0,0.127
2600.0,1300.0,0.124
2600.0,1400.0,0.123
2600.0,1500.0,0.123
2600.0,1600.0,0.124
2600.0,1700.0,0.126
2600.0,1800.0,0.131
2600.0,1900.0,0.138
2600.0,2000.0,0.153
2600.0,2100.0,0.124
2600.0,2200.0,0.124
2600.0,2300.0,0.126
2600.0,2400.0,0.168
2600.0,2500.0,0.315
2600.0,2600.0,0.123
2600.0,2700.0,0.137
2600.0,2800.0,0.127
2600.0,2900.0,0.142
2600.0,3000.0,0.123
2600.0,3100.0,0.139
2600.0,3200.0,0.133
2600.0,3300.0,0.2
2600.0,3400.0,0.276
2600.0,3500.0,0.246
2600.0,3600.0,0.129
2600.0,3700.0,0.172
2600.0,3800.0,0.236
2600.0,3900.0,0.175
2600.0,4000.0,0.152
2600.0,4100.0,0.154
2700.0,0.0,0.185
2700.0,100.0,0.191
2700.0,200.0,0.201
2700.0,300.0,0.226
2700.0,400.0,0.253
2700.0,500.0,0.247
2700.0,600.0,0.229
2700.0,700.0,0.206
2700.0,800.0,0.183
2700.0,900.0,0.159
2700.0,1000.0,0.142
2700.0,1100.0,0.133
2700.0,1200.0,0.129
2700.0,1300.0,0.126
2700.0,1400.0,0.125
2700.0,1500.0,0.126
2700.0,1600.0,0.126
2700.0,1700.0,0.129
2700.0,1800.0,0.134
2700.0,1900.0,0.141
2700.0,2000.0,0.159
2700.0,2100.0,0.125
2700.0,2200.0,0.125
2700.0,2300.0,0.134
2700.0,2400.0,0.165
2700.0,2500.0,0.197
2700.0,2600.0,0.137
2700.0,2700.0,0.125
2700.0,2800.0,0.183
2700.0,2900.0,0.179
2700.0,3000.0,0.125
2700.0,3100.0,0.139
2700.0,3200.0,0.133
2700.0,3300.0,0.201
2700.0,3400.0,0.287
2700.0,3500.0,0.252
2700.0,3600.0,0.129
2700.0,3700.0,0.171
2700.0,3800.0,0.237
2700.0,3900.0,0.175
2700.0,4000.0,0.152
2700.0,4100.0,0.154
2800.0,0.0,0.185
2800.0,100.0,0.19
2800.0,200.0,0.201
2800.0,300.0,0.226
2800.0,400.0,0.254
2800.0,500.0,0.247
2800.0,600.0,0.23
2800.0,700.0,0.207
2800.0,800.0,0.183
2800.0,900.0,0.159
2800.0,1000.0,0.141
2800.0,1100.0,0.132
2800.0,1200.0,0.127
2800.0,1300.0,0.124
2800.0,1400.0,0.122
2800.0,1500.0,0.122
2800.0,1600.0,0.122
2800.0,1700.0,0.123
2800.0,1800.0,0.125
2800.0,1900.0,0.129
2800.0,2000.0,0.146
2800.0,2100.0,0.124
2800.0,2200.0,0.124
2800.0,2300.0,0.122
2800.0,2400.0,0.128
2800.0,2500.0,0.137
2800.0,2600.0,0.127
2800.0,2700.0,0.183
2800.0,2800.0,0.122
2800.0,2900.0,0.159
2800.0,3000.0,0.122
2800.0,3100.0,0.139
2800.0,3200.0,0.134
2800.0,3300.0,0.222
2800.0,3400.0,0.321
2800.0,3500.0,0.276
2800.0,3600.0,0.128
2800.0,3700.0,0.18
2800.0,3800.0,0.249
2800.0,3900.0,0.179
2800.0,4000.0,0.152
2800.0,4100.0,0.153
2900.0,0.0,0.185
2900.0,100.0,0.189
2900.0,200.0,0.2
2900.0,300.0,0.226
2900.0,400.0,0.254
2900.0,500.0,0.248
2900.0,600.0,0.231
2900.0,700.0,0.207
2900.0,800.0,0.184
2900.0,900.0,0.159
2900.0,1000.0,0.14
2900.0,1100.0,0.13
2900.0,1200.0,0.125
2900.0,1300.0,0.121
2900.0,1400.0,0.119
2900.0,1500.0,0.118
2900.0,1600.0,0.118
2900.0,1700.0,0.118
2900.0,1800.0,0.118
2900.0,1900.0,0.119
2900.0,2000.0,0.132
2900.0,2100.0,0.125
2900.0,2200.0,0.127
2900.0,2300.0,0.122
2900.0,2400.0,0.118
2900.0,2500.0,0.118
2900.0,2600.0,0.142
2900.0,2700.0,0.179
2900.0,2800.0,0.159
2900.0,2900.0,0.118
2900.0,3000.0,0.118
2900.0,3100.0,0.14
2900.0,3200.0,0.137
2900.0,3300.0,0.246
2900.0,3400.0,0.355
2900.0,3500.0,0.301
2900.0,3600.0,0.127
2900.0,3700.0,0.191
2900.0,3800.0,0.263
2900.0,3900.0,0.184
2900.0,4000.0,0.154
2900.0,4100.0,0.154
3000.0,0.0,0.186
3000.0,100.0,0.187
3000.0,200.0,0.198
3000.0,300.0,0.227
3000.0,400.0,0.256
3000.0,500.0,0.251
3000.0,600.0,0.234
3000.0,700.0,0.211
3000.0,800.0,0.186
3000.0,900.0,0.16
3000.0,1000.0,0.14
3000.0,1100.0,0.129
3000.0,1200.0,0.123
3000.0,1300.0,0.119
3000.0,1400.0,0.117
3000.0,1500.0,0.115
3000.0,1600.0,0.116
3000.0,1700.0,0.114
3000.0,1800.0,0.113
3000.0,1900.0,0.112
3000.0,2000.0,0.107
3000.0,2100.0,0.125
3000.0,2200.0,0.124
3000.0,2300.0,0.121
3000.0,2400.0,0.118
3000.0,2500.0,0.118
3000.0,2600.0,0.123
3000.0,2700.0,0.125
3000.0,2800.0,0.122
3000.0,2900.0,0.118
3000.0,3000.0,0.107
3000.0,3100.0,0.235
3000.0,3200.0,0.17
3000.0,3300.0,0.205
3000.0,3400.0,0.232
3000.0,3500.0,0.229
3000.0,3600.0,0.132
3000.0,3700.0,0.217
3000.0,3800.0,0.326
3000.0,3900.0,0.27
3000.0,4000.0,0.221
3000.0,4100.0,0.202
3100.0,0.0,0.185
3100.0,100.0,0.194
3100.0,200.0,0.203
3100.0,300.0,0.226
3100.0,400.0,0.251
3100.0,500.0,0.245
3100.0,600.0,0.227
3100.0,700.0,0.205
3100.0,800.0,0.183
3100.0,900.0,0.161
3100.0,1000.0,0.148
3100.0,1100.0,0.142
3100.0,1200.0,0.14
3100.0,1300.0,0.139
3100.0,1400.0,0.139
3100.0,1500.0,0.139
3100.0,1600.0,0.139
3100.0,1700.0,0.14
3100.0,1800.0,0.141
3100.0,1900.0,0.141
3100.0,2000.0,0.157
3100.0,2100.0,0.14
3100.0,2200.0,0.139
3100.0,2300.0,0.139
3100.0,2400.0,0.139
3100.0,2500.0,0.139
3100.0,2600.0,0.139
3100.0,2700.0,0.139
3100.0,2800.0,0.139
3100.0,2900.0,0.14
3100.0,3000.0,0.235
3100.0,3100.0,0.139
3100.0,3200.0,0.141
3100.0,3300.0,0.158
3100.0,3400.0,0.182
3100.0,3500.0,0.182
3100.0,3600.0,0.139
3100.0,3700.0,0.159
3100.0,3800.0,0.242
3100.0,3900.0,0.185
3100.0,4000.0,0.154
3100.0,4100.0,0.155
3200.0,0.0,0.185
3200.0,100.0,0.192
3200.0,200.0,0.202
3200.0,300.0,0.226
3200.0,400.0,0.252
3200.0,500.0,0.246
3200.0,600.0,0.229
3200.0,700.0,0.206
3200.0,800.0,0.183
3200.0,900.0,0.16
3200.0,1000.0,0.144
3200.0,1100.0,0.137
3200.0,1200.0,0.134
3200.0,1300.0,0.133
3200.0,1400.0,0.133
3200.0,1500.0,0.133
3200.0,1600.0,0.134
3200.0,1700.0,0.135
3200.0,1800.0,0.137
3200.0,1900.0,0.138
3200.0,2000.0,0.168
3200.0,2100.0,0.134
3200.0,2200.0,0.134
3200.0,2300.0,0.134
3200.0,2400.0,0.135
3200.0,2500.0,0.135
3200.0,2600.0,0.133
3200.0,2700.0,0.133
3200.0,2800.0,0.134
3200.0,2900.0,0.137
3200.0,3000.0,0.17
3200.0,3100.0,0.141
3200.0,3200.0,0.133
3200.0,3300.0,0.241
3200.0,3400.0,0.284
3200.0,3500.0,0.259
3200.0,3600.0,0.133
3200.0,3700.0,0.204
3200.0,3800.0,0.344
3200.0,3900.0,0.203
3200.0,4000.0,0.157
3200.0,4100.0,0.155
3300.0,0.0,0.189
3300.0,100.0,0.2
3300.0,200.0,0.209
3300.0,300.0,0.229
3300.0,400.0,0.25
3300.0,500.0,0.243
3300.0,600.0,0.226
3300.0,700.0,0.205
3300.0,800.0,0.185
3300.0,900.0,0.167
3300.0,1000.0,0.157
3300.0,1100.0,0.155
3300.0,1200.0,0.156
3300.0,1300.0,0.16
3300.0,1400.0,0.165
3300.0,1500.0,0.171
3300.0,1600.0,0.175
3300.0,1700.0,0.183
3300.0,1800.0,0.193
3300.0,1900.0,0.204
3300.0,2000.0,0.281
3300.0,2100.0,0.21
3300.0,2200.0,0.207
3300.0,2300.0,0.21
3300.0,2400.0,0.214
3300.0,2500.0,0.215
3300.0,2600.0,0.2
3300.0,2700.0,0.201
3300.0,2800.0,0.222
3300.0,2900.0,0.246
3300.0,3000.0,0.205
3300.0,3100.0,0.158
3300.0,3200.0,0.241
3300.0,3300.0,0.155
3300.0,3400.0,0.339
3300.0,3500.0,0.216
3300.0,3600.0,0.176
3300.0,3700.0,0.156
3300.0,3800.0,0.24
3300.0,3900.0,0.168
3300.0,4000.0,0.156
3300.0,4100.0,0.159
3400.0,0.0,0.194
3400.0,100.0,0.208
3400.0,200.0,0.215
3400.0,300.0,0.233
3400.0,400.0,0.251
3400.0,500.0,0.243
3400.0,600.0,0.227
3400.0,700.0,0.208
3400.0,800.0,0.19
3400.0,900.0,0.175
3400.0,1000.0,0.17
3400.0,1100.0,0.171
3400.0,1200.0,0.176
3400.0,1300.0,0.183
3400.0,1400.0,0.191
3400.0,1500.0,0.2
3400.0,1600.0,0.208
3400.0,1700.0,0.222
3400.0,1800.0,0.237
3400.0,1900.0,0.254
3400.0,2000.0,0.339
3400.0,2100.0,0.271
3400.0,2200.0,0.276
3400.0,2300.0,0.283
3400.0,2400.0,0.289
3400.0,2500.0,0.292
3400.0,2600.0,0.276
3400.0,2700.0,0.287
3400.0,2800.0,0.321
3400.0,2900.0,0.355
3400.0,3000.0,0.232
3400.0,3100.0,0.182
3400.0,3200.0,0.284
3400.0,3300.0,0.339
3400.0,3400.0,0.17
3400.0,3500.0,0.17
3400.0,3600.0,0.225
3400.0,3700.0,0.189
3400.0,3800.0,0.198
3400.0,3900.0,0.171
3400.0,4000.0,0.17
3400.0,4100.0,0.17
3500.0,0.0,0.194
3500.0,100.0,0.207
3500.0,200.0,0.215
3500.0,300.0,0.233
3500.0,400.0,0.251
3500.0,500.0,0.244
3500.0,600.0,0.228
3500.0,700.0,0.208
3500.0,800.0,0.19
3500.0,900.0,0.176
3500.0,1000.0,0.17
3500.0,1100.0,0.171
3500.0,1200.0,0.175
3500.0,1300.0,0.182
3500.0,1400.0,0.189
3500.0,1500.0,0.197
3500.0,1600.0,0.203
3500.0,1700.0,0.214
3500.0,1800.0,0.227
3500.0,1900.0,0.241
3500.0,2000.0,0.326
3500.0,2100.0,0.247
3500.0,2200.0,0.248
3500.0,2300.0,0.253
3500.0,2400.0,0.258
3500.0,2500.0,0.26
3500.0,2600.0,0.246
3500.0,2700.0,0.252
3500.0,2800.0,0.276
3500.0,2900.0,0.301
3500.0,3000.0,0.229
3500.0,3100.0,0.182
3500.0,3200.0,0.259
3500.0,3300.0,0.216
3500.0,3400.0,0.17
3500.0,3500.0,0.17
3500.0,3600.0,0.261
3500.0,3700.0,0.199
3500.0,3800.0,0.205
3500.0,3900.0,0.171
3500.0,4000.0,0.171
3500.0,4100.0,0.17
3600.0,0.0,0.185
3600.0,100.0,0.19
3600.0,200.0,0.2
3600.0,300.0,0.226
3600.0,400.0,0.251
3600.0,500.0,0.244
3600.0,600.0,0.227
3600.0,700.0,0.205
3600.0,800.0,0.182
3600.0,900.0,0.16
3600.0,1000.0,0.143
3600.0,1100.0,0.135
3600.0,1200.0,0.131
3600.0,1300.0,0.129
3600.0,1400.0,0.128
3600.0,1500.0,0.128
3600.0,1600.0,0.128
3600.0,1700.0,0.127
3600.0,1800.0,0.127
3600.0,1900.0,0.128
3600.0,2000.0,0.14
3600.0,2100.0,0.128
3600.0,2200.0,0.128
3600.0,2300.0,0.128
3600.0,2400.0,0.127
3600.0,2500.0,0.127
3600.0,2600.0,0.129
3600.0,2700.0,0.129
3600.0,2800.0,0.128
3600.0,2900.0,0.127
3600.0,3000.0,0.132
3600.0,3100.0,0.139
3600.0,3200.0,0.133
3600.0,3300.0,0.176
3600.0,3400.0,0.225
3600.0,3500.0,0.261
3600.0,3600.0,0.127
3600.0,3700.0,0.225
3600.0,3800.0,0.373
3600.0,3900.0,0.267
3600.0,4000.0,0.177
3600.0,4100.0,0.161
3700.0,0.0,0.189
3700.0,100.0,0.201
3700.0,200.0,0.21
3700.0,300.0,0.23
3700.0,400.0,0.25
3700.0,500.0,0.243
3700.0,600.0,0.226
3700.0,700.0,0.206
3700.0,800.0,0.186
3700.0,900.0,0.168
3700.0,1000.0,0.158
3700.0,1100.0,0.155
3700.0,1200.0,0.156
3700.0,1300.0,0.159
3700.0,1400.0,0.162
3700.0,1500.0,0.166
3700.0,1600.0,0.168
3700.0,1700.0,0.172
3700.0,1800.0,0.177
3700.0,1900.0,0.183
3700.0,2000.0,0.246
3700.0,2100.0,0.179
3700.0,2200.0,0.176
3700.0,2300.0,0.177
3700.0,2400.0,0.179
3700.0,2500.0,0.179
3700.0,2600.0,0.172
3700.0,2700.0,0.171
3700.0,2800.0,0.18
3700.0,2900.0,0.191
3700.0,3000.0,0.217
3700.0,3100.0,0.159
3700.0,3200.0,0.204
3700.0,3300.0,0.156
3700.0,3400.0,0.189
3700.0,3500.0,0.199
3700.0,3600.0,0.225
3700.0,3700.0,0.155
3700.0,3800.0,0.39
3700.0,3900.0,0.175
3700.0,4000.0,0.155
3700.0,4100.0,0.157
3800.0,0.0,0.203
3800.0,100.0,0.217
3800.0,200.0,0.223
3800.0,300.0,0.238
3800.0,400.0,0.254
3800.0,500.0,0.246
3800.0,600.0,0.231
3800.0,700.0,0.214
3800.0,800.0,0.199
3800.0,900.0,0.189
3800.0,1000.0,0.187
3800.0,1100.0,0.192
3800.0,1200.0,0.199
3800.0,1300.0,0.208
3800.0,1400.0,0.216
3800.0,1500.0,0.223
3800.0,1600.0,0.227
3800.0,1700.0,0.234
3800.0,1800.0,0.241
3800.0,1900.0,0.249
3800.0,2000.0,0.333
3800.0,2100.0,0.258
3800.0,2200.0,0.247
3800.0,2300.0,0.245
3800.0,2400.0,0.245
3800.0,2500.0,0.245
3800.0,2600.0,0.236
3800.0,2700.0,0.237
3800.0,2800.0,0.249
3800.0,2900.0,0.263
3800.0,3000.0,0.326
3800.0,3100.0,0.242
3800.0,3200.0,0.344
3800.0,3300.0,0.24
3800.0,3400.0,0.198
3800.0,3500.0,0.205
3800.0,3600.0,0.373
3800.0,3700.0,0.39
3800.0,3800.0,0.187
3800.0,3900.0,0.222
3800.0,4000.0,0.236
3800.0,4100.0,0.197
3900.0,0.0,0.194
3900.0,100.0,0.206
3900.0,200.0,0.214
3900.0,300.0,0.233
3900.0,400.0,0.252
3900.0,500.0,0.244
3900.0,600.0,0.228
3900.0,700.0,0.209
3900.0,800.0,0.191
3900.0,900.0,0.176
3900.0,1000.0,0.169
3900.0,1100.0,0.168
3900.0,1200.0,0.17
3900.0,1300.0,0.173
3900.0,1400.0,0.175
3900.0,1500.0,0.177
3900.0,1600.0,0.177
3900.0,1700.0,0.179
3900.0,1800.0,0.182
3900.0,1900.0,0.184
3900.0,2000.0,0.225
3900.0,2100.0,0.182
3900.0,2200.0,0.179
3900.0,2300.0,0.179
3900.0,2400.0,0.179
3900.0,2500.0,0.179
3900.0,2600.0,0.175
3900.0,2700.0,0.175
3900.0,2800.0,0.179
3900.0,2900.0,0.184
3900.0,3000.0,0.27
3900.0,3100.0,0.185
3900.0,3200.0,0.203
3900.0,3300.0,0.168
3900.0,3400.0,0.171
3900.0,3500.0,0.171
3900.0,3600.0,0.267
3900.0,3700.0,0.175
3900.0,3800.0,0.222
3900.0,3900.0,0.168
3900.0,4000.0,0.206
3900.0,4100.0,0.172
4000.0,0.0,0.188
4000.0,100.0,0.199
4000.0,200.0,0.207
4000.0,300.0,0.229
4000.0,400.0,0.25
4000.0,500.0,0.243
4000.0,600.0,0.226
4000.0,700.0,0.206
4000.0,800.0,0.186
4000.0,900.0,0.168
4000.0,1000.0,0.157
4000.0,1100.0,0.153
4000.0,1200.0,0.152
4000.0,1300.0,0.152
4000.0,1400.0,0.152
4000.0,1500.0,0.153
4000.0,1600.0,0.153
4000.0,1700.0,0.153
4000.0,1800.0,0.154
4000.0,1900.0,0.155
4000.0,2000.0,0.174
4000.0,2100.0,0.153
4000.0,2200.0,0.152
4000.0,2300.0,0.152
4000.0,2400.0,0.153
4000.0,2500.0,0.153
4000.0,2600.0,0.152
4000.0,2700.0,0.152
4000.0,2800.0,0.152
4000.0,2900.0,0.154
4000.0,3000.0,0.221
4000.0,3100.0,0.154
4000.0,3200.0,0.157
4000.0,3300.0,0.156
4000.0,3400.0,0.17
4000.0,3500.0,0.171
4000.0,3600.0,0.177
4000.0,3700.0,0.155
4000.0,3800.0,0.236
4000.0,3900.0,0.206
4000.0,4000.0,0.152
4000.0,4100.0,0.153
4100.0,0.0,0.19
4100.0,100.0,0.199
4100.0,200.0,0.208
4100.0,300.0,0.23
4100.0,400.0,0.251
4100.0,500.0,0.243
4100.0,600.0,0.227
4100.0,700.0,0.207
4100.0,800.0,0.188
4100.0,900.0,0.17
4100.0,1000.0,0.159
4100.0,1100.0,0.155
4100.0,1200.0,0.154
4100.0,1300.0,0.153
4100.0,1400.0,0.153
4100.0,1500.0,0.154
4100.0,1600.0,0.153
4100.0,1700.0,0.154
4100.0,1800.0,0.154
4100.0,1900.0,0.154
4100.0,2000.0,0.163
4100.0,2100.0,0.154
4100.0,2200.0,0.153
4100.0,2300.0,0.153
4100.0,2400.0,0.153
4100.0,2500.0,0.153
4100.0,2600.0,0.154
4100.0,2700.0,0.154
4100.0,2800.0,0.153
4100.0,2900.0,0.154
4100.0,3000.0,0.202
4100.0,3100.0,0.155
4100.0,3200.0,0.155
4100.0,3300.0,0.159
4100.0,3400.0,0.17
4100.0,3500.0,0.17
4100.0,3600.0,0.161
4100.0,3700.0,0.157
4100.0,3800.0,0.197
4100.0,3900.0,0.172
4100.0,4000.0,0.153
4100.0,4100.0,0.153
