i,j,score
1000.0,3600.0,0.143
1000.0,3700.0,0.158
1000.0,3800.0,0.187
1000.0,3900.0,0.169
1000.0,4000.0,0.157
1000.0,4100.0,0.159
1100.0,0.0,0.207
1100.0,100.0,0.185
1100.0,200.0,0.198
1100.0,300.0,0.241
1100.0,400.0,0.305
1100.0,500.0,0.318
1100.0,600.0,0.316
1100.0,700.0,0.298
1100.0,800.0,0.277
1100.0,900.0,0.247
1100.0,1000.0,0.202
1100.0,1100.0,0.129
1100.0,1200.0,0.151
1100.0,1300.0,0.147
1100.0,1400.0,0.14
1100.0,1500.0,0.135
1100.0,1600.0,0.132
1100.0,1700.0,0.131
1100.0,1800.0,0.131
1100.0,1900.0,0.13
1100.0,2000.0,0.135
1100.0,2100.0,0.13
1100.0,2200.0,0.131
1100.0,2300.0,0.13
1100.0,2400.0,0.13
1100.0,2500.0,0.13
1100.0,2600.0,0.132
1100.0,2700.0,0.133
1100.0,2800.0,0.132
1100.0,2900.0,0.13
1100.0,3000.0,0.129
1100.0,3100.0,0.142
1100.0,3200.0,0.137
1100.0,3300.0,0.155
1100.0,3400.0,0.171
1100.0,3500.0,0.171
1100.0,3600.0,0.135
1100.0,3700.0,0.155
1100.0,3800.0,0.192
1100.0,3900.0,0.168
1100.0,4000.0,0.153
1100.0,4100.0,0.155
1200.0,0.0,0.206
1200.0,100.0,0.185
1200.0,200.0,0.198
1200.0,300.0,0.239
1200.0,400.0,0.298
1200.0,500.0,0.307
1200.0,600.0,0.301
1200.0,700.0,0.28
1200.0,800.0,0.255
1200.0,900.0,0.22
1200.0,1000.0,0.177
1200.0,1100.0,0.151
1200.0,1200.0,0.123
1200.0,1300.0,0.141
1200.0,1400.0,0.132
1200.0,1500.0,0.128
1200.0,1600.0,0.124
1200.0,1700.0,0.124
1200.0,1800.0,0.124
1200.0,1900.0,0.123
1200.0,2000.0,0.129
1200.0,2100.0,0.126
1200.0,2200.0,0.126
1200.0,2300.0,0.125
1200.0,2400.0,0.125
1200.0,2500.0,0.125
1200.0,2600.0,0.127
1200.0,2700.0,0.129
1200.0,2800.0,0.127
1200.0,2900.0,0.125
1200.0,3000.0,0.123
1200.0,3100.0,0.14
1200.0,3200.0,0.134
1200.0,3300.0,0.156
1200.0,3400.0,0.176
1200.0,3500.0,0.175
1200.0,3600.0,0.131
1200.0,3700.0,0.156
1200.0,3800.0,0.199
1200.0,3900.0,0.17
1200.0,4000.0,0.152
1200.0,4100.0,0.154
1300.0,0.0,0.204
1300.0,100.0,0.185
1300.0,200.0,0.198
1300.0,300.0,0.237
1300.0,400.0,0.291
1300.0,500.0,0.298
1300.0,600.0,0.289
1300.0,700.0,0.267
1300.0,800.0,0.241
1300.0,900.0,0.205
1300.0,1000.0,0.168
1300.0,1100.0,0.147
1300.0,1200.0,0.141
1300.0,1300.0,0.118
1300.0,1400.0,0.123
1300.0,1500.0,0.12
1300.0,1600.0,0.118
1300.0,1700.0,0.118
1300.0,1800.0,0.118
1300.0,1900.0,0.118
1300.0,2000.0,0.123
1300.0,2100.0,0.124
1300.0,2200.0,0.124
1300.0,2300.0,0.122
1300.0,2400.0,0.121
1300.0,2500.0,0.121
1300.0,2600.0,0.124
1300.0,2700.0,0.126
1300.0,2800.0,0.124
1300.0,2900.0,0.121
1300.0,3000.0,0.119
1300.0,3100.0,0.139
1300.0,3200.0,0.133
1300.0,3300.0,0.16
1300.0,3400.0,0.183
1300.0,3500.0,0.182
1300.0,3600.0,0.129
1300.0,3700.0,0.159
1300.0,3800.0,0.208
1300.0,3900.0,0.173
1300.0,4000.0,0.152
1300.0,4100.0,0.153
1400.0,0.0,0.2
1400.0,100.0,0.185
1400.0,200.0,0.198
1400.0,300.0,0.234
1400.0,400.0,0.285
1400.0,500.0,0.289
1400.0,600.0,0.278
1400.0,700.0,0.255
1400.0,800.0,0.228
1400.0,900.0,0.192
1400.0,1000.0,0.158
1400.0,1100.0,0.14
1400.0,1200.0,0.132
1400.0,1300.0,0.123
1400.0,1400.0,0.115
1400.0,1500.0,0.116
1400.0,1600.0,0.115
1400.0,1700.0,0.115
1400.0,1800.0,0.115
1400.0,1900.0,0.115
1400.0,2000.0,0.121
1400.0,2100.0,0.124
1400.0,2200.0,0.124
1400.0,2300.0,0.121
1400.0,2400.0,0.119
1400.0,2500.0,0.119
1400.0,2600.0,0.123
1400.0,2700.0,0.125
1400.0,2800.0,0.122
1400.0,2900.0,0.119
1400.0,3000.0,0.117
1400.0,3100.0,0.139
1400.0,3200.0,0.133
1400.0,3300.0,0.165
1400.0,3400.0,0.191
1400.0,3500.0,0.189
1400.0,3600.0,0.128
1400.0,3700.0,0.162
1400.0,3800.0,0.216
1400.0,3900.0,0.175
1400.0,4000.0,0.152
1400.0,4100.0,0.153
1500.0,0.0,0.197
1500.0,100.0,0.185
1500.0,200.0,0.197
1500.0,300.0,0.233
1500.0,400.0,0.28
1500.0,500.0,0.281
1500.0,600.0,0.269
1500.0,700.0,0.245
1500.0,800.0,0.218
1500.0,900.0,0.183
1500.0,1000.0,0.152
1500.0,1100.0,0.135
1500.0,1200.0,0.128
1500.0,1300.0,0.12
1500.0,1400.0,0.116
1500.0,1500.0,0.113
1500.0,1600.0,0.114
1500.0,1700.0,0.114
1500.0,1800.0,0.114
1500.0,1900.0,0.114
1500.0,2000.0,0.122
1500.0,2100.0,0.126
1500.0,2200.0,0.125
1500.0,2300.0,0.121
1500.0,2400.0,0.118
1500.0,2500.0,0.118
1500.0,2600.0,0.123
1500.0,2700.0,0.126
1500.0,2800.0,0.122
1500.0,2900.0,0.118
1500.0,3000.0,0.115
1500.0,3100.0,0.139
1500.0,3200.0,0.133
1500.0,3300.0,0.171
1500.0,3400.0,0.2
1500.0,3500.0,0.197
1500.0,3600.0,0.128
1500.0,3700.0,0.166
1500.0,3800.0,0.223
1500.0,3900.0,0.177
1500.0,4000.0,0.153
1500.0,4100.0,0.154
1600.0,0.0,0.193
1600.0,100.0,0.186
1600.0,200.0,0.197
1600.0,300.0,0.231
1600.0,400.0,0.274
1600.0,500.0,0.274
1600.0,600.0,0.26
1600.0,700.0,0.236
1600.0,800.0,0.209
1600.0,900.0,0.175
1600.0,1000.0,0.147
1600.0,1100.0,0.132
1600.0,1200.0,0.124
1600.0,1300.0,0.118
1600.0,1400.0,0.115
1600.0,1500.0,0.114
1600.0,1600.0,0.114
1600.0,1700.0,0.12
1600.0,1800.0,0.119
1600.0,1900.0,0.116
1600.0,2000.0,0.128
1600.0,2100.0,0.128
1600.0,2200.0,0.127
1600.0,2300.0,0.121
1600.0,2400.0,0.118
1600.0,2500.0,0.118
1600.0,2600.0,0.124
1600.0,2700.0,0.126
1600.0,2800.0,0.122
1600.0,2900.0,0.118
1600.0,3000.0,0.116
1600.0,3100.0,0.139
1600.0,3200.0,0.134
1600.0,3300.0,0.175
1600.0,3400.0,0.208
1600.0,3500.0,0.203
1600.0,3600.0,0.128
1600.0,3700.0,0.168
1600.0,3800.0,0.227
1600.0,3900.0,0.177
1600.0,4000.0,0.153
1600.0,4100.0,0.153
1700.0,0.0,0.192
1700.0,100.0,0.186
1700.0,200.0,0.197
1700.0,300.0,0.23
1700.0,400.0,0.272
1700.0,500.0,0.271
1700.0,600.0,0.256
1700.0,700.0,0.231
1700.0,800.0,0.205
1700.0,900.0,0.172
1700.0,1000.0,0.145
1700.0,1100.0,0.131
1700.0,1200.0,0.124
1700.0,1300.0,0.118
1700.0,1400.0,0.115
1700.0,1500.0,0.114
1700.0,1600.0,0.12
1700.0,1700.0,0.112
1700.0,1800.0,0.117
1700.0,1900.0,0.113
1700.0,2000.0,0.125
1700.0,2100.0,0.135
1700.0,2200.0,0.134
1700.0,2300.0,0.124
1700.0,2400.0,0.119
1700.0,2500.0,0.118
1700.0,2600.0,0.126
1700.0,2700.0,0.129
1700.0,2800.0,0.123
1700.0,2900.0,0.118
1700.0,3000.0,0.114
1700.0,3100.0,0.14
1700.0,3200.0,0.135
1700.0,3300.0,0.183
1700.0,3400.0,0.222
1700.0,3500.0,0.214
1700.0,3600.0,0.127
1700.0,3700.0,0.172
1700.0,3800.0,0.234
1700.0,3900.0,0.179
1700.0,4000.0,0.153
1700.0,4100.0,0.154
1800.0,0.0,0.191
1800.0,100.0,0.186
1800.0,200.0,0.197
1800.0,300.0,0.23
1800.0,400.0,0.27
1800.0,500.0,0.267
1800.0,600.0,0.252
1800.0,700.0,0.228
1800.0,800.0,0.201
1800.0,900.0,0.17
1800.0,1000.0,0.144
1800.0,1100.0,0.131
1800.0,1200.0,0.124
1800.0,1300.0,0.118
1800.0,1400.0,0.115
1800.0,1500.0,0.114
1800.0,1600.0,0.119
1800.0,1700.0,0.117
1800.0,1800.0,0.11
1800.0,1900.0,0.11
1800.0,2000.0,0.122
1800.0,2100.0,0.146
1800.0,2200.0,0.149
1800.0,2300.0,0.133
1800.0,2400.0,0.123
1800.0,2500.0,0.12
1800.0,2600.0,0.131
1800.0,2700.0,0.134
1800.0,2800.0,0.125
1800.0,2900.0,0.118
1800.0,3000.0,0.113
1800.0,3100.0,0.141
1800.0,3200.0,0.137
1800.0,3300.0,0.193
1800.0,3400.0,0.237
1800.0,3500.0,0.227
1800.0,3600.0,0.127
1800.0,3700.0,0.177
1800.0,3800.0,0.241
1800.0,3900.0,0.182
1800.0,4000.0,0.154
1800.0,4100.0,0.154
1900.0,0.0,0.191
1900.0,100.0,0.186
1900.0,200.0,0.197
1900.0,300.0,0.229
1900.0,400.0,0.268
1900.0,500.0,0.265
1900.0,600.0,0.249
1900.0,700.0,0.224
1900.0,800.0,0.198
1900.0,900.0,0.168
1900.0,1000.0,0.143
1900.0,1100.0,0.13
1900.0,1200.0,0.123
1900.0,1300.0,0.118
1900.0,1400.0,0.115
1900.0,1500.0,0.114
1900.0,1600.0,0.116
1900.0,1700.0,0.113
1900.0,1800.0,0.11
1900.0,1900.0,0.11
1900.0,2000.0,0.125
1900.0,2100.0,0.159
1900.0,2200.0,0.171
1900.0,2300.0,0.145
1900.0,2400.0,0.128
1900.0,2500.0,0.123
1900.0,2600.0,0.138
1900.0,2700.0,0.141
1900.0,2800.0,0.129
1900.0,2900.0,0.119
1900.0,3000.0,0.112
1900.0,3100.0,0.141
1900.0,3200.0,0.138
1900.0,3300.0,0.204
1900.0,3400.0,0.254
1900.0,3500.0,0.241
1900.0,3600.0,0.128
1900.0,3700.0,0.183
1900.0,3800.0,0.249
1900.0,3900.0,0.184
1900.0,4000.0,0.155
1900.0,4100.0,0.154
2000.0,0.0,0.197
2000.0,100.0,0.185
2000.0,200.0,0.198
2000.0,300.0,0.233
2000.0,400.0,0.272
2000.0,500.0,0.27
2000.0,600.0,0.255
2000.0,700.0,0.231
2000.0,800.0,0.205
2000.0,900.0,0.176
2000.0,1000.0,0.15
2000.0,1100.0,0.135
2000.0,1200.0,0.129
2000.0,1300.0,0.123
2000.0,1400.0,0.121
2000.0,1500.0,0.122
2000.0,1600.0,0.128
2000.0,1700.0,0.125
2000.0,1800.0,0.122
2000.0,1900.0,0.125
2000.0,2000.0,0.1
2000.0,2100.0,0.28
2000.0,2200.0,0.218
2000.0,2300.0,0.168
2000.0,2400.0,0.145
2000.0,2500.0,0.137
2000.0,2600.0,0.153
2000.0,2700.0,0.159
2000.0,2800.0,0.146
2000.0,2900.0,0.132
2000.0,3000.0,0.107
2000.0,3100.0,0.157
2000.0,3200.0,0.168
2000.0,3300.0,0.281
2000.0,3400.0,0.339
2000.0,3500.0,0.326
2000.0,3600.0,0.14
2000.0,3700.0,0.246
2000.0,3800.0,0.333
2000.0,3900.0,0.225
2000.0,4000.0,0.174
2000.0,4100.0,0.163
2100.0,0.0,0.186
2100.0,100.0,0.188
2100.0,200.0,0.199
2100.0,300.0,0.227
2100.0,400.0,0.259
2100.0,500.0,0.254
2100.0,600.0,0.237
2100.0,700.0,0.213
2100.0,800.0,0.187
2100.0,900.0,0.16
2100.0,1000.0,0.14
2100.0,1100.0,0.13
2100.0,1200.0,0.126
2100.0,1300.0,0.124
2100.0,1400.0,0.124
2100.0,1500.0,0.126
2100.0,1600.0,0.128
2100.0,1700.0,0.135
2100.0,1800.0,0.146
2100.0,1900.0,0.159
2100.0,2000.0,0.28
2100.0,2100.0,0.124
2100.0,2200.0,0.124
2100.0,2300.0,0.126
2100.0,2400.0,0.127
2100.0,2500.0,0.126
2100.0,2600.0,0.124
2100.0,2700.0,0.125
2100.0,2800.0,0.124
2100.0,2900.0,0.125
2100.0,3000.0,0.125
2100.0,3100.0,0.14
2100.0,3200.0,0.134
2100.0,3300.0,0.21
2100.0,3400.0,0.271
2100.0,3500.0,0.247
2100.0,3600.0,0.128
2100.0,3700.0,0.179
2100.0,3800.0,0.258
2100.0,3900.0,0.182
2100.0,4000.0,0.153
2100.0,4100.0,0.154
2200.0,0.0,0.185
2200.0,100.0,0.189
2200.0,200.0,0.199
2200.0,300.0,0.226
2200.0,400.0,0.258
2200.0,500.0,0.253
2200.0,600.0,0.235
2200.0,700.0,0.211
2200.0,800.0,0.186
2200.0,900.0,0.16
2200.0,1000.0,0.14
2200.0,1100.0,0.131
2200.0,1200.0,0.126
2200.0,1300.0,0.124
2200.0,1400.0,0.124
2200.0,1500.0,0.125
2200.0,1600.0,0.127
2200.0,1700.0,0.134
2200.0,1800.0,0.149
2200.0,1900.0,0.171
2200.0,2000.0,0.218
2200.0,2100.0,0.124
2200.0,2200.0,0.124
2200.0,2300.0,0.136
2200.0,2400.0,0.136
2200.0,2500.0,0.132
2200.0,2600.0,0.124
2200.0,2700.0,0.125
2200.0,2800.0,0.124
2200.0,2900.0,0.127
2200.0,3000.0,0.124
2200.0,3100.0,0.139
2200.0,3200.0,0.134
2200.0,3300.0,0.207
2200.0,3400.0,0.276
2200.0,3500.0,0.248
2200.0,3600.0,0.128
2200.0,3700.0,0.176
2200.0,3800.0,0.247
2200.0,3900.0,0.179
2200.0,4000.0,0.152
2200.0,4100.0,0.153
2300.0,0.0,0.185
2300.0,100.0,0.189
2300.0,200.0,0.199
2300.0,300.0,0.226
2300.0,400.0,0.257
2300.0,500.0,0.252
2300.0,600.0,0.234
2300.0,700.0,0.211
2300.0,800.0,0.186
2300.0,900.0,0.16
2300.0,1000.0,0.14
2300.0,1100.0,0.13
2300.0,1200.0,0.125
2300.0,1300.0,0.122
2300.0,1400.0,0.121
2300.0,1500.0,0.121
2300.0,1600.0,0.121
2300.0,1700.0,0.124
2300.0,1800.0,0.133
2300.0,1900.0,0.145
2300.0,2000.0,0.168
2300.0,2100.0,0.126
2300.0,2200.0,0.136
2300.0,2300.0,0.121
2300.0,2400.0,0.136
2300.0,2500.0,0.129
2300.0,2600.0,0.126
2300.0,2700.0,0.134
2300.0,2800.0,0.122
2300.0,2900.0,0.122
2300.0,3000.0,0.121
2300.0,3100.0,0.139
2300.0,3200.0,0.134
2300.0,3300.0,0.21
2300.0,3400.0,0.283
2300.0,3500.0,0.253
2300.0,3600.0,0.128
2300.0,3700.0,0.177
2300.0,3800.0,0.245
2300.0,3900.0,0.179
2300.0,4000.0,0.152
2300.0,4100.0,0.153
2400.0,0.0,0.185
2400.0,100.0,0.188
2400.0,200.0,0.199
2400.0,300.0,0.226
2400.0,400.0,0.257
2400.0,500.0,0.251
2400.0,600.0,0.234
2400.0,700.0,0.21
2400.0,800.0,0.186
2400.0,900.0,0.16
2400.0,1000.0,0.14
2400.0,1100.0,0.13
2400.0,1200.0,0.125
2400.0,1300.0,0.121
2400.0,1400.0,0.119
2400.0,1500.0,0.118
2400.0,1600.0,0.118
2400.0,1700.0,0.119
2400.0,1800.0,0.123
2400.0,1900.0,0.128
2400.0,2000.0,0.145
2400.0,2100.0,0.127
2400.0,2200.0,0.136
2400.0,2300.0,0.136
2400.0,2400.0,0.118
2400.0,2500.0,0.121
2400.0,2600.0,0.168
2400.0,2700.0,0.165
2400.0,2800.0,0.128
2400.0,2900.0,0.118
2400.0,3000.0,0.118
2400.0,3100.0,0.139
2400.0,3200.0,0.135
2400.0,3300.0,0.214
2400.0,3400.0,0.289
2400.0,3500.0,0.258
2400.0,3600.0,0.127
2400.0,3700.0,0.179
