id,oc,phh,phc,ec,caco3,p,n,k,elevation,stones,lc1,lu1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
37322374,20.0,6.0,5.7,12.3,0,32.1,2.4,225.8,729,3,Clovers,Agriculture (excluding fallow land and kitchen gardens),0.95904,0.88668,0.93932,1.09083,1.32728,1.57031,1.76027,1.91795,2.06039,2.1882,2.30602,2.40653,2.47832,2.51855,2.54062,2.56489,2.59431,2.62721,2.66389,2.69719,2.72764,2.76282,2.82241,2.85062,2.87694,2.89909,2.91732,2.93228,2.93967,2.93934,2.90916,2.83008,2.90485,2.92744,2.93995,2.94725,2.95092,2.95231,2.95203,2.95083,2.94815,2.93933,2.92506,2.91241,2.89693,2.88036,2.80087,2.66046,2.68972,2.72835,2.75504,2.75915,2.75226,2.73321,2.68995,2.59306,2.49595,2.60578,2.59203,2.53783,2.47395,2.42438,2.39104,2.32635,2.26137,2.21722
37282834,13.5,6.0,5.7,11.95,0,56.0,1.6,211.2,142,1,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),1.18799,1.06524,1.11706,1.30149,1.58058,1.88663,2.11376,2.28588,2.45068,2.61495,2.77166,2.90674,3.00561,3.07716,3.13236,3.17877,3.23437,3.29388,3.35649,3.41408,3.46737,3.52605,3.60674,3.65526,3.70026,3.73908,3.77232,3.80094,3.82193,3.83608,3.82824,3.73784,3.79644,3.84301,3.8805,3.9096,3.93277,3.95288,3.97029,3.98634,4.00028,4.00667,4.00469,4.00703,4.01348,4.00734,3.83622,3.58824,3.69164,3.79028,3.87149,3.91526,3.93678,3.94302,3.937,3.86717,3.78131,3.84528,3.86239,3.82912,3.7629,3.70129,3.65587,3.57058,3.47478,3.41021
45402624,95.1,4.47,4.1,41.5,0,49.5,6.2,110.9,1206,4,Spruce dominated mixed woodland,FORESTRY,0.8705,0.78758,0.78823,0.8417,0.93344,1.02875,1.1131,1.20528,1.32094,1.4606,1.60413,1.73242,1.8389,1.92351,1.99382,2.05613,2.11519,2.16994,2.22135,2.26693,2.30786,2.35133,2.41626,2.4495,2.47966,2.50745,2.53268,2.55421,2.57069,2.58182,2.58374,2.52234,2.54434,2.55976,2.57969,2.59596,2.60783,2.61919,2.62787,2.63149,2.6323,2.62644,2.62303,2.62299,2.62558,2.62022,2.52867,2.32399,2.34411,2.415,2.46139,2.4688,2.46764,2.45873,2.4567,2.42334,2.3828,2.42854,2.39545,2.35171,2.30226,2.28005,2.25968,2.1869,2.1192,2.08024
28682284,36.9,5.39,4.9,15.64,0,64.6,3.1,153.4,570,1,Potatoes,Agriculture (excluding fallow land and kitchen gardens),1.00843,0.89346,0.89313,0.93881,1.00905,1.09297,1.1879,1.29932,1.42222,1.55645,1.70118,1.8505,1.99989,2.14534,2.2846,2.4157,2.54191,2.66282,2.77994,2.88931,2.99047,3.0898,3.21389,3.29545,3.37165,3.44293,3.51161,3.57412,3.62785,3.67335,3.69453,3.64382,3.70544,3.75301,3.8077,3.85757,3.90036,3.938,3.96854,3.98915,4.00249,3.99879,4.01305,4.0301,4.04955,4.05188,3.84693,3.50365,3.54882,3.67887,3.7837,3.82712,3.84976,3.84852,3.81636,3.7365,3.65912,3.75525,3.69461,3.59006,3.55752,3.50074,3.44701,3.33824,3.21451,3.13205
42942738,12.8,5.56,5.4,26.2,0,76.6,1.7,126.5,576,1,Rye,Agriculture (excluding fallow land and kitchen gardens),1.16727,1.08839,1.15249,1.33527,1.59074,1.82368,1.99896,2.15647,2.30854,2.44839,2.58085,2.69986,2.78754,2.84676,2.89103,2.92555,2.97017,3.02043,3.07233,3.12051,3.16637,3.21685,3.28734,3.33686,3.38587,3.43231,3.47507,3.5136,3.54558,3.57498,3.59209,3.53301,3.57324,3.60714,3.6388,3.66459,3.68625,3.70592,3.7227,3.73762,3.74919,3.75363,3.75122,3.75406,3.7679,3.76701,3.6503,3.43966,3.47472,3.54928,3.61187,3.64511,3.66309,3.66675,3.66342,3.61081,3.53589,3.57288,3.56951,3.52638,3.4505,3.41936,3.39997,3.3298,3.25147,3.20088
27882384,93.7,4.03,3.8,33.4,0,14.8,5.0,83.9,141,1,Pine dominated coniferous woodland,FORESTRY,0.79751,0.68856,0.67471,0.70531,0.76513,0.84084,0.9213,1.00894,1.10324,1.20301,1.30641,1.4095,1.50685,1.6039,1.69855,1.7803,1.86236,1.94457,2.02711,2.10719,2.18321,2.26057,2.35519,2.42398,2.48899,2.55174,2.61276,2.67013,2.72223,2.7716,2.81094,2.79184,2.82075,2.86539,2.91767,2.9667,3.00988,3.04947,3.08379,3.10881,3.12938,3.13944,3.15754,3.17921,3.21255,3.22879,3.09962,2.80393,2.83005,2.94016,3.02831,3.06225,3.07907,3.08471,3.07686,3.0449,3.02824,3.07209,3.01225,2.9429,2.9129,2.87621,2.83814,2.75081,2.64015,2.56549
34863232,33.8,6.61,6.4,28.9,1,35.6,2.9,80.7,141,2,Oats,Agriculture (excluding fallow land and kitchen gardens),0.73385,0.64462,0.64325,0.71696,0.8498,0.99091,1.09738,1.18613,1.27983,1.38436,1.49061,1.5836,1.6563,1.70913,1.7509,1.79645,1.84774,1.90394,1.96557,2.02866,2.09278,2.16293,2.25743,2.32088,2.38025,2.4328,2.47858,2.51861,2.55052,2.57288,2.57324,2.50399,2.54404,2.58831,2.63726,2.67838,2.71086,2.73877,2.7627,2.78281,2.79903,2.8067,2.80945,2.81548,2.82347,2.81546,2.61653,2.29976,2.38621,2.51061,2.61806,2.67493,2.71063,2.73095,2.72928,2.67,2.6224,2.68551,2.6747,2.62922,2.56716,2.50095,2.43428,2.33195,2.22391,2.14979
42403530,23.6,5.5,5.1,21.9,0,104.6,2.9,199.7,-8,1,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1.17175,1.10908,1.17775,1.29751,1.45043,1.59808,1.72595,1.84509,1.96284,2.08166,2.19249,2.29159,2.37866,2.44713,2.49736,2.53847,2.57805,2.61743,2.65757,2.69327,2.72492,2.75949,2.81807,2.84998,2.88518,2.92088,2.95616,2.98956,3.01705,3.0381,3.03773,2.94866,2.99808,3.04792,3.09365,3.12932,3.15759,3.18209,3.20284,3.22021,3.23289,3.23655,3.23577,3.23795,3.24445,3.23192,3.00667,2.72373,2.82208,2.93337,3.03222,3.08432,3.11213,3.12357,3.11799,3.05385,2.96291,3.00842,3.00324,2.94837,2.89911,2.83564,2.78374,2.69426,2.58574,2.50756
34102134,12.5,7.68,7.2,65.3,328,29.1,1.8,195.1,200,1,Lucerne,Agriculture (excluding fallow land and kitchen gardens),1.41946,1.37418,1.44439,1.6184,1.87601,2.15898,2.35292,2.47586,2.59147,2.71803,2.84602,2.9617,3.04371,3.10965,3.17051,3.20673,3.26054,3.32366,3.38764,3.44145,3.48766,3.54164,3.62673,3.67808,3.72854,3.77748,3.82282,3.86375,3.89794,3.94199,3.98426,3.88756,3.93716,3.97687,4.01242,4.04458,4.07375,4.09889,4.12153,4.14231,4.15964,4.16975,4.17277,4.18569,4.23571,4.24907,4.09229,3.87349,3.893,3.96875,4.04575,4.09476,4.11743,4.12161,4.12457,4.05956,3.96524,4.04011,4.03581,3.97436,3.85745,3.86527,3.86618,3.77172,3.66901,3.5873
56022776,19.6,7.86,7.4,15.76,20,5.4,2.5,264.1,202,1,Lucerne,Agriculture (excluding fallow land and kitchen gardens),1.12451,1.06836,1.13058,1.29182,1.52024,1.71367,1.84595,1.95718,2.07261,2.18756,2.30245,2.41642,2.51627,2.59506,2.65731,2.70576,2.76255,2.82501,2.88937,2.94765,3.00157,3.06021,3.14289,3.20237,3.26474,3.3262,3.38454,3.43849,3.48362,3.52508,3.54539,3.42183,3.48951,3.5561,3.61849,3.66602,3.70372,3.73506,3.76111,3.78349,3.80121,3.808,3.80337,3.80437,3.82178,3.80368,3.49556,3.12863,3.25656,3.38675,3.50991,3.5875,3.62723,3.6426,3.6488,3.57532,3.43173,3.48978,3.5187,3.4666,3.34862,3.2596,3.19271,3.0674,2.94773,2.86638
