i,j,score
16.0,31.0,-0.094
16.0,32.0,-0.082
16.0,33.0,-0.08
16.0,34.0,-0.082
16.0,35.0,-0.084
16.0,36.0,-0.085
16.0,37.0,-0.086
16.0,38.0,-0.087
16.0,39.0,-0.086
16.0,40.0,-0.084
16.0,41.0,-0.082
16.0,42.0,-0.084
16.0,43.0,-0.085
16.0,44.0,-0.086
16.0,45.0,-0.087
16.0,46.0,-0.084
16.0,47.0,-0.068
16.0,48.0,-0.06
16.0,49.0,-0.072
16.0,50.0,-0.073
16.0,51.0,-0.061
16.0,52.0,-0.056
16.0,53.0,-0.054
16.0,54.0,-0.056
16.0,55.0,-0.073
16.0,56.0,-0.085
16.0,57.0,-0.074
16.0,58.0,-0.052
16.0,59.0,-0.033
16.0,60.0,-0.048
16.0,61.0,-0.058
16.0,62.0,-0.06
16.0,63.0,-0.057
16.0,64.0,-0.052
16.0,65.0,-0.052
17.0,0.0,-0.087
17.0,1.0,-0.101
17.0,2.0,-0.077
17.0,3.0,-0.002
17.0,4.0,0.027
17.0,5.0,0.078
17.0,6.0,0.089
17.0,7.0,0.08
17.0,8.0,0.058
17.0,9.0,0.04
17.0,10.0,0.029
17.0,11.0,0.007
17.0,12.0,-0.003
17.0,13.0,-0.016
17.0,14.0,-0.028
17.0,15.0,-0.048
17.0,16.0,-0.06
17.0,17.0,-0.066
17.0,18.0,-0.07
17.0,19.0,-0.073
17.0,20.0,-0.076
17.0,21.0,-0.078
17.0,22.0,-0.08
17.0,23.0,-0.08
17.0,24.0,-0.08
17.0,25.0,-0.081
17.0,26.0,-0.082
17.0,27.0,-0.083
17.0,28.0,-0.084
17.0,29.0,-0.085
17.0,30.0,-0.086
17.0,31.0,-0.094
17.0,32.0,-0.077
17.0,33.0,-0.075
17.0,34.0,-0.077
17.0,35.0,-0.079
17.0,36.0,-0.08
17.0,37.0,-0.081
17.0,38.0,-0.082
17.0,39.0,-0.082
17.0,40.0,-0.08
17.0,41.0,-0.077
17.0,42.0,-0.079
17.0,43.0,-0.08
17.0,44.0,-0.081
17.0,45.0,-0.082
17.0,46.0,-0.079
17.0,47.0,-0.063
17.0,48.0,-0.06
17.0,49.0,-0.067
17.0,50.0,-0.068
17.0,51.0,-0.061
17.0,52.0,-0.051
17.0,53.0,-0.049
17.0,54.0,-0.051
17.0,55.0,-0.068
17.0,56.0,-0.081
17.0,57.0,-0.069
17.0,58.0,-0.047
17.0,59.0,-0.038
17.0,60.0,-0.043
17.0,61.0,-0.053
17.0,62.0,-0.06
17.0,63.0,-0.052
17.0,64.0,-0.052
17.0,65.0,-0.052
18.0,0.0,-0.098
18.0,1.0,-0.098
18.0,2.0,-0.074
18.0,3.0,-0.015
18.0,4.0,0.028
18.0,5.0,0.066
18.0,6.0,0.084
18.0,7.0,0.068
18.0,8.0,0.053
18.0,9.0,0.042
18.0,10.0,0.031
18.0,11.0,0.009
18.0,12.0,-0.0
18.0,13.0,-0.013
18.0,14.0,-0.036
18.0,15.0,-0.05
18.0,16.0,-0.058
18.0,17.0,-0.063
18.0,18.0,-0.067
18.0,19.0,-0.07
18.0,20.0,-0.073
18.0,21.0,-0.075
18.0,22.0,-0.076
18.0,23.0,-0.077
18.0,24.0,-0.077
18.0,25.0,-0.077
18.0,26.0,-0.083
18.0,27.0,-0.084
18.0,28.0,-0.086
18.0,29.0,-0.086
18.0,30.0,-0.088
18.0,31.0,-0.091
18.0,32.0,-0.074
18.0,33.0,-0.072
18.0,34.0,-0.074
18.0,35.0,-0.076
18.0,36.0,-0.077
18.0,37.0,-0.078
18.0,38.0,-0.079
18.0,39.0,-0.078
18.0,40.0,-0.076
18.0,41.0,-0.074
18.0,42.0,-0.075
18.0,43.0,-0.077
18.0,44.0,-0.078
18.0,45.0,-0.079
18.0,46.0,-0.076
18.0,47.0,-0.06
18.0,48.0,-0.057
18.0,49.0,-0.063
18.0,50.0,-0.064
18.0,51.0,-0.057
18.0,52.0,-0.052
18.0,53.0,-0.046
18.0,54.0,-0.048
18.0,55.0,-0.064
18.0,56.0,-0.077
18.0,57.0,-0.066
18.0,58.0,-0.043
18.0,59.0,-0.034
18.0,60.0,-0.039
18.0,61.0,-0.049
18.0,62.0,-0.056
18.0,63.0,-0.053
18.0,64.0,-0.049
18.0,65.0,-0.049
19.0,0.0,-0.096
19.0,1.0,-0.096
19.0,2.0,-0.079
19.0,3.0,-0.014
19.0,4.0,0.028
19.0,5.0,0.053
19.0,6.0,0.078
19.0,7.0,0.062
19.0,8.0,0.054
19.0,9.0,0.043
19.0,10.0,0.02
19.0,11.0,0.011
19.0,12.0,0.001
19.0,13.0,-0.012
19.0,14.0,-0.039
19.0,15.0,-0.048
19.0,16.0,-0.055
19.0,17.0,-0.06
19.0,18.0,-0.064
19.0,19.0,-0.068
19.0,20.0,-0.07
19.0,21.0,-0.077
19.0,22.0,-0.078
19.0,23.0,-0.079
19.0,24.0,-0.079
19.0,25.0,-0.079
19.0,26.0,-0.081
19.0,27.0,-0.082
19.0,28.0,-0.083
19.0,29.0,-0.083
19.0,30.0,-0.085
19.0,31.0,-0.088
19.0,32.0,-0.071
19.0,33.0,-0.069
19.0,34.0,-0.071
19.0,35.0,-0.073
19.0,36.0,-0.074
19.0,37.0,-0.075
19.0,38.0,-0.076
19.0,39.0,-0.075
19.0,40.0,-0.073
19.0,41.0,-0.071
19.0,42.0,-0.072
19.0,43.0,-0.074
19.0,44.0,-0.075
19.0,45.0,-0.076
19.0,46.0,-0.073
19.0,47.0,-0.057
19.0,48.0,-0.054
19.0,49.0,-0.06
19.0,50.0,-0.061
19.0,51.0,-0.054
19.0,52.0,-0.049
19.0,53.0,-0.048
19.0,54.0,-0.05
19.0,55.0,-0.061
19.0,56.0,-0.074
19.0,57.0,-0.063
19.0,58.0,-0.04
19.0,59.0,-0.031
19.0,60.0,-0.036
19.0,61.0,-0.051
19.0,62.0,-0.054
19.0,63.0,-0.05
19.0,64.0,-0.046
19.0,65.0,-0.046
20.0,0.0,-0.094
20.0,1.0,-0.094
20.0,2.0,-0.085
20.0,3.0,-0.034
20.0,4.0,0.029
20.0,5.0,0.053
20.0,6.0,0.064
20.0,7.0,0.063
20.0,8.0,0.055
20.0,9.0,0.044
20.0,10.0,0.021
20.0,11.0,0.012
20.0,12.0,0.002
20.0,13.0,-0.027
20.0,14.0,-0.038
20.0,15.0,-0.046
20.0,16.0,-0.053
20.0,17.0,-0.059
20.0,18.0,-0.062
20.0,19.0,-0.066
20.0,20.0,-0.073
20.0,21.0,-0.075
20.0,22.0,-0.076
20.0,23.0,-0.077
20.0,24.0,-0.077
20.0,25.0,-0.077
20.0,26.0,-0.078
20.0,27.0,-0.079
20.0,28.0,-0.08
20.0,29.0,-0.081
20.0,30.0,-0.082
20.0,31.0,-0.085
20.0,32.0,-0.068
20.0,33.0,-0.067
20.0,34.0,-0.068
20.0,35.0,-0.07
20.0,36.0,-0.076
20.0,37.0,-0.073
20.0,38.0,-0.074
20.0,39.0,-0.073
20.0,40.0,-0.071
20.0,41.0,-0.068
20.0,42.0,-0.069
20.0,43.0,-0.071
20.0,44.0,-0.072
20.0,45.0,-0.073
20.0,46.0,-0.071
20.0,47.0,-0.055
20.0,48.0,-0.052
20.0,49.0,-0.058
20.0,50.0,-0.059
20.0,51.0,-0.052
20.0,52.0,-0.047
20.0,53.0,-0.045
20.0,54.0,-0.047
20.0,55.0,-0.059
20.0,56.0,-0.072
20.0,57.0,-0.06
20.0,58.0,-0.038
20.0,59.0,-0.029
20.0,60.0,-0.034
20.0,61.0,-0.049
20.0,62.0,-0.051
20.0,63.0,-0.048
20.0,64.0,-0.043
20.0,65.0,-0.044
21.0,0.0,-0.093
21.0,1.0,-0.093
21.0,2.0,-0.084
21.0,3.0,-0.048
21.0,4.0,0.015
21.0,5.0,0.053
21.0,6.0,0.064
21.0,7.0,0.063
21.0,8.0,0.055
21.0,9.0,0.031
21.0,10.0,0.021
21.0,11.0,0.012
21.0,12.0,0.003
21.0,13.0,-0.026
21.0,14.0,-0.037
21.0,15.0,-0.045
21.0,16.0,-0.052
21.0,17.0,-0.057
21.0,18.0,-0.061
21.0,19.0,-0.069
21.0,20.0,-0.072
21.0,21.0,-0.074
21.0,22.0,-0.075
21.0,23.0,-0.075
21.0,24.0,-0.075
21.0,25.0,-0.076
21.0,26.0,-0.077
21.0,27.0,-0.078
21.0,28.0,-0.079
21.0,29.0,-0.079
21.0,30.0,-0.081
21.0,31.0,-0.084
21.0,32.0,-0.071
21.0,33.0,-0.065
21.0,34.0,-0.067
21.0,35.0,-0.073
21.0,36.0,-0.074
21.0,37.0,-0.071
21.0,38.0,-0.072
21.0,39.0,-0.071
21.0,40.0,-0.069
21.0,41.0,-0.066
21.0,42.0,-0.068
21.0,43.0,-0.069
21.0,44.0,-0.07
21.0,45.0,-0.071
21.0,46.0,-0.069
21.0,47.0,-0.054
21.0,48.0,-0.05
21.0,49.0,-0.057
21.0,50.0,-0.057
21.0,51.0,-0.05
21.0,52.0,-0.045
21.0,53.0,-0.043
21.0,54.0,-0.045
21.0,55.0,-0.057
21.0,56.0,-0.071
21.0,57.0,-0.059
21.0,58.0,-0.036
21.0,59.0,-0.027
21.0,60.0,-0.032
21.0,61.0,-0.047
21.0,62.0,-0.05
21.0,63.0,-0.047
21.0,64.0,-0.042
21.0,65.0,-0.042
22.0,0.0,-0.093
22.0,1.0,-0.1
22.0,2.0,-0.084
22.0,3.0,-0.048
22.0,4.0,0.014
22.0,5.0,0.052
22.0,6.0,0.064
22.0,7.0,0.062
22.0,8.0,0.054
22.0,9.0,0.031
22.0,10.0,0.021
22.0,11.0,0.012
22.0,12.0,0.003
22.0,13.0,-0.026
22.0,14.0,-0.037
22.0,15.0,-0.045
22.0,16.0,-0.052
22.0,17.0,-0.057
22.0,18.0,-0.066
22.0,19.0,-0.069
22.0,20.0,-0.071
22.0,21.0,-0.073
22.0,22.0,-0.074
22.0,23.0,-0.075
22.0,24.0,-0.075
22.0,25.0,-0.075
22.0,26.0,-0.076
22.0,27.0,-0.077
22.0,28.0,-0.078
22.0,29.0,-0.078
22.0,30.0,-0.08
22.0,31.0,-0.083
22.0,32.0,-0.066
22.0,33.0,-0.064
22.0,34.0,-0.066
22.0,35.0,-0.068
22.0,36.0,-0.068
22.0,37.0,-0.07
22.0,38.0,-0.071
22.0,39.0,-0.07
22.0,40.0,-0.068
22.0,41.0,-0.065
22.0,42.0,-0.067
22.0,43.0,-0.068
22.0,44.0,-0.069
22.0,45.0,-0.071
22.0,46.0,-0.068
22.0,47.0,-0.053
22.0,48.0,-0.049
22.0,49.0,-0.056
22.0,50.0,-0.057
22.0,51.0,-0.049
22.0,52.0,-0.044
22.0,53.0,-0.042
22.0,54.0,-0.044
22.0,55.0,-0.057
22.0,56.0,-0.07
22.0,57.0,-0.058
22.0,58.0,-0.035
22.0,59.0,-0.026
22.0,60.0,-0.032
22.0,61.0,-0.047
22.0,62.0,-0.049
22.0,63.0,-0.046
22.0,64.0,-0.041
22.0,65.0,-0.042
23.0,0.0,-0.094
23.0,1.0,-0.094
23.0,2.0,-0.085
23.0,3.0,-0.049
23.0,4.0,0.013
23.0,5.0,0.051
23.0,6.0,0.063
23.0,7.0,0.061
23.0,8.0,0.053
23.0,9.0,0.03
23.0,10.0,0.02
23.0,11.0,0.011
23.0,12.0,0.002
23.0,13.0,-0.026
23.0,14.0,-0.037
23.0,15.0,-0.045
23.0,16.0,-0.052
23.0,17.0,-0.057
23.0,18.0,-0.066
23.0,19.0,-0.069
23.0,20.0,-0.071
23.0,21.0,-0.073
23.0,22.0,-0.074
23.0,23.0,-0.075
23.0,24.0,-0.075
23.0,25.0,-0.075
23.0,26.0,-0.076
23.0,27.0,-0.077
23.0,28.0,-0.078
23.0,29.0,-0.078
23.0,30.0,-0.08
23.0,31.0,-0.083
23.0,32.0,-0.066
23.0,33.0,-0.064
23.0,34.0,-0.065
23.0,35.0,-0.067
23.0,36.0,-0.068
23.0,37.0,-0.069
23.0,38.0,-0.07
23.0,39.0,-0.069
23.0,40.0,-0.067
23.0,41.0,-0.065
23.0,42.0,-0.066
23.0,43.0,-0.068
23.0,44.0,-0.069
23.0,45.0,-0.07
23.0,46.0,-0.068
23.0,47.0,-0.053
23.0,48.0,-0.049
23.0,49.0,-0.056
23.0,50.0,-0.056
23.0,51.0,-0.049
23.0,52.0,-0.044
23.0,53.0,-0.042
23.0,54.0,-0.044
23.0,55.0,-0.056
23.0,56.0,-0.07
23.0,57.0,-0.058
23.0,58.0,-0.035
23.0,59.0,-0.026
23.0,60.0,-0.031
23.0,61.0,-0.047
23.0,62.0,-0.049
23.0,63.0,-0.046
23.0,64.0,-0.042
23.0,65.0,-0.042
24.0,0.0,-0.095
24.0,1.0,-0.096
24.0,2.0,-0.087
24.0,3.0,-0.051
24.0,4.0,0.012
24.0,5.0,0.049
24.0,6.0,0.061
24.0,7.0,0.059
24.0,8.0,0.052
24.0,9.0,0.029
24.0,10.0,0.018
24.0,11.0,0.01
24.0,12.0,-0.011
24.0,13.0,-0.028
24.0,14.0,-0.038
24.0,15.0,-0.046
24.0,16.0,-0.053
24.0,17.0,-0.058
24.0,18.0,-0.062
24.0,19.0,-0.07
24.0,20.0,-0.072
24.0,21.0,-0.074
24.0,22.0,-0.075
24.0,23.0,-0.076
24.0,24.0,-0.075
24.0,25.0,-0.076
24.0,26.0,-0.077
24.0,27.0,-0.077
24.0,28.0,-0.078
24.0,29.0,-0.079
24.0,30.0,-0.081
24.0,31.0,-0.084
24.0,32.0,-0.066
24.0,33.0,-0.064
24.0,34.0,-0.066
24.0,35.0,-0.068
24.0,36.0,-0.069
24.0,37.0,-0.07
24.0,38.0,-0.071
24.0,39.0,-0.07
24.0,40.0,-0.068
24.0,41.0,-0.065
24.0,42.0,-0.067
24.0,43.0,-0.068
24.0,44.0,-0.07
24.0,45.0,-0.071
24.0,46.0,-0.068
24.0,47.0,-0.054
24.0,48.0,-0.05
24.0,49.0,-0.056
24.0,50.0,-0.057
24.0,51.0,-0.049
24.0,52.0,-0.044
24.0,53.0,-0.038
24.0,54.0,-0.04
24.0,55.0,-0.057
24.0,56.0,-0.07
24.0,57.0,-0.058
24.0,58.0,-0.036
24.0,59.0,-0.027
24.0,60.0,-0.032
24.0,61.0,-0.047
24.0,62.0,-0.05
24.0,63.0,-0.042
24.0,64.0,-0.043
24.0,65.0,-0.043
25.0,0.0,-0.097
25.0,1.0,-0.097
25.0,2.0,-0.088
25.0,3.0,-0.052
25.0,4.0,0.01
25.0,5.0,0.048
25.0,6.0,0.06
25.0,7.0,0.058
25.0,8.0,0.05
25.0,9.0,0.027
25.0,10.0,0.017
25.0,11.0,0.009
25.0,12.0,-0.012
25.0,13.0,-0.029
25.0,14.0,-0.039
25.0,15.0,-0.047
25.0,16.0,-0.054
25.0,17.0,-0.059
25.0,18.0,-0.062
25.0,19.0,-0.066
25.0,20.0,-0.073
25.0,21.0,-0.075
25.0,22.0,-0.076
25.0,23.0,-0.076
25.0,24.0,-0.076
25.0,25.0,-0.076
25.0,26.0,-0.077
25.0,27.0,-0.078
25.0,28.0,-0.079
25.0,29.0,-0.079
25.0,30.0,-0.081
25.0,31.0,-0.084
25.0,32.0,-0.067
25.0,33.0,-0.065
25.0,34.0,-0.066
25.0,35.0,-0.068
25.0,36.0,-0.069
25.0,37.0,-0.07
25.0,38.0,-0.071
25.0,39.0,-0.07
25.0,40.0,-0.068
25.0,41.0,-0.065
25.0,42.0,-0.067
25.0,43.0,-0.068
25.0,44.0,-0.07
25.0,45.0,-0.071
25.0,46.0,-0.069
25.0,47.0,-0.054
25.0,48.0,-0.05
25.0,49.0,-0.057
25.0,50.0,-0.057
25.0,51.0,-0.05
25.0,52.0,-0.04
25.0,53.0,-0.038
25.0,54.0,-0.04
25.0,55.0,-0.057
25.0,56.0,-0.071
25.0,57.0,-0.059
25.0,58.0,-0.036
25.0,59.0,-0.027
25.0,60.0,-0.032
25.0,61.0,-0.048
25.0,62.0,-0.051
25.0,63.0,-0.048
25.0,64.0,-0.043
25.0,65.0,-0.044
26.0,0.0,-0.097
26.0,1.0,-0.097
26.0,2.0,-0.088
26.0,3.0,-0.053
26.0,4.0,0.01
26.0,5.0,0.048
26.0,6.0,0.059
26.0,7.0,0.057
26.0,8.0,0.05
26.0,9.0,0.027
26.0,10.0,0.017
26.0,11.0,0.008
26.0,12.0,-0.012
26.0,13.0,-0.029
26.0,14.0,-0.04
26.0,15.0,-0.048
26.0,16.0,-0.054
26.0,17.0,-0.059
26.0,18.0,-0.063
26.0,19.0,-0.066
26.0,20.0,-0.073
26.0,21.0,-0.075
26.0,22.0,-0.076
26.0,23.0,-0.076
26.0,24.0,-0.076
26.0,25.0,-0.076
26.0,26.0,-0.077
26.0,27.0,-0.078
26.0,28.0,-0.079
26.0,29.0,-0.079
26.0,30.0,-0.076
26.0,31.0,-0.084
26.0,32.0,-0.067
26.0,33.0,-0.064
26.0,34.0,-0.066
26.0,35.0,-0.068
26.0,36.0,-0.069
26.0,37.0,-0.07
26.0,38.0,-0.071
26.0,39.0,-0.07
26.0,40.0,-0.067
26.0,41.0,-0.065
26.0,42.0,-0.067
26.0,43.0,-0.068
26.0,44.0,-0.07
26.0,45.0,-0.07
26.0,46.0,-0.068
26.0,47.0,-0.054
26.0,48.0,-0.05
26.0,49.0,-0.056
26.0,50.0,-0.057
26.0,51.0,-0.05
26.0,52.0,-0.044
26.0,53.0,-0.038
26.0,54.0,-0.04
26.0,55.0,-0.057
26.0,56.0,-0.071
26.0,57.0,-0.058
26.0,58.0,-0.036
26.0,59.0,-0.027
26.0,60.0,-0.032
26.0,61.0,-0.048
26.0,62.0,-0.051
26.0,63.0,-0.043
26.0,64.0,-0.043
26.0,65.0,-0.044
27.0,0.0,-0.096
27.0,1.0,-0.096
27.0,2.0,-0.087
27.0,3.0,-0.052
27.0,4.0,0.01
27.0,5.0,0.048
27.0,6.0,0.059
27.0,7.0,0.058
27.0,8.0,0.037
27.0,9.0,0.027
27.0,10.0,0.017
27.0,11.0,0.009
27.0,12.0,-0.012
27.0,13.0,-0.028
27.0,14.0,-0.039
27.0,15.0,-0.047
27.0,16.0,-0.054
27.0,17.0,-0.059
27.0,18.0,-0.062
27.0,19.0,-0.065
27.0,20.0,-0.072
27.0,21.0,-0.074
27.0,22.0,-0.075
27.0,23.0,-0.075
27.0,24.0,-0.075
27.0,25.0,-0.075
27.0,26.0,-0.076
27.0,27.0,-0.077
27.0,28.0,-0.078
27.0,29.0,-0.073
27.0,30.0,-0.075
27.0,31.0,-0.083
27.0,32.0,-0.065
27.0,33.0,-0.063
27.0,34.0,-0.065
27.0,35.0,-0.067
27.0,36.0,-0.067
27.0,37.0,-0.069
27.0,38.0,-0.07
27.0,39.0,-0.068
27.0,40.0,-0.066
27.0,41.0,-0.064
27.0,42.0,-0.065
27.0,43.0,-0.067
27.0,44.0,-0.068
27.0,45.0,-0.069
27.0,46.0,-0.067
27.0,47.0,-0.053
27.0,48.0,-0.049
27.0,49.0,-0.055
27.0,50.0,-0.056
27.0,51.0,-0.048
27.0,52.0,-0.043
27.0,53.0,-0.036
27.0,54.0,-0.038
27.0,55.0,-0.056
27.0,56.0,-0.07
27.0,57.0,-0.057
27.0,58.0,-0.035
27.0,59.0,-0.026
27.0,60.0,-0.031
27.0,61.0,-0.047
27.0,62.0,-0.05
27.0,63.0,-0.042
27.0,64.0,-0.042
27.0,65.0,-0.043
28.0,0.0,-0.094
28.0,1.0,-0.1
28.0,2.0,-0.085
28.0,3.0,-0.049
28.0,4.0,0.013
28.0,5.0,0.05
28.0,6.0,0.061
28.0,7.0,0.06
28.0,8.0,0.039
28.0,9.0,0.029
28.0,10.0,0.019
28.0,11.0,0.011
28.0,12.0,-0.009
28.0,13.0,-0.026
28.0,14.0,-0.037
28.0,15.0,-0.045
28.0,16.0,-0.051
28.0,17.0,-0.056
28.0,18.0,-0.06
28.0,19.0,-0.063
28.0,20.0,-0.07
28.0,21.0,-0.072
28.0,22.0,-0.073
28.0,23.0,-0.073
28.0,24.0,-0.073
28.0,25.0,-0.073
28.0,26.0,-0.074
28.0,27.0,-0.074
28.0,28.0,-0.075
28.0,29.0,-0.075
28.0,30.0,-0.077
28.0,31.0,-0.08
28.0,32.0,-0.063
28.0,33.0,-0.061
28.0,34.0,-0.062
28.0,35.0,-0.064
28.0,36.0,-0.065
28.0,37.0,-0.066
28.0,38.0,-0.067
28.0,39.0,-0.066
28.0,40.0,-0.064
28.0,41.0,-0.061
28.0,42.0,-0.063
28.0,43.0,-0.064
28.0,44.0,-0.066
28.0,45.0,-0.067
28.0,46.0,-0.065
28.0,47.0,-0.051
28.0,48.0,-0.047
28.0,49.0,-0.053
28.0,50.0,-0.053
28.0,51.0,-0.046
28.0,52.0,-0.04
28.0,53.0,-0.039
28.0,54.0,-0.041
28.0,55.0,-0.053
28.0,56.0,-0.067
28.0,57.0,-0.055
28.0,58.0,-0.032
28.0,59.0,-0.023
28.0,60.0,-0.029
28.0,61.0,-0.044
28.0,62.0,-0.047
28.0,63.0,-0.044
28.0,64.0,-0.04
28.0,65.0,-0.04
29.0,0.0,-0.098
29.0,1.0,-0.098
29.0,2.0,-0.083
29.0,3.0,-0.048
29.0,4.0,0.014
29.0,5.0,0.052
29.0,6.0,0.063
29.0,7.0,0.061
29.0,8.0,0.04
29.0,9.0,0.031
29.0,10.0,0.021
29.0,11.0,0.012
29.0,12.0,-0.014
29.0,13.0,-0.024
29.0,14.0,-0.035
29.0,15.0,-0.043
29.0,16.0,-0.05
29.0,17.0,-0.055
29.0,18.0,-0.058
29.0,19.0,-0.066
29.0,20.0,-0.068
29.0,21.0,-0.07
29.0,22.0,-0.071
29.0,23.0,-0.071
29.0,24.0,-0.071
29.0,25.0,-0.071
29.0,26.0,-0.072
29.0,27.0,-0.072
29.0,28.0,-0.073
29.0,29.0,-0.073
29.0,30.0,-0.075
29.0,31.0,-0.079
29.0,32.0,-0.061
29.0,33.0,-0.059
29.0,34.0,-0.06
29.0,35.0,-0.062
29.0,36.0,-0.063
29.0,37.0,-0.064
29.0,38.0,-0.065
29.0,39.0,-0.064
29.0,40.0,-0.062
29.0,41.0,-0.06
29.0,42.0,-0.061
29.0,43.0,-0.063
29.0,44.0,-0.064
29.0,45.0,-0.065
29.0,46.0,-0.063
29.0,47.0,-0.049
29.0,48.0,-0.045
29.0,49.0,-0.051
29.0,50.0,-0.051
29.0,51.0,-0.044
29.0,52.0,-0.039
29.0,53.0,-0.037
29.0,54.0,-0.039
29.0,55.0,-0.052
29.0,56.0,-0.065
29.0,57.0,-0.053
29.0,58.0,-0.03
29.0,59.0,-0.021
29.0,60.0,-0.027
29.0,61.0,-0.042
29.0,62.0,-0.045
29.0,63.0,-0.042
29.0,64.0,-0.038
29.0,65.0,-0.038
30.0,0.0,-0.094
30.0,1.0,-0.095
30.0,2.0,-0.086
30.0,3.0,-0.051
30.0,4.0,0.017
30.0,5.0,0.041
30.0,6.0,0.065
30.0,7.0,0.064
30.0,8.0,0.043
30.0,9.0,0.033
30.0,10.0,0.023
30.0,11.0,0.003
30.0,12.0,-0.011
30.0,13.0,-0.022
30.0,14.0,-0.032
30.0,15.0,-0.04
30.0,16.0,-0.047
30.0,17.0,-0.052
30.0,18.0,-0.06
30.0,19.0,-0.063
30.0,20.0,-0.066
30.0,21.0,-0.067
30.0,22.0,-0.068
30.0,23.0,-0.068
30.0,24.0,-0.068
30.0,25.0,-0.068
30.0,26.0,-0.069
30.0,27.0,-0.069
30.0,28.0,-0.07
30.0,29.0,-0.071
30.0,30.0,-0.072
30.0,31.0,-0.075
30.0,32.0,-0.058
30.0,33.0,-0.056
30.0,34.0,-0.058
30.0,35.0,-0.059
30.0,36.0,-0.06
30.0,37.0,-0.061
30.0,38.0,-0.062
30.0,39.0,-0.061
30.0,40.0,-0.059
30.0,41.0,-0.057
30.0,42.0,-0.058
30.0,43.0,-0.06
30.0,44.0,-0.061
30.0,45.0,-0.062
30.0,46.0,-0.06
30.0,47.0,-0.045
30.0,48.0,-0.042
30.0,49.0,-0.048
30.0,50.0,-0.048
30.0,51.0,-0.041
30.0,52.0,-0.035
30.0,53.0,-0.034
30.0,54.0,-0.036
30.0,55.0,-0.048
30.0,56.0,-0.062
30.0,57.0,-0.05
30.0,58.0,-0.027
30.0,59.0,-0.018
30.0,60.0,-0.023
30.0,61.0,-0.039
30.0,62.0,-0.042
30.0,63.0,-0.039
30.0,64.0,-0.034
30.0,65.0,-0.035
31.0,0.0,-0.087
31.0,1.0,-0.094
31.0,2.0,-0.078
31.0,3.0,-0.043
31.0,4.0,0.024
31.0,5.0,0.047
31.0,6.0,0.057
31.0,7.0,0.056
31.0,8.0,0.049
31.0,9.0,0.039
31.0,10.0,0.017
31.0,11.0,0.003
31.0,12.0,-0.005
31.0,13.0,-0.016
31.0,14.0,-0.027
31.0,15.0,-0.035
31.0,16.0,-0.042
31.0,17.0,-0.051
31.0,18.0,-0.055
31.0,19.0,-0.058
31.0,20.0,-0.061
31.0,21.0,-0.062
31.0,22.0,-0.063
31.0,23.0,-0.064
31.0,24.0,-0.063
31.0,25.0,-0.063
31.0,26.0,-0.064
31.0,27.0,-0.065
31.0,28.0,-0.066
31.0,29.0,-0.066
31.0,30.0,-0.067
31.0,31.0,-0.07
31.0,32.0,-0.058
31.0,33.0,-0.051
31.0,34.0,-0.053
31.0,35.0,-0.055
31.0,36.0,-0.056
31.0,37.0,-0.057
31.0,38.0,-0.058
31.0,39.0,-0.057
31.0,40.0,-0.055
31.0,41.0,-0.052
31.0,42.0,-0.054
31.0,43.0,-0.055
31.0,44.0,-0.057
31.0,45.0,-0.057
31.0,46.0,-0.054
31.0,47.0,-0.038
31.0,48.0,-0.035
31.0,49.0,-0.042
31.0,50.0,-0.043
31.0,51.0,-0.035
31.0,52.0,-0.03
31.0,53.0,-0.028
31.0,54.0,-0.03
31.0,55.0,-0.043
31.0,56.0,-0.056
31.0,57.0,-0.044
31.0,58.0,-0.021
31.0,59.0,-0.012
31.0,60.0,-0.017
31.0,61.0,-0.032
31.0,62.0,-0.035
31.0,63.0,-0.031
31.0,64.0,-0.026
31.0,65.0,-0.026
32.0,0.0,-0.101
32.0,1.0,-0.102
32.0,2.0,-0.086
32.0,3.0,-0.05
32.0,4.0,0.013
32.0,5.0,0.05
32.0,6.0,0.06
32.0,7.0,0.058
32.0,8.0,0.038
32.0,9.0,0.028
32.0,10.0,0.018
32.0,11.0,0.009
32.0,12.0,-0.017
32.0,13.0,-0.027
32.0,14.0,-0.038
32.0,15.0,-0.046
32.0,16.0,-0.053
32.0,17.0,-0.057
32.0,18.0,-0.061
32.0,19.0,-0.064
32.0,20.0,-0.071
32.0,21.0,-0.073
32.0,22.0,-0.074
32.0,23.0,-0.074
32.0,24.0,-0.074
32.0,25.0,-0.074
32.0,26.0,-0.075
32.0,27.0,-0.075
32.0,28.0,-0.076
32.0,29.0,-0.077
32.0,30.0,-0.078
32.0,31.0,-0.081
32.0,32.0,-0.064
32.0,33.0,-0.062
32.0,34.0,-0.063
32.0,35.0,-0.065
32.0,36.0,-0.066
32.0,37.0,-0.067
32.0,38.0,-0.068
32.0,39.0,-0.067
32.0,40.0,-0.065
32.0,41.0,-0.062
32.0,42.0,-0.064
32.0,43.0,-0.066
32.0,44.0,-0.067
32.0,45.0,-0.068
32.0,46.0,-0.065
32.0,47.0,-0.049
32.0,48.0,-0.046
32.0,49.0,-0.053
32.0,50.0,-0.053
32.0,51.0,-0.046
32.0,52.0,-0.04
32.0,53.0,-0.034
32.0,54.0,-0.036
32.0,55.0,-0.054
32.0,56.0,-0.067
32.0,57.0,-0.055
32.0,58.0,-0.032
32.0,59.0,-0.022
32.0,60.0,-0.028
