i,j,score
900.0,2900.0,0.226
900.0,3000.0,0.227
900.0,3100.0,0.229
900.0,3200.0,0.227
900.0,3300.0,0.234
900.0,3400.0,0.244
900.0,3500.0,0.245
900.0,3600.0,0.23
900.0,3700.0,0.239
900.0,3800.0,0.261
900.0,3900.0,0.25
900.0,4000.0,0.242
900.0,4100.0,0.246
1000.0,1100.0,0.192
1000.0,1200.0,0.192
1000.0,1300.0,0.193
1000.0,1400.0,0.194
1000.0,1500.0,0.194
1000.0,1600.0,0.194
1000.0,1700.0,0.194
1000.0,1800.0,0.194
1000.0,1900.0,0.194
1000.0,2000.0,0.199
1000.0,2100.0,0.192
1000.0,2200.0,0.192
1000.0,2300.0,0.192
1000.0,2400.0,0.192
1000.0,2500.0,0.192
1000.0,2600.0,0.193
1000.0,2700.0,0.194
1000.0,2800.0,0.193
1000.0,2900.0,0.192
1000.0,3000.0,0.192
1000.0,3100.0,0.2
1000.0,3200.0,0.195
1000.0,3300.0,0.207
1000.0,3400.0,0.219
1000.0,3500.0,0.22
1000.0,3600.0,0.198
1000.0,3700.0,0.21
1000.0,3800.0,0.24
1000.0,3900.0,0.224
1000.0,4000.0,0.214
1000.0,4100.0,0.219
1100.0,1200.0,0.174
1100.0,1300.0,0.173
1100.0,1400.0,0.173
1100.0,1500.0,0.173
1100.0,1600.0,0.173
1100.0,1700.0,0.173
1100.0,1800.0,0.173
1100.0,1900.0,0.173
1100.0,2000.0,0.176
1100.0,2100.0,0.174
1100.0,2200.0,0.174
1100.0,2300.0,0.174
1100.0,2400.0,0.174
1100.0,2500.0,0.174
1100.0,2600.0,0.176
1100.0,2700.0,0.176
1100.0,2800.0,0.175
1100.0,2900.0,0.174
1100.0,3000.0,0.173
1100.0,3100.0,0.184
1100.0,3200.0,0.179
1100.0,3300.0,0.193
1100.0,3400.0,0.207
1100.0,3500.0,0.207
1100.0,3600.0,0.18
1100.0,3700.0,0.196
1100.0,3800.0,0.231
1100.0,3900.0,0.212
1100.0,4000.0,0.199
1100.0,4100.0,0.205
1200.0,1300.0,0.164
1200.0,1400.0,0.164
1200.0,1500.0,0.163
1200.0,1600.0,0.163
1200.0,1700.0,0.163
1200.0,1800.0,0.163
1200.0,1900.0,0.163
1200.0,2000.0,0.165
1200.0,2100.0,0.165
1200.0,2200.0,0.165
1200.0,2300.0,0.164
1200.0,2400.0,0.164
1200.0,2500.0,0.164
1200.0,2600.0,0.166
1200.0,2700.0,0.167
1200.0,2800.0,0.165
1200.0,2900.0,0.164
1200.0,3000.0,0.163
1200.0,3100.0,0.176
1200.0,3200.0,0.17
1200.0,3300.0,0.185
1200.0,3400.0,0.201
1200.0,3500.0,0.201
1200.0,3600.0,0.171
1200.0,3700.0,0.188
1200.0,3800.0,0.228
1200.0,3900.0,0.206
1200.0,4000.0,0.191
1200.0,4100.0,0.198
1300.0,1400.0,0.156
1300.0,1500.0,0.156
1300.0,1600.0,0.156
1300.0,1700.0,0.155
1300.0,1800.0,0.155
1300.0,1900.0,0.155
1300.0,2000.0,0.156
1300.0,2100.0,0.158
1300.0,2200.0,0.158
1300.0,2300.0,0.157
1300.0,2400.0,0.156
1300.0,2500.0,0.156
1300.0,2600.0,0.158
1300.0,2700.0,0.159
1300.0,2800.0,0.158
1300.0,2900.0,0.156
1300.0,3000.0,0.155
1300.0,3100.0,0.171
1300.0,3200.0,0.163
1300.0,3300.0,0.18
1300.0,3400.0,0.197
1300.0,3500.0,0.197
1300.0,3600.0,0.163
1300.0,3700.0,0.183
1300.0,3800.0,0.227
1300.0,3900.0,0.202
1300.0,4000.0,0.186
1300.0,4100.0,0.194
1400.0,1500.0,0.152
1400.0,1600.0,0.151
1400.0,1700.0,0.151
1400.0,1800.0,0.151
1400.0,1900.0,0.15
1400.0,2000.0,0.151
1400.0,2100.0,0.153
1400.0,2200.0,0.153
1400.0,2300.0,0.152
1400.0,2400.0,0.151
1400.0,2500.0,0.152
1400.0,2600.0,0.154
1400.0,2700.0,0.154
1400.0,2800.0,0.153
1400.0,2900.0,0.152
1400.0,3000.0,0.15
1400.0,3100.0,0.167
1400.0,3200.0,0.159
1400.0,3300.0,0.177
1400.0,3400.0,0.195
1400.0,3500.0,0.195
1400.0,3600.0,0.159
1400.0,3700.0,0.179
1400.0,3800.0,0.227
1400.0,3900.0,0.2
1400.0,4000.0,0.183
1400.0,4100.0,0.192
1500.0,1600.0,0.149
1500.0,1700.0,0.148
1500.0,1800.0,0.148
1500.0,1900.0,0.147
1500.0,2000.0,0.148
1500.0,2100.0,0.15
1500.0,2200.0,0.15
1500.0,2300.0,0.149
1500.0,2400.0,0.148
1500.0,2500.0,0.148
1500.0,2600.0,0.15
1500.0,2700.0,0.151
1500.0,2800.0,0.15
1500.0,2900.0,0.148
1500.0,3000.0,0.147
1500.0,3100.0,0.165
1500.0,3200.0,0.156
1500.0,3300.0,0.174
1500.0,3400.0,0.194
1500.0,3500.0,0.193
1500.0,3600.0,0.156
1500.0,3700.0,0.177
1500.0,3800.0,0.228
1500.0,3900.0,0.199
1500.0,4000.0,0.181
1500.0,4100.0,0.19
1600.0,1700.0,0.147
1600.0,1800.0,0.147
1600.0,1900.0,0.147
1600.0,2000.0,0.148
1600.0,2100.0,0.149
1600.0,2200.0,0.149
1600.0,2300.0,0.148
1600.0,2400.0,0.147
1600.0,2500.0,0.147
1600.0,2600.0,0.149
1600.0,2700.0,0.15
1600.0,2800.0,0.148
1600.0,2900.0,0.147
1600.0,3000.0,0.147
1600.0,3100.0,0.163
1600.0,3200.0,0.154
1600.0,3300.0,0.172
1600.0,3400.0,0.192
1600.0,3500.0,0.192
1600.0,3600.0,0.154
1600.0,3700.0,0.175
1600.0,3800.0,0.228
1600.0,3900.0,0.198
1600.0,4000.0,0.18
1600.0,4100.0,0.189
1700.0,1800.0,0.143
1700.0,1900.0,0.143
1700.0,2000.0,0.144
1700.0,2100.0,0.146
1700.0,2200.0,0.146
1700.0,2300.0,0.145
1700.0,2400.0,0.144
1700.0,2500.0,0.144
1700.0,2600.0,0.146
1700.0,2700.0,0.147
1700.0,2800.0,0.145
1700.0,2900.0,0.144
1700.0,3000.0,0.143
1700.0,3100.0,0.161
1700.0,3200.0,0.152
1700.0,3300.0,0.17
1700.0,3400.0,0.192
1700.0,3500.0,0.192
1700.0,3600.0,0.151
1700.0,3700.0,0.173
1700.0,3800.0,0.23
1700.0,3900.0,0.198
1700.0,4000.0,0.179
1700.0,4100.0,0.188
1800.0,1900.0,0.14
1800.0,2000.0,0.14
1800.0,2100.0,0.144
1800.0,2200.0,0.143
1800.0,2300.0,0.142
1800.0,2400.0,0.141
1800.0,2500.0,0.141
1800.0,2600.0,0.143
1800.0,2700.0,0.144
1800.0,2800.0,0.142
1800.0,2900.0,0.141
1800.0,3000.0,0.14
1800.0,3100.0,0.16
1800.0,3200.0,0.149
1800.0,3300.0,0.169
1800.0,3400.0,0.192
1800.0,3500.0,0.192
1800.0,3600.0,0.148
1800.0,3700.0,0.171
1800.0,3800.0,0.232
1800.0,3900.0,0.198
1800.0,4000.0,0.178
1800.0,4100.0,0.187
1900.0,2000.0,0.139
1900.0,2100.0,0.142
1900.0,2200.0,0.142
1900.0,2300.0,0.141
1900.0,2400.0,0.14
1900.0,2500.0,0.14
1900.0,2600.0,0.142
1900.0,2700.0,0.142
1900.0,2800.0,0.141
1900.0,2900.0,0.139
1900.0,3000.0,0.139
1900.0,3100.0,0.158
1900.0,3200.0,0.148
1900.0,3300.0,0.167
1900.0,3400.0,0.191
1900.0,3500.0,0.191
1900.0,3600.0,0.147
1900.0,3700.0,0.17
1900.0,3800.0,0.233
1900.0,3900.0,0.198
1900.0,4000.0,0.175
1900.0,4100.0,0.187
2000.0,2100.0,0.136
2000.0,2200.0,0.135
2000.0,2300.0,0.133
2000.0,2400.0,0.132
2000.0,2500.0,0.132
2000.0,2600.0,0.135
2000.0,2700.0,0.136
2000.0,2800.0,0.133
2000.0,2900.0,0.131
2000.0,3000.0,0.127
2000.0,3100.0,0.153
2000.0,3200.0,0.141
2000.0,3300.0,0.167
2000.0,3400.0,0.199
2000.0,3500.0,0.198
2000.0,3600.0,0.138
2000.0,3700.0,0.169
2000.0,3800.0,0.25
2000.0,3900.0,0.202
2000.0,4000.0,0.171
2000.0,4100.0,0.183
2100.0,2200.0,0.154
2100.0,2300.0,0.153
2100.0,2400.0,0.153
2100.0,2500.0,0.153
2100.0,2600.0,0.153
2100.0,2700.0,0.154
2100.0,2800.0,0.153
2100.0,2900.0,0.152
2100.0,3000.0,0.152
2100.0,3100.0,0.163
2100.0,3200.0,0.156
2100.0,3300.0,0.17
2100.0,3400.0,0.186
2100.0,3500.0,0.186
2100.0,3600.0,0.156
2100.0,3700.0,0.172
2100.0,3800.0,0.221
2100.0,3900.0,0.194
2100.0,4000.0,0.177
2100.0,4100.0,0.186
2200.0,2300.0,0.152
2200.0,2400.0,0.151
2200.0,2500.0,0.151
2200.0,2600.0,0.152
2200.0,2700.0,0.152
2200.0,2800.0,0.151
2200.0,2900.0,0.151
2200.0,3000.0,0.151
2200.0,3100.0,0.163
2200.0,3200.0,0.155
2200.0,3300.0,0.169
2200.0,3400.0,0.185
2200.0,3500.0,0.185
2200.0,3600.0,0.155
2200.0,3700.0,0.172
2200.0,3800.0,0.222
2200.0,3900.0,0.194
2200.0,4000.0,0.177
2200.0,4100.0,0.187
2300.0,2400.0,0.148
2300.0,2500.0,0.148
2300.0,2600.0,0.148
2300.0,2700.0,0.149
2300.0,2800.0,0.148
2300.0,2900.0,0.147
2300.0,3000.0,0.147
2300.0,3100.0,0.161
2300.0,3200.0,0.153
2300.0,3300.0,0.168
2300.0,3400.0,0.185
2300.0,3500.0,0.185
2300.0,3600.0,0.152
2300.0,3700.0,0.17
2300.0,3800.0,0.224
2300.0,3900.0,0.195
2300.0,4000.0,0.176
2300.0,4100.0,0.187
2400.0,2500.0,0.145
2400.0,2600.0,0.146
2400.0,2700.0,0.146
2400.0,2800.0,0.145
2400.0,2900.0,0.144
2400.0,3000.0,0.144
2400.0,3100.0,0.16
2400.0,3200.0,0.151
2400.0,3300.0,0.167
2400.0,3400.0,0.185
2400.0,3500.0,0.185
2400.0,3600.0,0.15
2400.0,3700.0,0.17
2400.0,3800.0,0.226
2400.0,3900.0,0.195
2400.0,4000.0,0.176
2400.0,4100.0,0.187
2500.0,2600.0,0.145
2500.0,2700.0,0.145
2500.0,2800.0,0.144
2500.0,2900.0,0.143
2500.0,3000.0,0.144
2500.0,3100.0,0.16
2500.0,3200.0,0.15
2500.0,3300.0,0.166
2500.0,3400.0,0.185
2500.0,3500.0,0.185
2500.0,3600.0,0.149
2500.0,3700.0,0.169
2500.0,3800.0,0.226
2500.0,3900.0,0.195
2500.0,4000.0,0.175
2500.0,4100.0,0.187
2600.0,2700.0,0.15
2600.0,2800.0,0.15
2600.0,2900.0,0.149
2600.0,3000.0,0.15
2600.0,3100.0,0.163
2600.0,3200.0,0.154
2600.0,3300.0,0.168
2600.0,3400.0,0.185
2600.0,3500.0,0.185
2600.0,3600.0,0.153
2600.0,3700.0,0.171
2600.0,3800.0,0.222
2600.0,3900.0,0.195
2600.0,4000.0,0.178
2600.0,4100.0,0.188
2700.0,2800.0,0.152
2700.0,2900.0,0.152
2700.0,3000.0,0.151
2700.0,3100.0,0.164
2700.0,3200.0,0.155
2700.0,3300.0,0.169
2700.0,3400.0,0.184
2700.0,3500.0,0.185
2700.0,3600.0,0.155
2700.0,3700.0,0.171
2700.0,3800.0,0.221
2700.0,3900.0,0.194
2700.0,4000.0,0.178
2700.0,4100.0,0.188
2800.0,2900.0,0.147
2800.0,3000.0,0.147
2800.0,3100.0,0.161
2800.0,3200.0,0.152
2800.0,3300.0,0.167
2800.0,3400.0,0.184
2800.0,3500.0,0.184
2800.0,3600.0,0.151
2800.0,3700.0,0.169
2800.0,3800.0,0.223
2800.0,3900.0,0.194
2800.0,4000.0,0.176
2800.0,4100.0,0.186
2900.0,3000.0,0.142
2900.0,3100.0,0.158
2900.0,3200.0,0.148
2900.0,3300.0,0.165
2900.0,3400.0,0.184
2900.0,3500.0,0.184
2900.0,3600.0,0.147
2900.0,3700.0,0.168
2900.0,3800.0,0.226
2900.0,3900.0,0.194
2900.0,4000.0,0.173
2900.0,4100.0,0.185
3000.0,3100.0,0.149
3000.0,3200.0,0.142
3000.0,3300.0,0.168
3000.0,3400.0,0.195
3000.0,3500.0,0.195
3000.0,3600.0,0.14
3000.0,3700.0,0.169
3000.0,3800.0,0.241
3000.0,3900.0,0.197
3000.0,4000.0,0.166
3000.0,4100.0,0.173
3100.0,3200.0,0.172
3100.0,3300.0,0.182
3100.0,3400.0,0.195
3100.0,3500.0,0.195
3100.0,3600.0,0.173
3100.0,3700.0,0.183
3100.0,3800.0,0.217
3100.0,3900.0,0.195
3100.0,4000.0,0.182
3100.0,4100.0,0.185
3200.0,3300.0,0.172
3200.0,3400.0,0.187
3200.0,3500.0,0.187
3200.0,3600.0,0.161
3200.0,3700.0,0.174
3200.0,3800.0,0.216
3200.0,3900.0,0.19
3200.0,4000.0,0.175
3200.0,4100.0,0.181
3300.0,3400.0,0.2
3300.0,3500.0,0.2
3300.0,3600.0,0.193
3300.0,3700.0,0.194
3300.0,3800.0,0.218
3300.0,3900.0,0.203
3300.0,4000.0,0.196
3300.0,4100.0,0.201
3400.0,3500.0,0.215
3400.0,3600.0,0.224
3400.0,3700.0,0.213
3400.0,3800.0,0.227
3400.0,3900.0,0.218
3400.0,4000.0,0.214
3400.0,4100.0,0.217
3500.0,3600.0,0.225
3500.0,3700.0,0.213
3500.0,3800.0,0.226
3500.0,3900.0,0.217
3500.0,4000.0,0.214
3500.0,4100.0,0.216
3600.0,3700.0,0.172
3600.0,3800.0,0.219
3600.0,3900.0,0.19
3600.0,4000.0,0.173
3600.0,4100.0,0.179
3700.0,3800.0,0.218
3700.0,3900.0,0.203
3700.0,4000.0,0.196
3700.0,4100.0,0.199
3800.0,3900.0,0.242
3800.0,4000.0,0.246
3800.0,4100.0,0.242
3900.0,4000.0,0.214
3900.0,4100.0,0.214
4000.0,4100.0,0.196
